image,status,marks,target_x,steering
data/images/3574_cam_image_array_.jpg,detected,2,86,0.06
data/images/3635_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/3695_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/3756_cam_image_array_.jpg,detected,2,83,0.03
data/images/3817_cam_image_array_.jpg,detected,2,81,0.010000000000000002
data/images/3877_cam_image_array_.jpg,detected,2,83,0.03
data/images/3938_cam_image_array_.jpg,detected,2,92,0.12
data/images/3998_cam_image_array_.jpg,detected,2,94,0.13999999999999999
data/images/4059_cam_image_array_.jpg,detected,2,93,0.13
data/images/4119_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/4180_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/4241_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/4301_cam_image_array_.jpg,detected,2,74,-0.06
data/images/4362_cam_image_array_.jpg,detected,2,92,0.12
data/images/4422_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/4483_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/4544_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/4604_cam_image_array_.jpg,detected,2,74,-0.06
data/images/4665_cam_image_array_.jpg,detected,2,68,-0.12
data/images/4725_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/4786_cam_image_array_.jpg,detected,2,92,0.12
data/images/4847_cam_image_array_.jpg,detected,2,90,0.1
data/images/4907_cam_image_array_.jpg,detected,2,94,0.13999999999999999
data/images/4968_cam_image_array_.jpg,detected,2,74,-0.06
data/images/5028_cam_image_array_.jpg,detected,2,75,-0.05
data/images/5089_cam_image_array_.jpg,detected,2,65,-0.15000000000000002
data/images/5149_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/5210_cam_image_array_.jpg,detected,2,90,0.1
data/images/5271_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/5331_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/5392_cam_image_array_.jpg,detected,2,75,-0.05
data/images/5452_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/5513_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/5574_cam_image_array_.jpg,detected,2,75,-0.05
data/images/5634_cam_image_array_.jpg,detected,2,77,-0.03
data/images/5695_cam_image_array_.jpg,detected,2,85,0.05
data/images/5755_cam_image_array_.jpg,detected,2,91,0.11000000000000001
data/images/5816_cam_image_array_.jpg,detected,2,81,0.010000000000000002
data/images/5877_cam_image_array_.jpg,detected,2,68,-0.12
data/images/5937_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/5998_cam_image_array_.jpg,detected,2,77,-0.03
data/images/6058_cam_image_array_.jpg,detected,2,75,-0.05
data/images/6119_cam_image_array_.jpg,detected,2,90,0.1
data/images/6179_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/6240_cam_image_array_.jpg,detected,2,86,0.06
data/images/6301_cam_image_array_.jpg,detected,2,75,-0.05
data/images/6361_cam_image_array_.jpg,detected,2,74,-0.06
data/images/6422_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/6482_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/6543_cam_image_array_.jpg,detected,2,90,0.1
data/images/6604_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/6664_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/6725_cam_image_array_.jpg,detected,2,69,-0.11000000000000001
data/images/6785_cam_image_array_.jpg,detected,2,75,-0.05
data/images/6846_cam_image_array_.jpg,detected,2,75,-0.05
data/images/6907_cam_image_array_.jpg,detected,2,77,-0.03
data/images/6967_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/7028_cam_image_array_.jpg,detected,2,91,0.11000000000000001
data/images/7088_cam_image_array_.jpg,detected,2,89,0.09000000000000001
data/images/7149_cam_image_array_.jpg,detected,2,77,-0.03
data/images/7209_cam_image_array_.jpg,detected,2,59,-0.21000000000000002
data/images/7270_cam_image_array_.jpg,detected,2,81,0.010000000000000002
data/images/7331_cam_image_array_.jpg,detected,2,83,0.03
data/images/7391_cam_image_array_.jpg,detected,2,77,-0.03
data/images/7452_cam_image_array_.jpg,detected,2,86,0.06
data/images/7512_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/7573_cam_image_array_.jpg,detected,2,85,0.05
data/images/7634_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/7694_cam_image_array_.jpg,detected,2,71,-0.09000000000000001
data/images/7755_cam_image_array_.jpg,detected,2,75,-0.05
data/images/7815_cam_image_array_.jpg,detected,2,85,0.05
data/images/7876_cam_image_array_.jpg,detected,2,83,0.03
data/images/7937_cam_image_array_.jpg,detected,2,74,-0.06
data/images/7997_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/8058_cam_image_array_.jpg,detected,2,69,-0.11000000000000001
data/images/8118_cam_image_array_.jpg,detected,2,74,-0.06
data/images/8179_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/8239_cam_image_array_.jpg,detected,2,93,0.13
data/images/8300_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/8361_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/8421_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/8482_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/8542_cam_image_array_.jpg,detected,2,91,0.11000000000000001
data/images/8603_cam_image_array_.jpg,detected,2,77,-0.03
data/images/8664_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/8724_cam_image_array_.jpg,detected,2,80,0.0
data/images/8785_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/8845_cam_image_array_.jpg,detected,2,89,0.09000000000000001
data/images/8906_cam_image_array_.jpg,detected,2,74,-0.06
data/images/8967_cam_image_array_.jpg,detected,2,70,-0.1
data/images/9027_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/9088_cam_image_array_.jpg,detected,2,77,-0.03
data/images/9148_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/9209_cam_image_array_.jpg,detected,2,70,-0.1
data/images/9269_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/9330_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/9391_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/9451_cam_image_array_.jpg,detected,2,80,0.0
data/images/9512_cam_image_array_.jpg,detected,2,75,-0.05
data/images/9572_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/9633_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/9694_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/9754_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/9815_cam_image_array_.jpg,detected,2,77,-0.03
data/images/9875_cam_image_array_.jpg,detected,2,74,-0.06
data/images/9936_cam_image_array_.jpg,detected,2,71,-0.09000000000000001
data/images/9997_cam_image_array_.jpg,detected,2,83,0.03
data/images/10057_cam_image_array_.jpg,detected,2,85,0.05
data/images/10118_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/10178_cam_image_array_.jpg,detected,2,71,-0.09000000000000001
data/images/10239_cam_image_array_.jpg,detected,2,77,-0.03
data/images/10299_cam_image_array_.jpg,detected,2,80,0.0
data/images/10360_cam_image_array_.jpg,detected,2,86,0.06
data/images/10421_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/10481_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/10542_cam_image_array_.jpg,detected,2,72,-0.08000000000000002
data/images/10602_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/10663_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/10724_cam_image_array_.jpg,detected,2,83,0.03
data/images/10784_cam_image_array_.jpg,detected,2,83,0.03
data/images/10845_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/10905_cam_image_array_.jpg,detected,2,89,0.09000000000000001
data/images/10966_cam_image_array_.jpg,detected,2,93,0.13
data/images/11027_cam_image_array_.jpg,detected,2,72,-0.08000000000000002
data/images/11087_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/11148_cam_image_array_.jpg,detected,2,71,-0.09000000000000001
data/images/11208_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/11269_cam_image_array_.jpg,detected,2,83,0.03
data/images/11329_cam_image_array_.jpg,detected,2,82,0.020000000000000004
data/images/11390_cam_image_array_.jpg,detected,2,77,-0.03
data/images/11451_cam_image_array_.jpg,detected,2,86,0.06
data/images/11511_cam_image_array_.jpg,detected,2,86,0.06
data/images/11572_cam_image_array_.jpg,detected,2,86,0.06
data/images/11632_cam_image_array_.jpg,detected,2,86,0.06
data/images/11693_cam_image_array_.jpg,detected,1,29,-0.51
data/images/11754_cam_image_array_.jpg,detected,1,29,-0.51
data/images/11814_cam_image_array_.jpg,detected,2,93,0.13
data/images/11875_cam_image_array_.jpg,detected,2,93,0.13
data/images/11935_cam_image_array_.jpg,detected,2,93,0.13
data/images/11996_cam_image_array_.jpg,detected,2,93,0.13
data/images/12057_cam_image_array_.jpg,detected,2,93,0.13
