image,status,marks,target_x,steering
data/images/0_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/60_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/121_cam_image_array_.jpg,detected,2,85,0.05
data/images/181_cam_image_array_.jpg,detected,2,77,-0.03
data/images/242_cam_image_array_.jpg,detected,2,75,-0.05
data/images/302_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/363_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/424_cam_image_array_.jpg,detected,2,75,-0.05
data/images/484_cam_image_array_.jpg,detected,2,86,0.06
data/images/545_cam_image_array_.jpg,detected,2,74,-0.06
data/images/605_cam_image_array_.jpg,detected,2,69,-0.11000000000000001
data/images/666_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/727_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/787_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/848_cam_image_array_.jpg,detected,2,83,0.03
data/images/908_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/969_cam_image_array_.jpg,detected,1,27,-0.53
data/images/1029_cam_image_array_.jpg,detected,2,80,0.0
data/images/1090_cam_image_array_.jpg,detected,2,80,0.0
data/images/1151_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/1211_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/1272_cam_image_array_.jpg,detected,2,85,0.05
data/images/1332_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/1393_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/1454_cam_image_array_.jpg,detected,2,88,0.08000000000000002
data/images/1514_cam_image_array_.jpg,detected,2,85,0.05
data/images/1575_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/1635_cam_image_array_.jpg,detected,2,83,0.03
data/images/1696_cam_image_array_.jpg,detected,2,94,0.13999999999999999
data/images/1757_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/1817_cam_image_array_.jpg,detected,2,74,-0.06
data/images/1878_cam_image_array_.jpg,detected,2,85,0.05
data/images/1938_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/1999_cam_image_array_.jpg,detected,2,75,-0.05
data/images/2059_cam_image_array_.jpg,detected,2,86,0.06
data/images/2120_cam_image_array_.jpg,detected,2,77,-0.03
data/images/2181_cam_image_array_.jpg,detected,2,77,-0.03
data/images/2241_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/2302_cam_image_array_.jpg,detected,2,69,-0.11000000000000001
data/images/2362_cam_image_array_.jpg,detected,2,81,0.010000000000000002
data/images/2423_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/2484_cam_image_array_.jpg,detected,2,87,0.06999999999999999
data/images/2544_cam_image_array_.jpg,detected,2,68,-0.12
data/images/2605_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/2665_cam_image_array_.jpg,detected,2,89,0.09000000000000001
data/images/2726_cam_image_array_.jpg,detected,2,76,-0.04000000000000001
data/images/2787_cam_image_array_.jpg,detected,2,77,-0.03
data/images/2847_cam_image_array_.jpg,detected,2,78,-0.020000000000000004
data/images/2908_cam_image_array_.jpg,detected,2,97,0.17
data/images/2968_cam_image_array_.jpg,detected,2,92,0.12
data/images/3029_cam_image_array_.jpg,detected,2,75,-0.05
data/images/3089_cam_image_array_.jpg,detected,1,96,0.16000000000000003
data/images/3150_cam_image_array_.jpg,detected,2,79,-0.010000000000000002
data/images/3211_cam_image_array_.jpg,detected,2,73,-0.06999999999999999
data/images/3271_cam_image_array_.jpg,detected,2,74,-0.06
data/images/3332_cam_image_array_.jpg,detected,2,84,0.04000000000000001
data/images/3392_cam_image_array_.jpg,detected,2,90,0.1
data/images/3453_cam_image_array_.jpg,detected,2,92,0.12
data/images/3514_cam_image_array_.jpg,detected,2,84,0.04000000000000001
