frame,elapsed_s,sensor_timestamp,frame_age_s,fresh,capture_ms,vision_ms,control_status,near_offset,preview_error,requested_throttle,requested_steering,pwm_enabled,stop_reason
1,0.054346080999948754,2206741257000,0.042625453,True,31.979980999949476,17.73169099988081,ready,0.04375,0.015625,370,348,True,
2,0.0988061729999572,2206788372000,0.04014769,True,24.490863000210084,15.484095999909187,ready,0.04375,0.015625,370,348,True,
3,0.1372240209998381,2206835488000,0.03185025,True,24.965740999959962,9.3757029999324,ready,0.04375,0.010937499999999996,370,349,True,
4,0.18436469800008126,2206882601000,0.031882057,True,33.60799900019629,9.47059000009176,ready,0.04375,0.015625,370,348,True,
5,0.2347886870002185,2206929717000,0.034963551,True,34.463682000023255,11.667297000258259,ready,0.04375,0.015625,400,348,True,
6,0.2821185819998391,2206976834000,0.035130799,True,31.560102999719675,11.431229000208987,ready,0.04375,0.015625,400,348,True,
7,0.32867979200000264,2207023947000,0.034646137,True,32.00203699998383,10.287644999607437,ready,0.04375,0.015625,400,348,True,
8,0.3743413369998052,2207071063000,0.033189757,True,31.135687000187318,10.251404999962688,ready,0.040625,0.017187499999999994,400,348,True,
9,0.4227157629998146,2207118178000,0.034419702,True,32.48080299999856,11.591169999974227,ready,0.04375,0.010937499999999996,400,349,True,
10,0.47027455999977974,2207165294000,0.034868721,True,31.7359129999204,11.524060000283498,ready,0.040625,0.01249999999999999,400,348,True,
11,0.5169961370002056,2207212409000,0.034537704,True,31.372513999940566,11.110163000012108,ready,0.0375,0.004687499999999997,400,349,True,
12,0.5626592749999872,2207259522000,0.033086453,True,31.111298999803694,10.317976999886014,ready,0.0375,0.004687499999999997,400,349,True,
13,0.6116087239997796,2207306639000,0.034899532,True,34.500254999784374,10.194516999945336,ready,0.03125,0.007812499999999993,400,349,True,
14,0.6567547089998698,2207353754000,0.032926776,True,30.724900000222988,10.160221999740315,ready,0.025,0.006249999999999995,400,349,True,
15,0.704572110999834,2207400869000,0.033637807,True,32.680576000075234,10.886778999974922,ready,0.025,-0.0031250000000000097,400,351,True,
16,0.7529151849998925,2207447985000,0.034824272,True,32.475562000399805,11.575762999655126,ready,0.021875,-0.0062500000000000056,400,351,True,
17,0.8006172569998853,2207495098000,0.035417992,True,31.247795000126644,12.16437799985215,ready,0.015625,-0.0031250000000000062,400,351,True,
18,0.8461884550001741,2207542213000,0.033924447,True,30.68434700026046,10.64787699988301,ready,0.009375,-0.014062500000000007,400,353,True,
19,0.8925934099997903,2207589330000,0.033205662,True,31.507363999935478,10.656896000000415,ready,0.00625,-0.012500000000000006,400,352,True,
20,0.94156154600023,2207636447000,0.034999595,True,32.93749700014814,11.729832999662904,ready,-0.003125,-0.017187500000000005,400,353,True,
21,0.9886889469999005,2207683560000,0.034993867,True,31.25977800027613,11.545873999693868,ready,0.0109375,-0.033593750000000006,400,356,True,
22,1.0344503249998525,2207730676000,0.033711188,True,31.23475900019912,10.275885999817547,ready,0.00625,-0.040625000000000015,400,357,True,
23,1.0811215889998493,2207777791000,0.033287989,True,31.90174399969692,10.540231000049971,ready,-0.003125,-0.040625000000000015,400,357,True,
24,1.1282811559999573,2207824906000,0.033312297,True,32.43915700022626,10.472974000094837,ready,-0.0078125,-0.042968750000000014,400,358,True,
25,1.1753544660000443,2207872021000,0.033274607,True,32.33962200010865,10.490992000086408,ready,-0.0171875,-0.031249999999999983,400,356,True,
26,1.2217923650000557,2207919134000,0.032606117,True,32.418231000065134,9.78069399980086,ready,-0.0265625,-0.03125,400,356,True,
27,1.2691269470001316,2207966249000,0.032828439,True,33.23441499969704,9.865637000075367,ready,-0.00625,-0.08124999999999995,400,365,True,
28,1.3169972929999858,2208013366000,0.033573268,True,33.07915999994293,10.548508999818296,ready,-0.015625,-0.09999999999999992,400,368,True,
29,1.3656065479999597,2208060481000,0.035013654,True,32.66663299973516,11.643074999938108,ready,-0.028125,-0.08437499999999995,400,365,True,
30,1.4137101669998628,2208107597000,0.035998865,True,31.52358599982108,12.277431000256911,ready,-0.034375,-0.0625,400,361,True,
31,1.4579433220001192,2208154710000,0.033171686,True,29.75670200021341,10.22835000003397,ready,-0.046875,-0.0703125,400,363,True,
32,1.5058421499998076,2208201826000,0.033958069,True,32.68492899997,10.969110000132787,ready,-0.053125,-0.07187500000000001,400,363,True,
33,1.5533578380000108,2208248940000,0.034303203,True,32.2516800001722,10.938221999822417,ready,-0.053125,-0.08124999999999999,400,365,True,
34,1.600695400999939,2208296056000,0.034523173,True,32.07801799999288,10.955147999993642,ready,-0.065625,-0.08906250000000002,400,366,True,
35,1.6484796939998887,2208343171000,0.035236206,True,31.825690000005125,11.69692599978589,ready,-0.071875,-0.09062500000000001,400,366,True,
36,1.6936145129998295,2208390286000,0.033270191,True,30.88461900006223,10.006429999975808,ready,-0.08125,-0.08593750000000001,400,365,True,
37,1.7398770830000103,2208437402000,0.032384243,True,32.45982299995376,9.5271820000562,ready,-0.071875,-0.10468750000000002,400,369,True,
38,1.7868403769998622,2208484516000,0.032258759,True,33.45831799970256,9.252372999981162,ready,-0.078125,-0.0875,400,366,True,
39,1.8338946700000633,2208531631000,0.032200552,True,33.56396399976802,9.242429000096308,ready,-0.0875,-0.09687499999999999,400,367,True,
40,1.8838448390001759,2208578746000,0.034993667,True,34.06300899996495,11.596392000228661,ready,-0.078125,-0.13437499999999997,400,374,True,
41,1.9310744800000066,2208625866000,0.035097752,True,31.38701600028071,11.542726999778097,ready,-0.0875,-0.15312499999999996,400,378,True,
42,1.977024799999981,2208672977000,0.0339827,True,31.057727999723284,10.640377000072476,ready,-0.103125,-0.103125,400,369,True,
43,2.023834283999804,2208720094000,0.033675036,True,31.80698799997117,10.752227000011771,ready,-0.109375,-0.11406250000000001,400,371,True,
44,2.072526057000232,2208767208000,0.035200477,True,32.76248399970427,11.623984000380005,ready,-0.109375,-0.11875000000000001,400,371,True,
45,2.1186625020000065,2208814324000,0.034220459,True,31.134097000176553,10.69585699997333,ready,-0.115625,-0.115625,400,371,True,
46,2.166594570000143,2208861439000,0.035089711,True,32.70822500007853,10.971778000111954,ready,-0.121875,-0.1078125,400,369,True,
47,2.2111861439998393,2208908554000,0.0325601,True,30.628126000010525,9.704658999908133,ready,-0.10625,-0.1296875,400,373,True,
48,2.258626187000118,2208955667000,0.032903069,True,33.30184099968392,9.894173000247974,ready,-0.115625,-0.134375,370,350,True,time_limit
