frame,elapsed_s,ready,source,pwm,near,far,reason,ms
103,4.810133596000014,True,paired,397,69.0,67.0,consistent,0.3586250822991133
104,4.857063446999746,True,paired,398,70.5,67.75,consistent,0.3363329451531172
105,4.909174317999714,True,paired,398,70.0,67.5,consistent,0.3628339618444443
106,4.951647838999634,False,unavailable,365,69.5,,consistent,0.36870804615318775
107,4.998322176001238,False,unavailable,365,,,insufficient_pairs,0.3260000376030803
108,5.045528114000263,False,unavailable,365,,,insufficient_pairs,0.33920793794095516
109,5.092871586999536,True,paired,399,69.25,64.5,consistent,0.34491601400077343
110,5.140523850999671,True,paired,397,68.75,64.75,consistent,0.33791596069931984
111,5.186701696000455,True,paired,397,68.75,64.75,consistent,0.3687500720843673
112,5.233864339001229,True,paired,398,68.5,64.5,consistent,0.33591699320822954
113,5.28128857000047,True,paired,399,68.5,64.25,consistent,0.3388329641893506
114,5.328079979000904,True,paired,400,68.16666666666667,63.5,consistent,0.35662506707012653
115,5.3754173970010015,True,paired,400,68.0,63.5,consistent,0.3207089612260461
116,5.42241009800091,True,paired,401,68.75,63.5,consistent,0.35929190926253796
117,5.469418855000185,True,paired,402,68.25,63.0,consistent,0.41566696017980576
118,5.516661089000991,True,paired,400,68.0,63.5,consistent,0.3969999961555004
119,5.563993062000009,True,paired,400,67.125,63.25,consistent,0.4294170066714287
120,5.61081761800051,True,paired,402,67.33333333333333,62.75,consistent,0.3885419573634863
121,5.657814727001096,True,paired,402,66.58333333333333,62.5,consistent,0.38049998693168163
122,5.707020019999618,True,paired,403,65.75,61.75,consistent,0.44299999717622995
123,5.752762223999525,True,paired,404,67.25,62.0,consistent,0.38350000977516174
124,5.7998056470005395,True,paired,410,67.25,63.5,consistent,0.3570419503375888
125,5.849464450000596,True,paired,404,66.75,64.25,consistent,0.3440419677644968
126,5.893423814999551,True,paired,404,66.0,63.75,consistent,0.32054202165454626
127,5.940756343999965,True,paired,401,65.25,63.75,consistent,0.3554999129846692
128,5.987819693000347,False,unavailable,365,,,insufficient_pairs,0.3131250850856304
129,6.036550864000674,True,paired,394,67.0,66.25,consistent,0.3225000109523535
130,6.082628489000854,True,paired,401,68.25,65.75,consistent,0.35220792051404715
131,6.131704913001158,False,unavailable,365,,,insufficient_pairs,0.32750004902482033
132,6.176149974000509,False,unavailable,365,,,insufficient_pairs,0.3067080397158861
133,6.223247784000705,False,unavailable,365,,,insufficient_pairs,0.3007079940289259
134,6.271190691000811,False,unavailable,365,,,insufficient_pairs,0.29391597490757704
135,6.318186597000022,True,paired,398,68.25,64.5,consistent,0.31512498389929533
136,6.364767267999923,True,paired,397,68.0,64.5,consistent,0.3225000109523535
137,6.411539603001074,True,paired,396,68.5,65.0,consistent,0.3327080048620701
138,6.4606153980003,True,paired,396,68.5,65.0,consistent,0.30454201623797417
139,6.506633893999606,True,paired,395,68.0,65.25,consistent,0.319667044095695
140,6.55362583600072,True,paired,395,68.0,65.25,consistent,0.3435410326346755
141,6.600190766999731,True,paired,396,68.0,65.0,consistent,0.34145801328122616
142,6.647307504001219,True,paired,395,68.0,65.25,consistent,0.378625001758337
143,6.69433539000056,True,paired,393,67.0,65.75,consistent,0.3734590718522668
144,6.741536976000134,True,paired,394,68.66666666666667,66.0,consistent,0.35204202868044376
145,6.78966588000003,True,paired,392,69.25,66.75,consistent,0.33549999352544546
146,6.836344846000429,True,paired,393,70.375,66.75,consistent,0.3814580850303173
147,6.883095921999484,True,paired,393,69.875,66.5,consistent,0.3925000783056021
148,6.929842090999955,True,paired,394,69.75,66.25,consistent,0.32995897345244884
149,6.979256083999644,True,paired,393,69.75,66.75,consistent,0.34612498711794615
150,7.025002825001138,True,paired,392,70.0,67.0,consistent,0.3583339275792241
151,7.071884584000145,True,paired,391,70.125,67.5,consistent,0.35429198760539293
152,7.118426164000994,True,paired,391,69.75,67.5,consistent,0.3795830998569727
153,7.165340626001125,True,paired,392,70.83333333333333,67.5,consistent,0.32883300445973873
154,7.213295052000831,True,paired,391,70.66666666666667,67.5,consistent,0.31695899087935686
155,7.260485378999874,True,paired,387,70.41666666666667,69.75,consistent,0.3340839175507426
156,7.306792019000568,True,paired,385,71.08333333333333,70.5,consistent,0.3167910035699606
157,7.35433824699976,True,paired,382,71.33333333333333,71.25,consistent,0.30512490775436163
158,7.403064510999684,True,paired,390,73.5,71.25,consistent,0.34241599496454
159,7.448977175999971,True,paired,389,73.0,71.0,consistent,0.3174999728798866
160,7.495861768000395,True,paired,389,72.25,70.5,consistent,0.2975830575451255
161,7.54244742100127,True,paired,390,72.5,70.5,consistent,0.317084020934999
162,7.589786598000501,True,paired,390,72.0,70.25,consistent,0.31649996526539326
163,7.637468324999645,False,unavailable,365,,,insufficient_pairs,0.28000003658235073
164,7.684472674000062,False,unavailable,365,,,insufficient_pairs,0.29908400028944016
165,7.732112142000915,False,unavailable,365,,,insufficient_pairs,0.33175002317875624
166,7.778477003001171,True,paired,388,73.0,69.5,consistent,0.3086249344050884
167,7.825793310001245,True,paired,387,73.0,69.75,consistent,0.3458330174908042
168,7.87249360900023,True,paired,387,73.0,69.75,consistent,0.341624952852726
169,7.919981801000176,True,paired,387,73.0,69.75,consistent,0.31054194550961256
170,7.966660842001147,True,paired,386,73.25,70.25,consistent,0.3238340141251683
171,8.01407436900081,True,paired,386,73.0,70.25,consistent,0.3295420901849866
172,8.061290326000744,True,paired,386,73.58333333333333,70.25,consistent,0.3417499829083681
173,8.10802479099948,True,paired,388,73.25,69.75,consistent,0.27891690842807293
174,8.155186508000043,True,paired,388,74.125,69.75,consistent,0.31170889269560575
175,8.202468520001275,True,paired,388,74.125,70.0,consistent,0.3278750227764249
176,8.249532812000325,True,paired,388,74.0,70.0,consistent,0.3339590039104223
177,8.296817324000585,True,paired,387,74.125,70.25,consistent,0.3149579279124737
178,8.343455161000747,True,paired,388,73.25,69.75,consistent,0.34212495665997267
179,8.390694747000452,True,paired,387,74.33333333333333,70.25,consistent,0.33537496346980333
180,8.437666077999893,True,paired,388,74.08333333333333,70.0,consistent,0.31279202084988356
181,8.485180085999673,True,paired,388,73.91666666666667,69.75,consistent,0.3263329854235053
182,8.532207157000812,True,paired,391,75.25,69.0,consistent,0.3732499899342656
183,8.579584721999709,True,paired,390,75.5,69.5,consistent,0.3617089241743088
184,8.626394500999595,True,paired,390,75.0,72.25,consistent,0.33129192888736725
185,8.673937396000838,True,paired,389,74.5,72.0,consistent,0.3280830569565296
186,8.720585696999478,True,paired,391,74.25,71.5,consistent,0.31329202465713024
187,8.767787376000342,True,paired,389,73.75,71.5,consistent,0.3257080679759383
188,8.814760151999508,True,paired,394,73.75,70.75,consistent,0.3375000087544322
189,8.861868185000276,False,unavailable,365,,,insufficient_pairs,0.300500076264143
190,8.909622946999662,False,unavailable,365,,,insufficient_pairs,0.29858399648219347
191,8.957152343000416,False,unavailable,365,,,insufficient_pairs,0.3326250007376075
192,9.004304170999603,False,unavailable,365,,,insufficient_pairs,0.3246659180149436
193,9.050553237000713,False,unavailable,365,71.25,,consistent,0.3274170449003577
194,9.098110558999906,False,unavailable,365,70.75,,consistent,0.34137500915676355
195,9.144632972000181,False,unavailable,365,,,insufficient_pairs,0.30866602901369333
196,9.19180994800081,False,unavailable,365,,,insufficient_pairs,0.2899169921875
197,9.23869741099952,True,paired,399,69.33333333333334,64.5,consistent,0.36633305717259645
198,9.28601877300025,True,paired,400,68.83333333333334,64.0,consistent,0.33908302430063486
199,9.332871087999592,True,paired,400,68.41666666666667,63.75,consistent,0.33787498250603676
200,9.380403651000961,True,paired,400,68.16666666666667,63.5,consistent,0.3770421026274562
201,9.427074524999625,True,paired,399,66.83333333333333,63.5,consistent,0.4038750194013119
202,9.474177649999547,False,unavailable,365,,,insufficient_pairs,0.32412505242973566
203,9.521485031000338,False,unavailable,365,,,insufficient_pairs,0.29666698537766933
204,9.568492509999487,False,unavailable,365,,,insufficient_pairs,0.33529195934534073
205,9.615745651999532,False,unavailable,365,,,insufficient_pairs,0.3078749869018793
206,9.663069533000453,True,paired,401,67.0,62.75,consistent,0.3262499812990427
207,9.710015808999742,False,unavailable,365,,,insufficient_pairs,0.33058400731533766
208,9.756940344999748,False,unavailable,365,,,insufficient_pairs,0.3048749640583992
209,9.804264115000478,False,unavailable,365,,,insufficient_pairs,0.2935000229626894
210,9.853059136999946,False,unavailable,365,,,insufficient_pairs,0.2964589511975646
211,9.899302351001097,False,unavailable,365,,,insufficient_pairs,0.300041981972754
212,9.946224925000934,False,unavailable,365,,,insufficient_pairs,0.2949159825220704
213,9.992565951999495,False,unavailable,365,,,insufficient_pairs,0.27708406560122967
214,10.03987253699961,False,unavailable,365,,,insufficient_pairs,0.3090410027652979
215,10.089370973000769,False,unavailable,365,,,insufficient_pairs,0.26420806534588337
216,10.133816626001135,False,unavailable,365,,,insufficient_pairs,0.25804201140999794
217,10.180961955000384,False,unavailable,365,,,insufficient_pairs,0.30408299062401056
218,10.228720123999665,False,unavailable,365,,,insufficient_pairs,0.3057920839637518
219,10.27687336100098,False,unavailable,365,,,insufficient_pairs,0.3061250317841768
220,10.323041687999648,False,unavailable,365,,,insufficient_pairs,0.30141696333885193
221,10.37009462900096,False,unavailable,365,,,insufficient_pairs,0.3378340043127537
222,10.416388564999579,False,unavailable,365,,,insufficient_pairs,0.2810000441968441
223,10.463556597000206,True,paired,407,64.75,60.0,consistent,0.34979102201759815
224,10.511147250999784,True,paired,406,65.0,60.5,consistent,0.35779201425611973
225,10.56136984099976,True,paired,405,65.0,60.75,consistent,0.3512499388307333
226,10.60570403299971,True,paired,405,64.75,60.75,consistent,0.3075420390814543
227,10.652891805000763,True,paired,405,64.5,60.75,consistent,0.35020802170038223
228,10.699701843001094,True,paired,405,64.75,60.75,consistent,0.31983305234462023
229,10.747066760999587,True,paired,402,63.0,61.25,consistent,0.3432090161368251
230,10.794146776001071,True,paired,404,65.08333333333333,61.25,consistent,0.33299997448921204
231,10.84070752200023,True,paired,403,65.75,61.75,consistent,0.3402919974178076
232,10.887813592000384,True,paired,402,66.0,62.25,consistent,0.3563330974429846
233,10.934773331000542,True,paired,401,66.375,62.75,consistent,0.3612920409068465
234,10.98198971400052,True,paired,401,66.875,63.0,consistent,0.3406660398468375
235,11.029548868000347,True,paired,401,66.125,62.75,consistent,0.3832499496638775
236,11.076270723000562,True,paired,399,65.625,63.0,consistent,0.36970898509025574
237,11.123405348000233,True,paired,400,66.83333333333333,63.25,consistent,0.3326250007376075
238,11.170536658000856,True,paired,400,66.66666666666667,63.25,consistent,0.35799993202090263
239,11.219369252999968,True,paired,399,66.58333333333333,63.5,consistent,0.3392499638721347
240,11.26538284200069,True,paired,400,66.58333333333333,63.25,consistent,0.3272920148447156
241,11.31256163299986,True,paired,402,68.0,63.0,consistent,0.3899999428540468
242,11.359623389000262,True,paired,400,68.0,63.5,consistent,0.34508295357227325
243,11.406281374000173,True,paired,398,67.75,66.0,consistent,0.33729197457432747
244,11.453385703000095,True,paired,395,67.5,66.25,consistent,0.4226659657433629
245,11.500630086000456,True,paired,396,67.25,66.0,consistent,0.3437079722061753
246,11.548083816000144,True,paired,397,67.25,65.75,consistent,0.37595804315060377
247,11.594713876000242,True,paired,399,67.0,65.25,consistent,0.33629091922193766
248,11.642056683000192,True,paired,396,67.0,65.75,consistent,0.3599999472498894
249,11.688921885999662,False,unavailable,365,,,insufficient_pairs,0.314916018396616
250,11.735862978001023,False,unavailable,365,,,insufficient_pairs,0.29975001234561205
251,11.782868124000743,False,unavailable,365,,,insufficient_pairs,0.31545793171972036
252,11.830008971001007,False,unavailable,365,,,insufficient_pairs,0.28854096308350563
253,11.878927490999558,False,unavailable,365,,,insufficient_pairs,0.28533395379781723
254,11.924990616000287,False,unavailable,365,67.0,,consistent,0.3215000033378601
255,11.973188592999577,True,paired,398,66.75,64.0,consistent,0.341000035405159
256,12.018442380000124,True,paired,397,66.25,64.0,consistent,0.3304580459371209
257,12.06537865700011,True,paired,398,67.0,64.0,consistent,0.3273750189691782
258,12.11295810699994,True,paired,399,66.5,63.5,consistent,0.34220796078443527
259,12.159801108000465,True,paired,398,66.75,63.75,consistent,0.3237499622628093
260,12.206787106000775,True,paired,399,67.375,63.75,consistent,0.38649991620332
261,12.254039728999487,True,paired,398,66.375,63.75,consistent,0.3631250001490116
262,12.303737882999485,True,paired,399,67.5,63.75,consistent,0.32595801167190075
263,12.348759712000174,True,paired,399,67.16666666666667,63.5,consistent,0.3655829932540655
264,12.395889392000754,True,paired,399,66.33333333333333,63.25,consistent,0.33249997068196535
265,12.442657968000276,True,paired,399,65.75,63.25,consistent,0.33083301968872547
266,12.490493470000729,True,paired,402,68.0,63.0,consistent,0.3879170399159193
267,12.53718478799965,True,paired,401,67.5,65.25,consistent,0.3340410767123103
268,12.584229729000072,True,paired,400,67.25,65.25,consistent,0.35995792131870985
269,12.63108535900028,False,unavailable,365,,,insufficient_pairs,0.3445420879870653
270,12.67809789400053,True,paired,401,66.25,64.5,consistent,0.3327500307932496
271,12.725359424000999,True,paired,402,66.25,62.25,consistent,0.3475829726085067
272,12.773342590000539,True,paired,400,66.25,63.0,consistent,0.4182499833405018
273,12.820059166000647,True,paired,400,66.25,63.0,consistent,0.31579204369336367
274,12.8665946910005,True,paired,400,66.25,63.0,consistent,0.3227910492569208
275,12.913806980999652,True,paired,401,66.25,62.75,consistent,0.33787498250603676
276,12.961084974000187,True,paired,401,66.25,62.75,consistent,0.3095839638262987
277,13.010013308999987,True,paired,400,66.25,63.0,consistent,0.32400002237409353
278,13.055245356001251,True,paired,400,66.5,63.0,consistent,0.3515420248731971
279,13.102159762000156,True,paired,400,66.5,63.0,consistent,0.34320808481425047
280,13.149798082000416,True,paired,399,66.5,63.25,consistent,0.3624169621616602
281,13.19690017100038,True,paired,398,66.5,63.75,consistent,0.3596249734982848
282,13.243986408000637,True,paired,397,65.5,63.75,consistent,0.34170900471508503
283,13.291430805000346,True,paired,397,68.125,64.5,consistent,0.3522919723764062
284,13.338182900000902,True,paired,397,68.375,64.75,consistent,0.33554097171872854
285,13.38507178799955,True,paired,397,68.125,64.75,consistent,0.33954204991459846
286,13.431845457000236,True,paired,397,68.0,64.75,consistent,0.3779589897021651
287,13.479223243999513,True,paired,397,68.0,64.75,consistent,0.36004092544317245
288,13.52609842899983,True,paired,397,67.75,64.5,consistent,0.36675005685538054
289,13.57407804000104,True,paired,399,70.0,64.5,consistent,0.38641702849417925
290,13.62104418600029,True,paired,399,70.0,64.75,consistent,0.4064999520778656
291,13.668598378000752,True,paired,398,70.0,67.5,consistent,0.40970800910145044
292,13.71544080500098,True,paired,398,69.75,67.25,consistent,0.3749169409275055
293,13.76249139399988,True,paired,397,69.5,67.25,consistent,0.3890000516548753
294,13.808931087000019,True,paired,396,69.5,67.5,consistent,0.34849997609853745
295,13.85602963800011,True,paired,398,69.25,67.0,consistent,0.4153330810368061
296,13.903470610001023,True,paired,398,69.25,67.0,consistent,0.3436249680817127
297,13.950456552000105,True,paired,399,68.75,66.5,consistent,0.3649999853223562
298,13.998334924001028,True,paired,399,68.5,66.25,consistent,0.35941600799560547
299,14.044458733000283,True,paired,398,68.5,66.5,consistent,0.33974996767938137
300,14.091782318000696,True,paired,396,68.5,65.0,consistent,0.354332965798676
301,14.138936313000158,True,paired,397,68.5,64.75,consistent,0.47029205597937107
302,14.185905551999895,True,paired,397,68.0,64.5,consistent,0.3581669880077243
303,14.232826366000154,True,paired,398,67.75,64.25,consistent,0.3523329505696893
304,14.279902158999903,True,paired,398,67.5,64.25,consistent,0.3476670244708657
305,14.327052542999809,True,paired,397,66.75,64.25,consistent,0.3373749786987901
306,14.373836970000411,True,paired,398,67.58333333333333,64.25,consistent,0.3248749999329448
307,14.421385143999942,True,paired,398,68.25,64.25,consistent,0.33670803532004356
308,14.468338234999464,True,paired,398,68.375,64.25,consistent,0.35429198760539293
309,14.517193904001033,True,paired,398,68.375,64.25,consistent,0.352208036929369
310,14.56319649299985,True,paired,399,68.125,64.0,consistent,0.3537921002134681
311,14.611616614000013,True,paired,398,68.0,64.25,consistent,0.3597079776227474
312,14.657403707000412,True,paired,399,67.75,64.0,consistent,0.3957080189138651
313,14.704525406999892,True,paired,398,67.375,64.0,consistent,0.40966609958559275
314,14.751809474000765,True,paired,397,66.625,64.0,consistent,0.41566696017980576
315,14.800416572999893,True,paired,398,67.5,64.0,consistent,0.3730830503627658
316,14.846529401000225,True,paired,399,67.41666666666667,63.75,consistent,0.3790829796344042
317,14.89241145500091,True,paired,398,67.58333333333333,64.0,consistent,0.3674579784274101
318,14.939726095999504,True,paired,400,67.41666666666667,63.5,consistent,0.44733297545462847
319,14.986821537000651,True,paired,401,69.75,63.75,consistent,0.3635840257629752
320,15.033866608000608,True,paired,402,69.0,63.25,consistent,0.3567079547792673
