frame,elapsed_s,capture_wait_ms,vision_and_pwm_ms,track_status,control_status,near_status,far_status,pair_status,near_offset,far_y,far_x,preview_error,steering_pwm,pwm_sent
187,10.971936981999534,39.4747410009586,8.034475999011192,selected,ready,interpolated,direct,consistent,0.059375,0.6,81.75,-0.05312499999999991,354,True
188,11.066333537999526,44.95670400137897,8.52743099858344,selected,ready,direct,direct,consistent,0.04375,0.55,76.0,-0.09687500000000006,358,True
189,11.113794737000717,38.543590999324806,8.832647001327132,selected,ready,direct,direct,consistent,0.0375,0.55,75.5,-0.10312500000000005,358,True
190,11.160515190000297,38.165523001225665,8.468727999570547,selected,ready,direct,direct,consistent,0.01875,0.55,73.75,-0.12656250000000005,360,True
191,11.208161255999585,38.551850000658305,9.008680999613716,selected,ready,direct,direct,consistent,-0.00625,0.55,71.75,-0.15156250000000002,362,True
192,11.302205948000847,44.42869500053348,8.861887999955798,selected,ready,direct,direct,consistent,-0.034375,0.6,73.0,-0.19374999999999987,366,True
193,11.349107285999708,38.13546699893777,8.679223999934038,selected,ready,direct,direct,consistent,-0.046875,0.6,72.75,-0.1781249999999999,364,True
194,11.395844145999945,38.29600200151617,8.353617999091512,selected,unavailable,direct,unavailable,consistent,-0.046875,,,,350,True
195,11.490500326999609,45.351030999881914,8.660612998937722,selected,ready,interpolated,direct,consistent,-0.1,0.55,62.5,-0.27812500000000007,372,True
196,11.584731700999328,45.4528999998729,8.483708999847295,selected,ready,interpolated,direct,consistent,-0.1421875,0.55,60.0,-0.30390625000000004,374,True
197,11.631064455999876,38.46422100104974,7.7819799989811145,selected,ready,interpolated,direct,consistent,-0.1609375,0.6,63.75,-0.28749999999999987,373,True
198,11.678596450999976,39.127525000367314,8.166084999174927,selected,ready,interpolated,direct,consistent,-0.1734375,0.55,57.75,-0.3304687500000001,376,True
199,11.725604990999273,38.84036400086188,8.07921499836084,selected,ready,interpolated,direct,consistent,-0.1859375,0.55,57.25,-0.33359375,377,True
200,11.820358856000894,45.835336999516585,8.444710001640487,selected,ready,interpolated,direct,consistent,-0.2046875,0.55,56.5,-0.33828125000000003,377,True
201,11.86721267699977,38.443203000497306,8.323026999278227,selected,ready,interpolated,direct,consistent,-0.2109375,0.55,55.75,-0.34921875,378,True
202,11.913753799000915,38.580831000217586,7.875941000747844,selected,ready,interpolated,direct,consistent,-0.2140625,0.6,60.0,-0.3218749999999999,376,True
203,11.961332033999497,39.386058000673074,8.107326999379438,selected,ready,interpolated,direct,consistent,-0.2203125,0.6,59.75,-0.31874999999999987,376,True
204,12.05613543400068,45.48591800084978,8.539930000551976,selected,ready,interpolated,direct,consistent,-0.2390625,0.55,55.25,-0.34453125000000007,378,True
205,12.10304199500024,38.276483999652555,8.543948000806267,selected,ready,interpolated,direct,consistent,-0.2296875,0.55,56.0,-0.33515625000000004,377,True
206,12.15015171900086,38.2901690009021,8.734723000088707,selected,ready,direct,direct,consistent,-0.215625,0.55,57.5,-0.3140625,375,True
207,12.197084204999555,38.41622199979611,8.432246999291237,selected,ready,direct,direct,consistent,-0.20625,0.55,59.25,-0.28593750000000007,373,True
208,12.291627536000306,45.011295998847345,8.7620930007688,selected,ready,direct,direct,consistent,-0.190625,0.55,60.0,-0.27968750000000003,372,True
209,12.338730890000079,38.225540998610086,8.790055000645225,selected,ready,direct,direct,consistent,-0.209375,0.55,59.0,-0.2890625,373,True
210,12.38516766199973,38.25833599876205,8.092734000456403,selected,ready,direct,direct,consistent,-0.221875,0.55,57.25,-0.31562500000000004,375,True
211,12.432691748999787,38.871177999681095,8.56929899964598,selected,ready,direct,direct,consistent,-0.23125,0.55,56.5,-0.32500000000000007,376,True
212,12.52686519800045,45.00340800041158,8.558911000363878,selected,ready,direct,direct,consistent,-0.20625,0.55,58.5,-0.30000000000000004,374,True
213,12.57189314199968,38.44672100058233,6.496223999420181,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
214,12.622824783000397,4.12670800142223,6.525574999614037,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
215,12.713594048000232,43.070663001344656,6.7087749994243495,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
216,12.807715609000297,47.01605899936112,6.5977590002148645,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
217,12.903231238000444,47.09166900101991,8.059697000135202,selected,ready,interpolated,direct,consistent,-0.2078125,0.6,60.75,-0.3062499999999999,374,True
218,12.9977490149995,46.165759000359685,8.325007998791989,selected,ready,direct,direct,consistent,-0.190625,0.55,59.25,-0.29375000000000007,374,True
219,13.04491908899945,38.78425400034757,8.297951999338693,selected,ready,direct,direct,consistent,-0.184375,0.55,60.25,-0.27812500000000007,372,True
220,13.09267106200059,39.53242599891382,8.134789000905585,selected,ready,direct,direct,consistent,-0.178125,0.55,60.75,-0.27187500000000003,372,True
221,13.139012132000062,38.167560000147205,8.086419000392198,selected,ready,direct,direct,consistent,-0.171875,0.55,60.5,-0.2796875,372,True
222,13.233319577999282,45.7561170005647,7.975216998602264,selected,ready,direct,direct,consistent,-0.1875,0.55,60.25,-0.27656250000000004,372,True
223,13.280473709000944,38.85199199976341,8.215177000238327,selected,ready,direct,direct,consistent,-0.184375,0.55,59.75,-0.2875,373,True
224,13.327581561999978,38.79053099990415,8.232472000599955,selected,ready,direct,direct,consistent,-0.190625,0.55,59.25,-0.29375000000000007,374,True
225,13.378015730000698,40.298968999195495,10.048219000964309,selected,ready,direct,direct,consistent,-0.196875,0.55,58.75,-0.30000000000000004,374,True
226,13.476584234000256,18.405484999675537,13.665270000274177,selected,ready,direct,direct,consistent,-0.196875,0.55,58.25,-0.30937499999999996,375,True
227,13.51593066299938,31.10777199981385,8.133084998917184,selected,ready,direct,direct,consistent,-0.196875,0.55,58.25,-0.30937499999999996,375,True
228,13.564837818999877,40.53835299964703,8.283081999252317,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
229,13.610359218000667,37.16165100013313,8.275490001324215,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
230,13.660131804999764,1.2671630011027446,8.458209998934763,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
231,13.704732034000699,36.168963999443804,8.345119000296108,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
232,13.751574724999955,38.469090999569744,8.289953000712558,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
233,13.799036517000786,39.04606300056912,8.179140000720508,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
234,13.846071797999684,38.42501799954334,8.524801000021398,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
235,13.940505724000104,45.64737800137664,8.593521999500808,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
236,13.987360822000483,38.34135300166963,8.428098999502254,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
237,14.035978223999336,40.05856500043592,8.475856999211828,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
238,14.081572787999903,37.12467100012873,8.384228000068106,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
239,14.175693737999609,45.7446179989347,8.347007000338635,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
240,14.222824017000676,38.75592000076722,8.287804999781656,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
241,14.270015813999635,38.67686600096931,8.431135998762329,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
242,14.31714699999975,38.61749700081418,8.42891299907933,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
243,14.411517518999972,45.80113499832805,8.545078000679496,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
244,14.458543856000688,38.410704000853,8.529523000106565,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
245,14.5056135800005,38.58092300106364,8.406431999901542,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
246,14.552838375999272,38.651865999781876,8.490578999044374,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
247,14.646935085000223,45.705877000727924,8.420449999903212,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
248,14.695346565000364,39.96556699894427,8.359581001059269,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
249,14.741192477000368,37.37001699846587,8.391581000978476,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
250,14.788236923999648,38.6076270006015,8.353728999281884,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
251,14.882492983000702,45.301457999812555,8.414896001340821,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
252,14.929964293000012,38.926158000322175,8.459691000098246,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
253,14.976758078000785,38.3632419998321,8.346063001226867,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
254,15.023887153000032,38.64603399961197,8.397395000429242,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
255,15.118296078999265,45.67498899996281,8.599520999268861,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
256,15.165154622000045,38.39348200017412,8.379822000279091,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
257,15.21224125399931,38.6851809998916,8.31782299974293,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
258,15.259477789999437,38.774826998633216,8.376488000067184,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
259,15.309298394000507,0.8938179998949636,8.564911000576103,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
260,15.353818846999275,35.91817199958314,8.516633999533951,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
261,15.401106253000762,38.51531400141539,8.687000999998418,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
262,15.447953906999828,38.40950099947804,8.353598999747192,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
263,15.495286090999798,38.804159999926924,8.442877000561566,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
264,15.545201638000435,1.2529409996204777,8.555227001124877,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
265,15.589117674999216,35.561493001296185,8.268341998700635,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
266,15.636398136000935,38.85951099982776,8.334896001542802,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
267,15.683394491999934,38.53920199981076,8.37252599922067,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
268,15.730649897999683,38.615589000983164,8.531244999176124,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
269,15.780240690999563,1.230108999152435,8.41176500034635,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
270,15.824969233000957,36.157557000478846,8.484764000968426,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
271,15.871901627000625,38.233003000641475,8.437136000793544,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
272,15.919105922999734,38.63851500136661,8.480467999106622,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
273,15.966231369000525,38.60753399931127,8.434395000222139,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
274,16.01590453099925,1.1983500007772818,8.524818998921546,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
275,16.060720756999217,36.31616500024393,8.414413998252712,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
276,16.107595503000994,38.351761000740225,8.43841300047643,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
277,16.15469531999952,38.57373800019559,8.441505999144283,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
278,16.201860708999448,38.635236998743494,8.44635700013896,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
279,16.251549463999254,1.1983130007138243,8.633465999082546,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
280,16.296034917000725,35.97661599997082,8.421339000051375,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
281,16.343168085000798,38.59825699873909,8.450820001598913,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
282,16.390339771000072,38.524887000676244,8.562799999708659,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
283,16.437477624000167,38.5372759992606,8.517616000972339,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
284,16.531584943999405,45.20895999849017,8.522744999936549,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
285,16.578808776999722,38.603885999691556,8.532263000233797,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
286,16.626299161000134,38.88141900097253,8.524299999407958,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
287,16.672936614999344,38.12261600069178,8.428875999015872,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
288,16.767347893000988,45.89215200030594,8.548837000489584,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
289,16.81414765900081,38.206355000511394,8.508263999829069,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
290,16.861584452000898,38.810882999314344,8.540930000890512,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
291,16.908372940000845,38.11063499961165,8.409265001319,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
292,17.0028084580008,45.885855999586056,8.487967001201469,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
293,17.04988925699945,38.485777000460075,8.510485999067896,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
294,17.09706079500029,38.589866999245714,8.497524000631529,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
295,17.14400848399964,38.47742499965534,8.385487999476027,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
296,17.238449779999428,45.85604200110538,8.542873998521827,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
297,17.285450302000754,38.417223000578815,8.498949000568246,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
298,17.33361487900038,39.52140799992776,8.557577999454224,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
299,17.379714026999864,37.64118000071903,8.374580998861347,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
300,17.474079157000233,45.88450399933208,8.553911000490189,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
301,17.52104782800052,38.422648000050685,8.46163499954855,selected,ready,direct,direct,consistent,-0.203125,0.55,58.25,-0.30625,374,True
302,17.568187180999303,38.640200000372715,8.411913999225362,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
303,17.615132685999924,38.47153599963349,8.388710999497562,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
304,17.709664665000673,46.05018600159383,8.577669999795035,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
305,17.756847665999885,38.64251500090177,8.45587599906139,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
306,17.803869594999924,38.41988900057913,8.517874999597552,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
307,17.85086831999979,38.39388900087215,8.519744998920942,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
308,17.945653573000527,46.28210800001398,8.561411001210217,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
309,17.992135160000544,37.967322999975295,8.273768000435666,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
310,18.039204347000123,38.471740001114085,8.510744999512099,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
311,18.08636149599988,38.516017000802094,8.55779999983497,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
312,18.180721570999594,45.542714000475826,8.483096999043482,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
313,18.22763157600093,38.43757399954484,8.385673001612304,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
314,18.274903278999773,38.70055100014724,8.48672699976305,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
315,18.322324831000515,38.773437998315785,8.563041001252714,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
316,18.416293598000266,45.55743600030837,8.477153000058024,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
317,18.46337582200067,38.54035000040312,8.455967999907443,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
318,18.517664388000412,40.54944600102317,13.630880999699002,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
319,18.564825722000023,33.35630800029321,13.68358400031866,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
320,18.659219667000798,20.038884998939466,12.437512001270079,selected,ready,direct,direct,consistent,-0.203125,0.55,58.0,-0.3109375000000001,375,True
321,18.70045447099983,32.72998500142421,8.38902499890537,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
322,18.74605340599919,37.016059999587014,8.49828299942601,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
323,18.793205370000578,38.61205199973483,8.453802000076394,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
324,18.887561000999995,45.90918800022337,8.448950999081717,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
325,18.934416136000436,38.37053799907153,8.398247000513948,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
326,18.98168017200078,38.7126800014812,8.466041999781737,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
327,19.028651213000558,38.34481599915307,8.354137000424089,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
328,19.122851680000167,45.75333899992984,8.386007000808604,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
329,19.17003408799974,38.6693849995936,8.428172999629169,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
330,19.217266865000056,38.68642100133002,8.461412999167806,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
331,19.265747973000543,39.960623000297346,8.434856999883777,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
332,19.358606944000712,44.42819499854522,8.548208001229796,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
333,19.405541967000318,38.46248099944205,8.38902500072436,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
334,19.45287200200073,38.8726780001889,8.373562000997481,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
335,19.499936356000035,38.554331000341335,8.42563500009419,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
336,19.59412265699939,45.66323000108241,8.451931998934015,selected,ready,direct,direct,consistent,-0.203125,0.55,58.0,-0.3109375000000001,375,True
337,19.64116875199943,38.57436700127437,8.385858998735785,selected,ready,direct,direct,consistent,-0.203125,0.55,58.0,-0.3109375000000001,375,True
338,19.68847673200071,38.67266199995356,8.551949000320747,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
339,19.735401144000207,38.38379700027872,8.453746000668616,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
340,19.829803626000285,45.98665100093058,8.476893999613822,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
341,19.8768016289996,38.458517999970354,8.455745999526698,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
342,19.92383805800091,38.51062800094951,8.43933900068805,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
343,19.97105166899928,38.62394099996891,8.505244999469141,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
344,20.06539061500007,45.819171999028185,8.53361500048777,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
345,20.112339916000565,38.34376099985093,8.368173999770079,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
346,20.159505935000197,38.525645999470726,8.5547079997923,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
347,20.206572918999882,38.599682000494795,8.382154999708291,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
348,20.301102786999763,46.04070499954105,8.597613999882014,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
349,20.347871739000766,38.25479999977688,8.429950001300313,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
350,20.3948956309996,38.50096200039843,8.43591299963009,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
351,20.44198296600007,38.69545799898333,8.307415000672336,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
352,20.536405410999578,45.92705899995053,8.411061999140657,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
353,20.584614097999292,39.723312000205624,8.399024998652749,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
354,20.630794021999463,37.57605099963257,8.51570799932233,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
355,20.67772095300097,38.36596399924019,8.476894001432811,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
356,20.772130694000225,45.98205799993593,8.592725000198698,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
357,20.819119789999604,38.47933199904219,8.423358000072767,selected,ready,direct,direct,consistent,-0.2,0.55,58.0,-0.31250000000000006,375,True
358,20.86611257200093,38.50748000149906,8.400321999943117,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
359,20.913264516999334,38.65258900077606,8.414857999014203,selected,ready,direct,direct,consistent,-0.2,0.55,58.25,-0.3078125,375,True
360,21.007665851000638,45.83498600004532,8.536986000763136,selected,ready,direct,direct,consistent,-0.203125,0.55,58.0,-0.3109375000000001,375,True
361,21.054667316999257,38.40453700104263,8.510300998750608,selected,ready,direct,direct,consistent,-0.20625,0.55,57.75,-0.3140625,375,True
362,21.105394017000435,42.03462500117894,8.60655799988308,selected,ready,direct,direct,consistent,-0.203125,0.55,57.75,-0.31562500000000004,375,True
363,21.148713915999906,34.85639400059881,8.190620999812381,selected,ready,direct,direct,consistent,-0.196875,0.55,58.25,-0.30937499999999996,375,True
364,21.24311830499937,45.42962199957401,8.509264000167605,selected,ready,direct,direct,consistent,-0.203125,0.55,58.0,-0.3109375000000001,375,True
365,21.29013029000089,38.7020139987726,8.22475000131817,selected,ready,direct,direct,consistent,-0.196875,0.55,59.0,-0.29531250000000003,374,True
366,21.337129978999656,38.74116099905223,8.172918000127538,selected,ready,direct,direct,consistent,-0.18125,0.55,60.5,-0.275,372,True
367,21.38426325799992,38.85480700046173,8.196139999199659,selected,ready,direct,direct,consistent,-0.175,0.55,61.25,-0.26406250000000003,371,True
368,21.478108618999613,45.5727320004371,7.8756629991403315,selected,ready,direct,direct,consistent,-0.165625,0.55,62.25,-0.25,370,True
369,21.52370475799944,39.14439599975594,6.365503999404609,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
370,21.5749517080003,5.058544000348775,6.487816999651841,uncertain,unavailable,unavailable,unavailable,insufficient_pairs,,,,,350,True
371,21.667260965999958,43.98742500052322,8.547281999199186,selected,ready,interpolated,direct,consistent,-0.1390625,0.55,63.5,-0.23984375,369,True
372,21.76176235300045,46.070704000158,8.779814999797964,selected,ready,direct,direct,consistent,-0.128125,0.55,62.5,-0.26406250000000003,371,True
373,21.808803874999285,38.22852200028137,8.725871999558876,selected,ready,direct,direct,consistent,-0.1375,0.55,60.5,-0.296875,374,True
374,21.855268646000695,38.31902099955187,8.062382001298829,selected,ready,direct,direct,consistent,-0.153125,0.6,63.75,-0.30312499999999987,374,True
375,21.904217135999716,40.00880700004927,8.852703000229667,selected,ready,direct,direct,consistent,-0.1625,0.55,56.5,-0.35937500000000006,379,True
376,21.996713835000264,44.7515600008046,8.097863999864785,selected,ready,interpolated,direct,consistent,-0.15625,0.55,57.75,-0.33906250000000004,377,True
377,22.04727925900079,42.22036200008006,8.256731000074069,selected,ready,direct,direct,consistent,-0.121875,0.6,66.25,-0.27187499999999987,372,True
378,22.09091670899943,35.43312500005413,8.119177999105887,selected,ready,direct,direct,consistent,-0.103125,0.55,64.0,-0.24843750000000006,370,True
379,22.137788973999704,38.894084998901235,7.892886000263388,selected,ready,direct,direct,consistent,-0.08125,0.55,65.25,-0.23593750000000008,369,True
380,22.232129789999817,45.1877190007508,7.855015999666648,selected,ready,direct,direct,consistent,-0.065625,0.55,67.25,-0.20625,366,True
381,22.279278291000082,39.428428000974236,7.633778999661445,selected,ready,direct,direct,consistent,-0.065625,0.55,67.0,-0.21093750000000006,367,True
382,22.326395903000957,39.12946899981762,7.90373700147029,selected,ready,direct,direct,consistent,-0.0625,0.55,67.75,-0.19843750000000004,366,True
383,22.37368505000086,38.98517500056187,8.2176209998579,selected,ready,direct,direct,consistent,-0.0625,0.55,68.25,-0.18906250000000002,365,True
384,22.467667372000506,46.05281600015587,7.854719000533805,selected,ready,direct,direct,consistent,-0.053125,0.6,73.25,-0.14687499999999995,362,True
385,22.51858934700067,43.11353200137091,7.723202999841305,selected,ready,direct,direct,consistent,-0.04375,0.6,74.0,-0.13749999999999993,361,True
386,22.561662046000492,35.2368320000096,7.752257999527501,selected,ready,direct,direct,consistent,-0.0375,0.6,74.25,-0.14062499999999992,361,True
387,22.60868823400051,39.392890999806696,7.548206000137725,selected,ready,direct,direct,consistent,-0.040625,0.6,74.0,-0.1437499999999999,362,True
388,22.702915662999658,45.908613999927184,7.390004999251687,selected,ready,direct,direct,consistent,-0.034375,0.6,74.25,-0.1468749999999999,362,True
389,22.74976781800069,39.360631999443285,7.404968000628287,selected,ready,direct,direct,consistent,-0.034375,0.6,74.25,-0.1468749999999999,362,True
390,22.796865670999978,39.67616399859253,7.336876000408665,selected,ready,direct,direct,consistent,-0.040625,0.6,74.0,-0.1437499999999999,362,True
391,22.84460358800061,39.987713998925756,7.665426001040032,selected,ready,direct,direct,consistent,-0.046875,0.6,73.75,-0.14062499999999994,361,True
