frame,elapsed_s,capture_wait_ms,vision_and_pwm_ms,track_status,control_status,near_status,far_status,pair_status,near_offset,far_y,far_x,preview_error,steering_pwm,pwm_sent
39,2.302268109999204,38.927399000385776,7.9512369993608445,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
40,2.34942312900057,39.09632199975022,7.973088000653661,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
41,2.3960340459998406,38.9117319991783,7.613779000166687,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
42,2.4905777290005062,46.75721099920338,7.704092000494711,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
43,2.537951485999656,39.27154099983454,8.017439000468585,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
44,2.5846353100005217,38.98038000079396,7.619019999765442,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
45,2.6320316580004146,39.408335000189254,7.902421999460785,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
46,2.728748527000789,48.82332399938605,8.005384001080529,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
47,2.773485031000746,36.61925300002622,8.03104900114704,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
48,2.8205428670007677,39.0180459999101,7.955995000884286,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
49,2.867474112999844,39.177672000732855,7.664037999347784,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
50,2.970589354999902,48.97776700090617,14.219222999599879,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
51,3.0179535930001293,32.966758000839036,14.261259999329923,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
52,3.0654215140002634,33.11066300011589,14.219611999578774,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
53,3.1112905370009685,32.15695800099638,13.575678000051994,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
54,3.2005553279996093,21.694744998967508,8.04355000036594,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
55,3.2446806019997894,35.84374700039916,8.007458000065526,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
56,3.291326463000587,38.947398999880534,7.611574999828008,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
57,3.338847753999289,39.462259999709204,7.97434699961741,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
58,3.4327397069992003,46.37164300038421,7.687073999477434,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
59,3.4801863140000933,39.448389999961364,7.910070000434644,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
60,3.5273567599997477,39.08978600156843,7.992179998836946,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
61,3.5744234470002993,38.97389799931261,8.006772000953788,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
62,3.6687625970007502,46.567473000322934,8.041106000746367,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
63,3.715680842000438,38.85801100113895,7.97449499987124,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
64,3.7629582850004226,39.10433999953966,8.087993001026916,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
65,3.8096978119992855,38.904659000763786,7.7504059991042595,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
66,3.904207588000645,46.716267001102096,7.981810000273981,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
67,3.9514121989996056,39.05345299972396,8.063733999733813,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
68,3.998041430999365,38.8484930008417,7.6708889992005425,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
69,4.045550704000561,39.411002000633744,8.013308999579749,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
70,4.1395554520004225,46.69600899978832,7.7245920001587365,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
71,4.18713996400038,39.48411200144619,8.014049999474082,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
72,4.234653903000435,39.46357499989972,7.965087999764364,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
73,4.281106045000342,38.24224399977538,7.9751610010134755,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
74,4.3748997040002,46.21640499863133,7.702815000811825,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
75,4.422381587999553,39.430409000488,7.965364999108715,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
76,4.469548367000243,39.12924699943687,7.952347999889753,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
77,4.516581498999585,39.00169400003506,7.947680000143009,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
78,4.610601690999829,46.649471998534864,7.735666000371566,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.25,0.0723958333333333,347,True
79,4.657796302000861,39.40924299968174,7.698740000705584,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
80,4.705180299000858,39.31776299941703,7.982513001479674,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
81,4.752507797000362,39.28656000061892,7.9576429998269305,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
82,4.846836705999522,46.169666000423604,8.199138999771094,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
83,4.893316256000617,38.71069900014845,7.680241000343813,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
84,4.940367851000701,39.35111399914604,7.615149001139798,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
85,4.98796664099973,39.54862900172884,7.964884998727939,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
86,5.083574250000311,47.67415900096239,8.067770999332424,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.25,0.0723958333333333,347,True
87,5.129263701999662,37.60055099883175,8.001606000107131,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
88,5.175965914000699,39.041656000335934,7.575391000500531,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
89,5.223324282000249,39.28750399973069,7.985051001014654,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
90,5.317680968000786,46.758378000959055,7.795887000611401,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
91,5.3648471720007365,38.9237690014852,8.00377199993818,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
92,5.411551625000357,38.984619999610004,7.634371000676765,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
93,5.459014010000828,39.42918699976872,7.945459001348354,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
94,5.554411529999925,47.52847599957022,8.094826000160538,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
95,5.600286831000631,37.850602999242255,7.93818100100907,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
96,5.647376869999789,39.01476799910597,7.987439999851631,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
97,5.694147025000348,39.03678599999694,7.626779000929673,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
98,5.788407804999224,46.80900699895574,7.635203999598161,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
99,5.836135036999622,39.657035000345786,7.9829389997030376,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
100,5.882958451000377,39.09165599907283,7.642815000508563,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
101,5.930084379000618,39.03139700014435,8.007884000107879,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
102,6.024501637999492,46.36482900059491,8.076307998635457,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
103,6.0714644199997565,38.90054799921927,7.974606000061613,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
104,6.118190391000098,38.9946939994843,7.644019000508706,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
105,6.165678608000235,39.42979800012836,7.972901999892201,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
106,6.260015683999882,46.45503100073256,8.059030998992966,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
107,6.3070719269999245,38.95571300017764,8.013308999579749,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
108,6.353741991999414,38.96719499971368,7.616463999511325,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
109,6.400915270000041,39.258411999981035,7.646092999493703,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
110,6.495347918000334,46.93359800148755,7.716313999480917,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
111,6.542736618999697,39.32041099869821,7.981847000337439,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
112,6.589780231999612,38.929268999709166,8.028919999560458,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
113,6.636960326000917,39.06741500031785,8.026661000258173,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
114,6.731262661000073,46.22879400085367,8.087567999609746,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
115,6.777904373999263,38.87093699995603,7.6824439984193305,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
116,6.82548379400032,39.42885299875343,8.065068001087639,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
117,6.873890885000947,40.29869000078179,8.023847000004025,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
118,6.968232441000509,46.80322899912426,7.702259001234779,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
119,7.013673748999281,37.65680899959989,7.699073999901884,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
120,7.06105006100006,39.30717100047332,7.984754000062821,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
121,7.108072712000649,39.01947099984682,7.918922001408646,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
122,7.202172125000288,46.58297300011327,7.744980999632389,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
123,7.249106556000697,39.161320999482996,7.686389000809868,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
124,7.296558236999772,39.40326100018865,7.9622550001658965,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
125,7.343315374000667,39.04185999999754,7.628186000147252,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
126,7.440177832999325,48.865787000977434,8.009698998648673,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
127,7.486073854999631,37.55271900081425,8.073696999417734,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
128,7.531851379000727,38.05465499863203,7.636797001396189,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
129,7.579428483999436,39.528629000415094,7.961847999467864,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
130,7.673158179999518,46.13696200067352,7.679573998757405,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
131,7.720254792999185,39.39011299917183,7.621370999913779,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
132,7.767676105000646,39.3830019984307,7.952163001391455,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
133,7.814912011999695,39.12363599920354,8.027142999708303,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
134,7.912158556000577,49.433648000558605,7.978198000273551,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
135,7.955949409999448,36.06622499864898,7.636981999894488,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
136,8.00288124799954,39.26631899958011,7.5793159994645976,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
137,8.050467298000513,39.51088900066679,7.991235999725177,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
138,8.144765873999859,46.73319300127332,7.949180999275995,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
139,8.201285790999464,42.29034300078638,14.141353998638806,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
140,8.246976335,31.97060900129145,13.580622999143088,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
141,8.294588606000616,33.30338299929281,14.173724001011578,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
142,8.38610657999925,8.150399000442121,7.69883299835783,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
143,8.427264015999754,33.116255999630084,7.955662000313168,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
144,8.474023726999803,39.00961900035327,7.662870999411098,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
145,8.521414576000097,39.177524000479025,7.969439999214956,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
146,8.615376694999213,46.55695599831233,7.642907999979798,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
147,8.66250019600011,39.33783600041352,7.672592999369954,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
148,8.709985080000479,39.390891999573796,8.007716000065557,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
149,8.757000601999607,38.95432399986021,7.975235999765573,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
150,8.806102607000867,1.1853140003950102,8.142714001223794,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
151,8.852639785000065,38.502905999848736,7.949921000545146,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.25,0.0723958333333333,347,True
152,8.898468733999835,37.664974999643164,8.078012000623858,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
153,8.945469718999448,38.94686199964781,7.967716999701224,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
154,8.992599794999478,39.079711999875144,7.963735999510391,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
155,9.086978629000441,45.80909700052871,8.095679000689415,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
156,9.133574695000789,38.87914000006276,7.630224001331953,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
157,9.180663437000476,39.36589200020535,7.638278000740684,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
158,9.227814178999324,39.474741999583784,7.589889999508159,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
159,9.324210720000337,48.999635999280144,7.728296001005219,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
160,9.369250404000923,37.23731699938071,7.714295001278515,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
161,9.416733936999663,39.41485399991507,7.985791000464815,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
162,9.463868605000243,39.05484099959722,7.992773000296438,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
163,9.55823490200055,46.54469700108166,8.085196999672917,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
164,9.604726450999806,38.63123799965251,7.600463999551721,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,86.75,0.0630208333333333,347,True
165,9.652297704000375,39.559165999889956,7.925255000372999,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
166,9.699422854000659,38.95286099941586,8.085031000518939,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.0,0.06770833333333329,347,True
167,9.796565622000344,49.35140900124679,8.05238199973246,selected,ready,interpolated,direct,consistent,0.12708333333333338,0.55,87.25,0.0723958333333333,347,True
168,9.840884449000441,36.24483400017198,7.986513001014828,selected,ready,interpolated,direct,consistent,0.134375,0.55,87.5,0.07343749999999999,347,True
169,9.887840916000641,38.92847300085123,7.943235999846365,selected,ready,interpolated,direct,consistent,0.1322916666666666,0.55,87.5,0.07447916666666668,347,True
170,9.935474668000097,39.62159100046847,7.924366000224836,selected,ready,interpolated,direct,consistent,0.13125,0.55,87.5,0.07499999999999998,347,True
171,10.02923158699923,45.29951400036225,8.008512999367667,selected,ready,interpolated,direct,consistent,0.13125,0.55,87.25,0.07031249999999999,347,True
172,10.076617806000286,39.34557699903962,7.954921000418835,selected,ready,interpolated,direct,consistent,0.1333333333333334,0.55,87.75,0.0786458333333333,347,True
173,10.123715382000228,39.09782200025802,7.912921999377431,selected,ready,interpolated,direct,consistent,0.1333333333333334,0.55,87.25,0.0692708333333333,347,True
174,10.170501945000069,38.73773600025743,7.961440000144648,selected,ready,interpolated,direct,consistent,0.1333333333333334,0.55,87.5,0.07395833333333329,347,True
175,10.268183964000855,50.03263700018579,7.945200000904151,selected,ready,interpolated,direct,consistent,0.1333333333333334,0.55,87.5,0.07395833333333329,347,True
176,10.311735933000818,35.53195599852188,7.931126001494704,selected,ready,interpolated,direct,consistent,0.13125,0.55,87.5,0.07499999999999998,347,True
177,10.358810416000779,39.10254400034319,7.884570000896929,selected,ready,interpolated,direct,consistent,0.1291666666666666,0.55,87.5,0.07604166666666669,347,True
178,10.406192783999359,39.34694700001273,7.950810999318492,selected,ready,interpolated,direct,consistent,0.1291666666666666,0.55,87.25,0.07135416666666669,347,True
179,10.500477805000628,46.252850001110346,8.112956000331906,selected,ready,interpolated,direct,consistent,0.125,0.55,86.75,0.0640625,347,True
180,10.547420049999346,38.82062299999234,8.034271999349585,selected,ready,interpolated,direct,consistent,0.125,0.55,86.75,0.0640625,347,True
181,10.59482469499926,39.012657000057516,8.283915998617886,selected,ready,interpolated,direct,consistent,0.1229166666666666,0.55,86.5,0.06041666666666669,348,True
182,10.641734737000661,38.53101699860417,8.10991900107183,selected,ready,interpolated,direct,consistent,0.11666666666666661,0.55,86.25,0.05885416666666668,348,True
183,10.737076146999243,46.86441299963917,8.54050399902917,selected,ready,direct,direct,consistent,0.103125,0.55,82.0,-0.014062500000000033,351,True
184,10.830435534999197,44.7814670005755,8.138343999235076,selected,ready,direct,direct,consistent,0.075,0.6,81.75,-0.08437499999999988,357,True
185,10.87707423000029,38.79505000077188,7.758517000183929,selected,ready,interpolated,direct,consistent,0.0578125,0.6,81.25,-0.06874999999999991,356,True
186,10.9243440070004,39.37203900022723,7.810942999640247,selected,ready,interpolated,direct,consistent,0.0609375,0.6,82.0,-0.04687499999999991,354,True
