image,track_status,height_ratio,white_x,yellow_x,center_x
162_cam_image_array_.jpg,selected,0.7,114.0,19.5,66.75
162_cam_image_array_.jpg,selected,0.65,105.0,23.0,64.0
162_cam_image_array_.jpg,selected,0.6,98.0,24.5,61.25
162_cam_image_array_.jpg,selected,0.55,89.0,25.5,57.25
1650_cam_image_array_.jpg,selected,0.9,150.0,23.0,86.5
1650_cam_image_array_.jpg,selected,0.85,149.0,25.5,87.25
1650_cam_image_array_.jpg,selected,0.8,143.5,30.0,86.75
1650_cam_image_array_.jpg,selected,0.75,138.0,33.0,85.5
1650_cam_image_array_.jpg,selected,0.7,132.0,,
1650_cam_image_array_.jpg,selected,0.65,125.5,47.0,86.25
1650_cam_image_array_.jpg,selected,0.6,119.0,50.0,84.5
1650_cam_image_array_.jpg,selected,0.55,113.5,,
1736_cam_image_array_.jpg,selected,0.9,156.5,23.0,89.75
