frame,elapsed_s,capture_wait_ms,processing_ms,track_status,target_status,offset,steering_pwm,throttle_pwm
76,3.6134169360011583,35.186421000616974,11.480656999992789,selected,direct,0.028125,349,370
77,3.6607861500015133,35.74231899983715,11.550100000022212,selected,direct,0.028125,349,370
78,3.7073893590004445,35.04249700017681,11.48439799908374,selected,direct,0.028125,349,370
79,3.7576618200000667,38.72312100065756,11.477359999844339,selected,direct,0.028125,349,370
80,3.8020672330003435,32.90034800011199,11.432416999014094,selected,direct,0.028125,349,370
81,3.8492731540009117,35.65557900037675,11.47691699952702,selected,direct,0.028125,349,370
82,3.8962789670003986,35.49819299951196,11.435362001066096,selected,direct,0.025,349,370
83,3.943438906000665,35.6430800002272,11.44497299901559,selected,direct,0.028125,349,370
84,3.993097545000637,37.127036001038505,12.460973999623093,selected,direct,0.028125,349,370
85,4.039220243001182,33.61150399905455,12.432695999450516,selected,direct,0.028125,349,370
86,4.085397718001332,34.64330099996005,11.457582999355509,selected,direct,0.025,349,370
87,4.131778319000659,34.88642699994671,11.42262000030314,selected,direct,0.028125,349,370
88,4.179305420000674,35.91264900023816,11.542451999048353,selected,direct,0.028125,349,370
89,4.232538516000204,15.388330999485333,11.604802999499952,selected,direct,0.025,349,370
90,4.273508561000199,28.947007998795016,11.794744001235813,selected,direct,0.025,349,370
91,4.317888104000303,34.40337800020643,9.900703000312205,selected,direct,0.028125,349,370
92,4.364853880000737,37.050371000077575,9.851591999904485,selected,direct,0.028125,349,370
93,4.415919697999925,38.47729100016295,12.523379999038298,selected,direct,0.028125,349,370
94,4.463001991000056,34.59396799917158,12.40614100061066,selected,direct,0.028125,349,370
95,4.508726197000215,34.23510399989027,11.411973000576836,selected,direct,0.028125,349,370
96,4.555882229000417,35.68741299932299,11.397899001167389,selected,direct,0.028125,349,370
97,4.605787141001201,37.38034700108983,12.452695998945273,selected,direct,0.025,349,370
98,4.651478495001356,33.21047299868951,12.402771000779467,selected,direct,0.028125,349,370
99,4.698287644001539,35.24306800136401,11.48717499927443,selected,direct,0.025,349,370
100,4.744419528000435,34.6650409992435,11.398103000828996,selected,direct,0.028125,349,370
101,4.791377249001016,35.46043499954976,11.426843000663212,selected,direct,0.028125,349,370
102,4.838563744000567,35.66657900046266,11.445972999354126,selected,direct,0.025,349,370
103,4.885882644000958,35.5642300000909,11.684339000566979,selected,direct,0.028125,349,370
104,4.932737237000765,35.36876900034258,11.415454999223584,selected,direct,0.025,349,370
105,4.979675403001238,35.436823998679756,11.430417000156012,selected,direct,0.025,349,370
106,5.0285495550015185,36.29403199920489,12.507806000940036,selected,direct,0.025,349,370
107,5.075496036000914,34.390231001452776,12.477770000259625,selected,direct,0.028125,349,370
108,5.12370499500139,36.694766000437085,11.435620001066127,selected,direct,0.028125,349,370
109,5.172772865000297,37.521788999583805,11.47408299948438,selected,direct,0.028125,349,370
110,5.215306142999907,30.979122000644566,11.479712000436848,selected,direct,0.028125,349,370
111,5.262620821000382,9.34880500062718,11.52441500016721,selected,direct,0.025,349,370
112,5.309497025000383,35.375139999814564,11.432213001171476,selected,direct,0.025,349,370
113,5.354049769000994,34.65818900076556,9.831592000409728,selected,direct,0.028125,349,370
114,5.401224819001072,37.20531199905963,9.907073001159006,selected,direct,0.025,349,370
115,5.4524448760003,38.61882600176614,12.539138999272836,selected,direct,0.025,349,370
116,5.499510854000619,34.51859899905685,12.468492001062259,selected,direct,0.028125,349,370
117,5.546402854000917,35.363880000659265,11.447287999544642,selected,direct,0.028125,349,370
118,5.592142874000274,34.24464100135083,11.422268999012886,selected,direct,0.028125,349,370
119,5.640829992000363,37.07194500020705,11.517951999849174,selected,direct,0.028125,349,370
120,5.686557123000966,34.17143899969233,11.482952999358531,selected,direct,0.025,349,370
121,5.734687416001179,36.51417599940032,11.544119000973296,selected,direct,0.028125,349,370
122,5.7805102490001445,34.2790659997263,11.468267999589443,selected,direct,0.028125,349,370
123,5.8276760970002215,35.65000599883206,11.441935001130332,selected,direct,0.025,349,370
124,5.875003256000127,35.742910999033484,11.512749000758049,selected,direct,0.028125,349,370
125,5.922117771000558,35.54891500061785,11.492620000353782,selected,direct,0.028125,349,370
126,5.96923698899991,35.545914999602246,11.499526999614318,selected,direct,0.028125,349,370
127,6.016220469000473,35.480804999679094,11.430528000346385,selected,direct,0.028125,349,370
128,6.063446501000726,35.681652998391655,11.472157000753214,selected,direct,0.025,349,370
129,6.1133288760011055,38.284608999674674,11.526488999152207,selected,direct,0.025,349,370
130,6.157810269000038,32.87231200010865,11.531878000823781,selected,direct,0.025,349,370
131,6.204744953000045,35.40297299878148,11.461064999821247,selected,direct,0.028125,349,370
132,6.252097242000673,35.8590939995338,11.420935999922222,selected,direct,0.025,349,370
133,6.299254737999945,9.117919000345864,11.526434000188601,selected,direct,0.028125,349,370
134,6.347521917999984,36.711470000227564,11.482952999358531,selected,direct,0.028125,349,370
135,6.390727407000668,33.240658000067924,9.89173999914783,selected,direct,0.028125,349,370
136,6.437820811001075,37.148072999116266,9.88316599978134,selected,direct,0.028125,349,370
137,6.4901076260011905,39.67771500174422,12.54565799899865,selected,direct,0.028125,349,370
138,6.536106086001382,33.40935899905162,12.509695001426735,selected,direct,0.028125,349,370
139,6.585409268000149,37.70406399962667,11.522173999765073,selected,direct,0.028125,349,370
140,6.62892343600106,31.977605000065523,11.464489998616045,selected,direct,0.028125,349,370
141,6.675753808000081,35.30908500033547,11.447750999650452,selected,direct,0.028125,349,370
142,6.722921914000835,35.64326600098866,11.450435000369907,selected,direct,0.028125,349,370
143,6.77015616800054,35.67565400044259,11.48530499995104,selected,direct,0.028125,349,370
144,6.817343792001338,35.65311700003804,11.461508998763748,selected,direct,0.028125,349,370
145,6.864396623001085,35.523619000741746,11.457008999059326,selected,direct,0.03125,349,370
146,6.911421713000891,35.47982400050387,11.470305000329972,selected,direct,0.025,349,370
147,6.9594571010002255,36.494639000011375,11.46847200107004,selected,direct,0.028125,349,370
148,7.005711094001526,34.73054000096454,11.450601999968057,selected,direct,0.028125,349,370
