frame,elapsed_s,sensor_timestamp,exposure_time,analogue_gain
79,3.72310009100147,10295603321000,29968,2.8125
80,3.770152841001618,10295650437000,29968,2.8125
81,3.817516457000238,10295697553000,29968,2.875
82,3.864485930000228,10295744668000,29968,2.875
83,3.91160775300159,10295791782000,29968,2.875
84,3.958763223999995,10295838900000,29968,2.875
85,4.00582051100173,10295886015000,29968,2.875
86,4.053033704001791,10295933131000,29968,2.875
87,4.100354690001041,10295980246000,29968,2.9375
88,4.147536531001606,10296027361000,29968,2.9375
89,4.194103678000829,10296074476000,29968,2.9375
90,4.241777826000543,10296121593000,29968,2.9375
91,4.2889969810003095,10296168708000,29968,2.9375
92,4.336961662000249,10296215824000,29968,3.0
93,4.382411325001158,10296262939000,29968,3.0
94,4.429802126000141,10296310055000,29968,3.0
95,4.477392108001368,10296357170000,29968,3.0625
96,4.524208640001234,10296404286000,29968,3.0625
97,4.57137653600148,10296451400000,29968,3.0625
98,4.618502082001214,10296498517000,29968,3.125
99,4.665392630000497,10296545633000,29968,3.125
100,4.712658766000459,10296592748000,29968,3.125
101,4.75980520000121,10296639863000,29968,3.1875
102,4.806667656001082,10296686980000,29968,3.25
103,4.853751480000938,10296734095000,29968,3.25
104,4.901671698000428,10296781211000,29968,3.25
105,4.948679931001607,10296828324000,29968,3.25
106,4.995525554000778,10296875441000,29968,3.3125
107,5.042122922000999,10296922557000,29968,3.3125
108,5.089847143000952,10296969673000,29968,3.3125
109,5.137148908001109,10297016788000,29968,3.3125
110,5.18492975800109,10297063903000,29968,3.375
111,5.230380773000434,10297111019000,29968,3.375
112,5.27773838900066,10297158135000,29968,3.375
113,5.325555109000561,10297205251000,29968,3.4375
114,5.374955971001327,10297252367000,29968,3.5
115,5.419276041000558,10297299481000,29968,3.5
116,5.4660668870001246,10297346595000,29968,3.5
117,5.5139389949999895,10297393713000,29968,3.5
118,5.560903450001206,10297440829000,29968,3.5
119,5.608518951001315,10297487944000,29968,3.5625
120,5.65516055900116,10297535061000,29968,3.5625
121,5.702723764001348,10297582175000,29968,3.5625
122,5.749287892000211,10297629291000,29968,3.5625
123,5.796579434001615,10297676407000,29968,3.5625
124,5.843053545000657,10297723521000,29968,3.5625
125,5.89050856600079,10297770637000,29968,3.5625
126,5.937487465000231,10297817753000,29968,3.5625
127,5.986592239001766,10297864868000,29968,3.5625
128,6.031797017001736,10297911984000,29968,3.5625
129,6.078927877000751,10297959100000,29968,3.5625
130,6.1259629980013415,10298006212000,29968,3.5625
131,6.1731551160009985,10298053331000,29968,3.5625
132,6.2202430500001356,10298100446000,29968,3.5625
133,6.267547963001562,10298147563000,29968,3.5625
134,6.314421382001456,10298194677000,29968,3.5625
135,6.361473595001371,10298241793000,29968,3.5625
136,6.408707268001308,10298288908000,29968,3.5625
137,6.455815869001526,10298336026000,29968,3.5625
138,6.502921340001194,10298383140000,29968,3.5625
139,6.550054181001542,10298430253000,29968,3.5
140,6.598803035001765,10298477371000,29968,3.5
141,6.645860692000497,10298524483000,29968,3.5
142,6.691688516000795,10298571603000,29968,3.5
143,6.73874306200014,10298618718000,29968,3.5
144,6.785734035000132,10298665833000,29968,3.4375
145,6.832904060000146,10298712948000,29968,3.4375
146,6.880187417000343,10298760064000,29968,3.375
147,6.92690820900134,10298807180000,29968,3.375
148,6.97421560300063,10298854293000,29968,3.375
149,7.021124077000422,10298901411000,29968,3.375
150,7.068284196000604,10298948526000,29968,3.375
151,7.116771275001156,10298995642000,29968,3.3125
152,7.162469490000149,10299042759000,29968,3.25
153,7.211384156000349,10299089875000,29968,3.25
154,7.258203224000681,10299136990000,29968,3.1875
155,7.304570984000748,10299184107000,29968,3.125
156,7.35154582800169,10299231222000,29968,3.125
157,7.3982050090016855,10299278333000,29968,3.0625
158,7.444977837001716,10299325452000,29968,3.0625
159,7.492755076000321,10299372567000,29968,3.0625
160,7.5402213930010475,10299419682000,29968,3.0
161,7.587287346001176,10299466799000,29968,2.9375
162,7.634062397000889,10299513915000,29968,2.9375
163,7.680936260001545,10299561027000,29968,2.9375
164,7.728081749000921,10299608144000,29968,2.875
165,7.774527637000574,10299655260000,29968,2.875
166,7.824007294000694,10299702374000,29968,2.8125
167,7.868802430000869,10299749491000,29968,2.8125
168,7.916673760000776,10299796607000,29968,2.8125
169,7.964111614001013,10299843724000,29968,2.75
170,8.01111530900016,10299890839000,29968,2.6875
171,8.057908748000045,10299937954000,29968,2.6875
172,8.105035348000456,10299985070000,29968,2.6875
173,8.152065616000982,10300032184000,29968,2.6875
174,8.199309418001576,10300079302000,29968,2.6875
175,8.245834120001746,10300126416000,29968,2.6875
176,8.292958739000824,10300173533000,29968,2.625
177,8.339959471000839,10300220647000,29968,2.625
178,8.387069090000296,10300267764000,29968,2.625
179,8.436910742000691,10300314876000,29968,2.625
180,8.481836098000713,10300361995000,29968,2.625
181,8.529312711001694,10300409110000,29968,2.625
182,8.576483829001518,10300456227000,29968,2.5625
183,8.623190510001223,10300503341000,29968,2.5625
184,8.670727530001386,10300550457000,29968,2.5625
185,8.71786692600108,10300597573000,29968,2.5
186,8.764130224000837,10300644687000,29968,2.5
187,8.811640096000701,10300691803000,29968,2.4375
188,8.858237223001197,10300738918000,29968,2.4375
189,8.905358619000253,10300786035000,29968,2.4375
190,8.953344132001803,10300833147000,29968,2.4375
191,9.000657711001622,10300880267000,29968,2.375
192,9.04950984000061,10300927380000,29968,2.375
193,9.094775191000736,10300974499000,29968,2.375
194,9.141580148001594,10301021613000,29968,2.375
195,9.188423808000152,10301068728000,29968,2.3125
196,9.235091285001545,10301115841000,29968,2.3125
197,9.28223618100128,10301162959000,29968,2.3125
198,9.329269338000813,10301210075000,29968,2.3125
199,9.378348464000737,10301257190000,29968,2.3125
200,9.424109641000541,10301304308000,29968,2.3125
201,9.471683290001238,10301351421000,29968,2.25
202,9.517686536000838,10301398536000,29968,2.25
203,9.564933690000544,10301445652000,29968,2.25
204,9.612774187000468,10301492768000,29968,2.25
205,9.661900942001012,10301539881000,29968,2.25
206,9.706431433000034,10301587000000,29968,2.25
207,9.7532238900003,10301634114000,29968,2.25
208,9.802257812001699,10301681230000,29968,2.25
209,9.84850538900173,10301728347000,29968,2.1875
210,9.895211143000779,10301775461000,29968,2.1875
211,9.941888398001538,10301822574000,29968,2.1875
212,9.98918956900161,10301869693000,29968,2.125
213,10.036617146000935,10301916808000,29968,2.125
214,10.084048408001763,10301963924000,29968,2.125
215,10.130230411001321,10302011037000,29968,2.125
216,10.177295290000984,10302058154000,29968,2.125
217,10.226592042001357,10302105270000,29968,2.125
218,10.272535345000506,10302152386000,29968,2.125
219,10.31926395100163,10302199501000,29968,2.125
220,10.365946891000931,10302246616000,29968,2.125
221,10.413024362000215,10302293732000,29968,2.125
222,10.460750748999999,10302340848000,29968,2.125
223,10.507948145001137,10302387964000,29968,2.125
224,10.554896618001294,10302435077000,29968,2.125
225,10.602090753000084,10302482196000,29968,2.125
226,10.649150188000931,10302529307000,29968,2.125
227,10.69572905500172,10302576426000,29968,2.125
228,10.742829396000161,10302623538000,29968,2.125
229,10.790858260001187,10302670656000,29968,2.125
230,10.837684086000081,10302717773000,29968,2.125
231,10.887092540000594,10302764886000,29968,2.0625
232,10.932142172001477,10302812003000,29968,2.0625
233,10.979001720001179,10302859116000,29968,2.0625
234,11.025642308000897,10302906233000,29968,2.0625
235,11.073141754000972,10302953350000,29968,2.0625
236,11.120314872001472,10303000464000,29968,2.0625
237,11.167134939001699,10303047580000,29968,2.0625
238,11.214532868001697,10303094695000,29968,2.0625
239,11.261448268000095,10303141812000,29968,2.0625
240,11.308504683000137,10303188927000,29968,2.0625
241,11.355691856000703,10303236040000,29968,2.0625
242,11.402620940001725,10303283158000,29968,2.0625
243,11.449587135000911,10303330274000,29968,2.0625
244,11.49736768800176,10303377389000,29968,2.0625
245,11.544325550001304,10303424505000,29968,2.0625
246,11.59127718900163,10303471618000,29968,2.0625
247,11.63922481300142,10303518733000,29968,2.0625
248,11.685540314001628,10303565851000,29968,2.0625
249,11.732672562000516,10303612967000,29968,2.0625
250,11.779832087000614,10303660082000,29968,2.0625
251,11.827106518001528,10303707198000,29968,2.125
252,11.874061286000142,10303754311000,29968,2.125
253,11.92130218100101,10303801429000,29968,2.125
254,11.968199524000738,10303848544000,29968,2.125
255,12.01527871700091,10303895661000,29968,2.125
256,12.062209709001763,10303942774000,29968,2.125
257,12.110541549000118,10303989890000,29968,2.125
258,12.156983956001568,10304037007000,29968,2.1875
259,12.203654673001438,10304084120000,29968,2.1875
260,12.25090058600108,10304131238000,29968,2.1875
261,12.297775300001376,10304178354000,29968,2.1875
262,12.345211414000005,10304225469000,29968,2.1875
263,12.392037944000549,10304272585000,29968,2.1875
264,12.439403984000819,10304319700000,29968,2.1875
265,12.486608805000287,10304366816000,29968,2.1875
266,12.53387977300008,10304413930000,29968,2.25
267,12.580839708001804,10304461045000,29968,2.25
268,12.627496871000403,10304508160000,29968,2.25
269,12.674898577000931,10304555279000,29968,2.25
270,12.722284821000358,10304602391000,29968,2.3125
271,12.769133313000566,10304649509000,29968,2.3125
272,12.816515779000838,10304696623000,29968,2.3125
273,12.863858042001084,10304743742000,29968,2.3125
274,12.911157880000246,10304790855000,29968,2.3125
275,12.958544308001365,10304837973000,29968,2.3125
276,13.005846757001564,10304885086000,29968,2.3125
277,13.052049722000447,10304932205000,29968,2.3125
278,13.099096453001039,10304979321000,29968,2.3125
279,13.14615955300178,10305026434000,29968,2.3125
280,13.192890473001171,10305073551000,29968,2.3125
281,13.240361105001284,10305120666000,29968,2.375
282,13.287121321000086,10305167783000,29968,2.375
283,13.335920135001288,10305214899000,29968,2.375
284,13.382397189001495,10305262015000,29968,2.375
285,13.4299012270003,10305309130000,29968,2.375
286,13.476399133000086,10305356245000,29968,2.4375
287,13.52291468600015,10305403359000,29968,2.4375
288,13.57005522899999,10305450475000,29968,2.4375
289,13.617099867000434,10305497592000,29968,2.4375
290,13.664643312000408,10305544707000,29968,2.4375
291,13.711669617001462,10305591823000,29968,2.4375
292,13.759282690001783,10305638940000,29968,2.5
293,13.805868779001685,10305686054000,29968,2.5
294,13.853402150001784,10305733170000,29968,2.5
295,13.900828356001512,10305780286000,29968,2.5
296,13.948365245001696,10305827398000,29968,2.5
297,13.994368361001762,10305874515000,29968,2.5
298,14.04133377800099,10305921632000,29968,2.5
299,14.088412008000887,10305968747000,29968,2.5
300,14.135416627001177,10306015860000,29968,2.5
301,14.184254571000565,10306062978000,29968,2.5
302,14.229959729000257,10306110095000,29968,2.5
303,14.277031625000745,10306157211000,29968,2.5
304,14.326312673001667,10306204326000,29968,2.5
305,14.371730447001028,10306251442000,29968,2.5625
306,14.41800965100083,10306298555000,29968,2.5625
307,14.464997457000209,10306345671000,29968,2.5625
308,14.512613011000212,10306392788000,29968,2.5625
309,14.561186163000457,10306439905000,29968,2.5625
310,14.606799137000053,10306487018000,29968,2.5625
311,14.653962513000806,10306534136000,29968,2.5625
312,14.701237925000896,10306581250000,29968,2.5625
313,14.748493652001343,10306628364000,29968,2.5625
314,14.795474549000573,10306675483000,29968,2.5625
315,14.842069545000413,10306722593000,29968,2.5625
316,14.889262070000768,10306769712000,29968,2.5625
317,14.936411631000738,10306816826000,29968,2.5625
318,14.983272253000905,10306863943000,29968,2.5625
319,15.032080327000585,10306911059000,29968,2.5625
