frame,elapsed_s,sensor_timestamp,frame_age_s,fresh,capture_ms,vision_ms,control_status,target_source,near_extrapolation,near_uncertainty_px,near_offset,preview_error,requested_throttle,requested_steering,pwm_enabled,stop_reason
1,0.10274744599973928,7756343539000,0.082752086,True,41.49298300035298,58.512108999821066,ready,paired,,,-0.015625,-0.025,370,369,True,
2,0.16305976799958444,7756437766000,0.048829408,True,29.395968000244466,28.14864900028624,ready,paired,,,-0.015625,-0.025,370,369,True,
3,0.21000512600039656,7756484881000,0.048671118,True,16.11798300018563,28.07768799993937,ready,paired,,,-0.015625,-0.025,370,369,True,
4,0.2572614379996594,7756531996000,0.048834078,True,16.353385000002163,28.173462000268046,ready,paired,,,-0.015625,-0.025,370,369,True,
5,0.3044400870003301,7756579112000,0.048868153,True,16.314700999828347,28.107482999985223,ready,paired,,,-0.015625,-0.029687500000000006,400,369,True,
6,0.3538349359996573,7756626227000,0.051173113,True,18.58217799963313,28.08057699985511,ready,paired,,,-0.015625,-0.025,400,369,True,
7,0.39912485599961656,7756673343000,0.049348144,True,14.392269999916607,28.165980999801832,ready,paired,,,-0.015625,-0.025,400,369,True,
8,0.445544449999943,7756720457000,0.048652534,True,15.76895499965758,27.91795099983574,ready,paired,,,-0.015625,-0.025,400,369,True,
9,0.4926533230000132,7756767572000,0.048657832,True,16.36290300029941,28.024059000017587,ready,paired,,,-0.015625,-0.025,400,369,True,
10,0.5397413620003135,7756814687000,0.048625965,True,16.33240399951319,28.02591100044083,ready,paired,,,-0.015625,-0.025,400,369,True,
11,0.5871363930000371,7756861803000,0.04890494,True,16.572897000514786,28.09433599941258,ready,paired,,,-0.01875,-0.028125000000000004,400,369,True,
12,0.6334206020001147,7756908921000,0.048075538,True,16.12648399986938,27.43372300028568,ready,paired,,,-0.01875,-0.03281250000000001,400,370,True,
13,0.6804437729997517,7756956033000,0.047965376,True,16.982813000140595,27.29555999940203,ready,paired,,,-0.021875,-0.035937500000000004,400,370,True,
14,0.7275471829998423,7757003147000,0.047969544,True,17.08118100032152,27.293226000438153,ready,paired,,,-0.021875,-0.035937500000000004,400,370,True,
