frame,elapsed_s,sensor_timestamp,frame_age_s,fresh,capture_ms,vision_ms,control_status,target_source,near_extrapolation,near_uncertainty_px,near_offset,preview_error,requested_throttle,requested_steering,pwm_enabled,stop_reason
1,0.10580454299997655,13225563565000,0.093971747,True,33.913926999957766,67.61994999942544,ready,paired,,,0.065625,-0.018749999999999947,370,368,True,
2,0.17600766999930784,13225657794000,0.071421737,True,18.917744000646053,48.46619199997804,ready,paired,,,0.06875,-0.03437499999999992,370,370,True,
3,0.2509080489999178,13225752023000,0.0521533,True,40.65321699999913,31.477005999477115,ready,paired,,,0.065625,-0.018749999999999947,370,368,True,
4,0.29856694000045536,13225799139000,0.052707783,True,12.993533000553725,31.934331000229577,ready,paired,,,0.06875,-0.02499999999999994,370,369,True,
5,0.3480534840000473,13225846254000,0.055064865,True,14.709243001561845,32.03205299905676,ready,paired,,,0.06875,0.02656249999999999,400,361,True,
6,0.3922889530003886,13225893370000,0.05219413,True,10.189823000473552,31.309953999880236,ready,paired,,,0.06875,-0.02499999999999994,400,369,True,
7,0.4394759629994951,13225940485000,0.052271603,True,12.958736999280518,31.497395000769757,ready,paired,,,0.065625,-0.018749999999999947,400,368,True,
8,0.48748025500026415,13225987601000,0.053154636,True,13.033699000516208,32.236529999863706,ready,paired,,,0.071875,0.024999999999999994,400,361,True,
9,0.5338487429999077,13226034717000,0.052407161,True,11.859940999784158,31.7730010010564,ready,paired,,,0.065625,0.02812499999999999,400,361,True,
10,0.5814881520000199,13226081832000,0.052942626,True,12.737758999719517,32.174031000977266,ready,paired,,,0.065625,0.02812499999999999,400,361,True,
11,0.6291523389991198,13226128948000,0.053485128,True,12.20537900007912,32.72755900070479,ready,paired,,,0.065625,0.02812499999999999,400,361,True,
12,0.6758394879998377,13226176063000,0.053063517,True,11.563723999643116,32.39795300032711,ready,paired,,,0.0625,0.03437499999999999,400,360,True,
13,0.7221680870006821,13226223178000,0.052274524,True,12.065936998624238,31.534969000858837,ready,paired,,,0.059375,0.03125,400,360,True,
14,0.7692179330006184,13226270294000,0.052205647,True,12.816073000067263,31.50370900038979,ready,paired,,,0.059375,0.02187499999999999,400,362,True,
15,0.8182113559996651,13226317409000,0.054075126,True,16.024146001655026,30.230972999561345,ready,paired,,,0.053125,0.025,400,361,True,
16,0.8626122669993492,13226364524000,0.05137474,True,11.007697001332417,30.666353999549756,ready,paired,,,0.046875,0.014062499999999999,400,363,True,
17,0.9102423250005813,13226411641000,0.051885095,True,13.788537000436918,31.112382999708643,ready,paired,,,0.040625,0.017187499999999994,400,362,True,
18,0.9571654510000371,13226458755000,0.051687758,True,13.123716000336572,31.06380999997782,ready,paired,,,0.040625,0.01249999999999999,400,363,True,
19,1.0041182429995388,13226505871000,0.051533938,True,13.337526999748661,30.889461000697338,ready,paired,,,0.040625,0.003124999999999989,400,365,True,
20,1.0505095629996504,13226552987000,0.050811018,True,13.539281999328523,30.12819700052205,ready,paired,,,0.0375,0.004687499999999997,400,364,True,
21,1.0961903589995927,13226600102000,0.049374944,True,14.256640999519732,28.699276999759604,ready,paired,,,0.028125,-0.004687500000000001,400,366,True,
22,1.1433091849994526,13226647218000,0.049374825,True,15.74955899923225,28.639408001254196,ready,paired,,,0.01875,-0.009375000000000005,400,366,True,
23,1.1906123789995036,13226694333000,0.049539723,True,15.722262000053888,28.829294000388472,ready,paired,,,0.02604166666666661,-0.013020833333333315,400,367,True,
24,1.2389790159995755,13226741448000,0.050814101,True,15.437026999279624,30.20019500036142,ready,paired,,,0.0171875,-0.013281250000000005,400,367,True,
25,1.2902892139991309,13226788563000,0.055005187,True,17.732154001350864,30.842442998618935,ready,paired,,,0.02604166666666661,-0.014583333333333184,400,367,True,
26,1.335551406000377,13226835680000,0.053163231,True,10.148063000087859,32.39389800000936,ready,paired,,,0.028125,0.004687499999999994,400,364,True,
27,1.383386552999582,13226882795000,0.053873656,True,13.393692001045565,31.710927998574334,ready,paired,,,0.021875,0.003124999999999996,400,365,True,
28,1.4282858810001926,13226929910000,0.051650706,True,11.240804000408389,30.920053000954795,ready,paired,,,0.015625,-0.0031250000000000062,400,365,True,
29,1.477092048000486,13226977026000,0.053342688,True,13.482579999617883,32.58770899992669,ready,paired,,,0.009375,-0.004687500000000002,400,366,True,
30,1.5220473749996017,13227024142000,0.051179978,True,11.84057099999336,30.376636999790207,ready,paired,,,0.00625,-0.012500000000000006,400,367,True,
31,1.5664002310004435,13227071257000,0.048437852,True,13.92344200030493,27.70855400012806,ready,paired,,,0.003125,-0.015625000000000007,400,367,True,
32,1.614958846999798,13227118372000,0.049860894,True,16.80203999967489,29.017234999628272,ready,paired,,,-0.003125,-0.017187500000000005,400,368,True,
33,1.662707051000325,13227165487000,0.050480895,True,15.16966099916317,29.826682999555487,ready,paired,,,0.0078125,-0.03671875000000001,400,371,True,
34,1.7090666130006866,13227212603000,0.049743271,True,15.036959999633837,28.588539000338642,ready,paired,,,0.00625,-0.021874999999999985,400,368,True,
35,1.762057724999977,13227259718000,0.055608736,True,18.597787000544486,31.650299999455456,ready,paired,,,0.015625,-0.012500000000000004,400,367,True,
36,1.8055448739996791,13227306835000,0.051990237,True,9.664961000453332,31.090401998881134,ready,paired,,,0.00625,-0.012500000000000006,400,367,True,
37,1.8506286800002272,13227353949000,0.049970265,True,13.24138000018138,29.119696000634576,ready,paired,,,-0.003125,-0.017187500000000005,400,368,True,
38,1.8977325439991546,13227401064000,0.04994974,True,15.321158000006108,29.051771998638287,ready,paired,,,0.0,-0.023437500000000007,400,369,True,
39,1.9421997310000734,13227448180000,0.047312723,True,15.220253000734374,26.526223000473692,ready,paired,,,-0.00625,-0.0296875,400,369,True,
40,1.9899450089997117,13227495295000,0.047932964,True,18.210534000900225,26.80249500008358,ready,paired,,,-0.00625,-0.03437500000000001,400,370,True,
41,2.0385686610006815,13227542410000,0.049436783,True,17.263755000385572,28.626055998756783,ready,paired,,,0.0010416666666666075,-0.033333333333333305,400,370,True,
42,2.0870072420002543,13227589526000,0.05076679,True,15.773780000017723,29.935941000076127,ready,paired,,,0.003125,-0.0015625000000000014,400,365,True,
43,2.133364340999833,13227636641000,0.04999363,True,14.39484100046684,29.217138999229064,ready,paired,,,0.003125,-0.006250000000000003,400,366,True,
44,2.1800919699999213,13227683757000,0.049615944,True,15.178604999164236,28.818127000704408,ready,paired,,,-0.003125,-0.003125,400,365,True,
45,2.226547529999152,13227730872000,0.048954282,True,16.88511300017126,26.83647599951655,ready,paired,,,-0.003125,-0.017187500000000005,400,368,True,
46,2.2718671839993476,13227777987000,0.04716925,True,16.236716001003515,26.358151999374968,ready,paired,,,-0.0125,-0.0125,400,367,True,
47,2.3199908639999194,13227825104000,0.048179837,True,18.044740998448106,27.358356001059292,ready,paired,,,-0.0078125,-0.0031250000000000045,400,365,True,
48,2.3695873500000744,13227872220000,0.05064612,True,17.017296000631177,29.844126998796128,ready,paired,,,0.00625,0.00625,400,364,True,
49,2.4156758799999807,13227919334000,0.049626242,True,14.537339000526117,28.82044199941447,ready,paired,,,0.0,0.0,400,365,True,
50,2.463087366999389,13227966452000,0.049924359,True,15.753485000459477,28.93586499885714,ready,paired,,,0.0,-0.009375000000000003,400,366,True,
51,2.5098054230002163,13228013566000,0.049513526,True,15.172605999396183,28.80684900082997,ready,paired,,,-0.009375,-0.009375,400,366,True,
52,2.556144743999539,13228060681000,0.048743255,True,15.646301000742824,27.9582160001155,ready,paired,,,0.0,-0.023437500000000007,400,369,True,
53,2.604335366999294,13228107797000,0.049818266,True,16.620451000562753,28.836867999416427,ready,paired,,,0.0125,0.007812499999999998,400,364,True,
54,2.6512023079994833,13228154912000,0.049575782,True,15.306289000363904,28.83370100062166,ready,paired,,,0.00625,0.0015624999999999988,400,365,True,
55,2.6982512840004347,13228202027000,0.049507572,True,15.61004200084426,28.70886999880895,ready,paired,,,0.0,-0.0046875000000000016,400,366,True,
56,2.744716676999815,13228249143000,0.048830799,True,15.752448000057484,27.955789999396075,ready,paired,,,-0.003125,-0.0125,400,367,True,
57,2.789594171999852,13228296259000,0.046613238,True,16.3725099992007,25.77060600015102,ready,paired,,,-0.005208333333333393,-0.016145833333333307,400,367,True,
58,2.840800316000241,13228343373000,0.050707586,True,18.648952998773893,29.821257001458434,ready,paired,,,0.015625,-0.04999999999999995,400,372,True,
59,2.8870502869995107,13228390490000,0.049849779,True,14.588023001124384,28.938217999893823,ready,paired,,,0.003125,0.007812500000000002,400,364,True,
60,2.9335826419992372,13228437604000,0.049228616,True,15.404323999973712,28.366282998831593,ready,paired,,,-0.003125,0.0015625000000000014,400,365,True,
61,2.9793973060004646,13228484720000,0.047963557,True,15.948648000630783,27.13776800010237,ready,paired,,,-0.009375,-0.009375,400,366,True,
62,3.0280061249995924,13228531836000,0.049431802,True,17.328346000795136,28.528520999316243,ready,paired,,,-0.0015625,-0.027343750000000003,400,369,True,
63,3.077414633000444,13228578952000,0.051738625,True,15.719373999672825,30.93510899998364,ready,paired,,,0.009375,0.004687499999999999,400,364,True,
64,3.1235429770003975,13228626067000,0.050761117,True,13.473283001076197,29.92594099850976,ready,paired,,,0.0,0.0,400,365,True,
65,3.1697073010000167,13228673182000,0.049789386,True,14.492080999843893,28.924161999384523,ready,paired,,,0.0,-0.009375000000000003,400,366,True,
66,3.2160832329991536,13228720297000,0.049073003,True,15.480100000786479,28.167879998363787,ready,paired,,,-0.009375,-0.018750000000000003,400,368,True,
67,3.263839530000041,13228767413000,0.049712262,True,16.091367999251815,28.937253999174573,ready,paired,,,-0.0010416666666666075,-0.00729166666666678,400,366,True,
68,3.316083895999327,13228814528000,0.05483524,True,16.230864999670302,33.280031000685995,ready,paired,,,0.003125,0.007812500000000002,400,364,True,
69,3.361188109000068,13228861644000,0.052824953,True,10.376504000305431,31.9930719997501,ready,paired,,,-0.003125,-0.003125,400,365,True,
70,3.4064818379993085,13228908759000,0.051003811,True,12.40145100018708,30.161011000018334,ready,paired,,,-0.009375,-0.014062500000000002,400,367,True,
71,3.4532542630004173,13228955876000,0.05064644,True,14.278861999628134,29.747610999038443,ready,paired,,,-0.0015625,-0.027343750000000003,400,369,True,
72,3.502433330999338,13229002991000,0.052728249,True,14.491579999230453,31.957979999788222,ready,paired,,,0.009375,-0.04687499999999995,400,372,True,
73,3.5490188330004457,13229050107000,0.052172992,True,12.613577000593068,31.219733000398264,ready,paired,,,-0.00625,-0.0015624999999999988,400,365,True,
