frame,elapsed_s,capture_wait_ms,vision_and_pwm_ms,track_status,control_status,near_status,far_status,near_offset,far_y,far_x,preview_error,steering_pwm,pwm_sent
214,10.123286070000177,40.50183399886009,7.195620000857161,selected,ready,direct,direct,0.034375,0.55,81.5,0.010937499999999992,350,True
215,10.170415550999678,39.719033000437776,7.329561000005924,selected,ready,direct,direct,0.015625,0.55,79.75,-0.012500000000000004,351,True
216,10.217466164000143,25.636788999690907,7.164176000514999,selected,ready,direct,direct,-0.0125,0.55,78.0,-0.03125000000000001,352,True
217,10.264416611000343,39.89671399904182,6.971549000809318,selected,ready,interpolated,direct,-0.025,0.6,77.5,-0.04374999999999998,354,True
218,10.311316151999563,40.07254600037413,6.7450149999785936,selected,ready,interpolated,direct,-0.05,0.55,72.75,-0.11093750000000001,359,True
219,10.358883996999793,40.22606100079429,7.2570259999338305,selected,ready,direct,direct,-0.046875,0.55,72.25,-0.12187500000000002,360,True
220,10.405933997999455,40.131378000296536,6.836106000264408,selected,ready,direct,direct,-0.046875,0.55,71.5,-0.13593750000000002,361,True
221,10.453329289999601,25.411941000129445,7.413077999444795,selected,ready,direct,direct,-0.05,0.55,71.0,-0.14375000000000004,362,True
222,10.498912834998919,39.4964440001786,6.004731998473289,uncertain,unavailable,unavailable,unavailable,,,,,350,True
223,10.546938004999902,41.22076600106084,6.732126999850152,selected,ready,direct,direct,-0.078125,0.55,74.75,-0.059375,355,True
224,10.592793600999357,40.1180069984548,5.654831000356353,uncertain,unavailable,unavailable,unavailable,,,,,350,True
225,10.640266631999111,41.541095000866335,5.859233999217395,uncertain,unavailable,unavailable,unavailable,,,,,350,True
226,10.687808587999825,27.129300999149564,6.257061000724207,selected,unavailable,direct,unavailable,0.275,,,,350,True
227,10.734598630999244,40.81093999957375,5.901640999582014,uncertain,unavailable,unavailable,unavailable,,,,,350,True
228,10.782385102000262,40.995641000336036,6.7204610004409915,selected,ready,direct,direct,0.20625,0.6,92.75,0.0656250000000001,347,True
229,10.829205125999579,40.36213299878,6.376633000400034,selected,ready,direct,direct,0.196875,0.6,92.75,0.08437500000000006,347,True
230,10.87610742600009,40.53835199920286,6.281505000515608,selected,unavailable,direct,unavailable,-0.1875,,,,350,True
231,10.923738584000603,26.747326000986504,6.761052000001655,selected,unavailable,direct,unavailable,-0.178125,,,,350,True
232,10.970167317998857,40.67705399938859,5.674551999618416,selected,unavailable,unavailable,unavailable,,,,,350,True
233,11.017523406999317,40.89367900087382,6.388521998815122,selected,unavailable,unavailable,unavailable,,,,,350,True
234,11.064558983000097,40.69110900127271,6.272652999541606,selected,unavailable,unavailable,unavailable,,,,,350,True
235,11.112805500999457,42.193269000563305,5.982046999633894,selected,unavailable,unavailable,unavailable,,,,,350,True
236,11.158673226000246,25.6759920011973,6.032823999703396,selected,unavailable,unavailable,unavailable,,,,,350,True
237,11.205740393999804,40.880919999835896,6.112229999416741,selected,unavailable,unavailable,unavailable,,,,,350,True
238,11.258623890000308,43.58278200015775,9.225437001077808,uncertain,unavailable,unavailable,unavailable,,,,,350,True
239,11.305755129998943,37.61345699967933,9.403414998814696,uncertain,unavailable,unavailable,unavailable,,,,,350,True
240,11.354511584999273,37.8464539990091,10.79561400001694,selected,unavailable,direct,unavailable,0.15625,,,,350,True
241,11.399847356000464,10.047422998468392,9.10214300165535,uncertain,unavailable,unavailable,unavailable,,,,,350,True
242,11.446976392999204,37.78247199988982,9.232325999619206,selected,unavailable,direct,unavailable,-0.35,,,,350,True
243,11.492078741999649,36.75850900071964,8.008697999684955,uncertain,unavailable,unavailable,unavailable,,,,,350,True
244,11.54148340699976,39.2617439993046,10.044941000160179,selected,ready,direct,direct,-0.353125,0.6,45.25,-0.5968749999999998,390,True
245,11.590909553999154,37.66019700015022,11.634118000074523,selected,ready,direct,direct,-0.3375,0.55,57.0,-0.26249999999999996,371,True
246,11.637730169999486,9.377211999890278,11.152200000651646,selected,ready,direct,direct,-0.328125,0.6,47.0,-0.5812499999999997,390,True
247,11.676825954000378,33.02651699959824,5.9370840008341474,selected,unavailable,direct,unavailable,-0.315625,,,,350,True
248,11.72586953300015,42.56096599965531,6.403151000995422,selected,ready,direct,direct,-0.30625,0.55,60.0,-0.22187499999999996,368,True
249,11.771169083000132,39.214596999954665,6.004472999848076,selected,ready,interpolated,direct,-0.2984374999999999,0.6,51.0,-0.490625,389,True
250,11.818558744998882,40.92547500113142,6.381558998327819,selected,ready,interpolated,direct,-0.2874999999999999,0.6,52.0,-0.4749999999999999,388,True
251,11.86546304500007,26.634606001607608,6.101414999648114,selected,ready,direct,direct,-0.25,0.6,55.0,-0.4374999999999999,385,True
252,11.912510231999477,40.843384000254446,6.120877998910146,selected,ready,direct,direct,-0.234375,0.6,56.0,-0.4312499999999998,384,True
253,11.959939856998972,40.91454899935343,6.430854999052826,selected,ready,direct,direct,-0.228125,0.55,51.75,-0.4156250000000001,383,True
254,12.006931988998986,40.599961999760126,6.289486998866778,selected,ready,direct,direct,-0.215625,0.55,53.25,-0.39375,382,True
255,12.054089432998808,40.79125499993097,6.282930999077507,selected,ready,direct,direct,-0.209375,0.55,54.0,-0.38281250000000006,381,True
256,12.101470317998974,26.784102999954484,6.3349669999297475,selected,ready,direct,direct,-0.2,0.55,55.25,-0.36406250000000007,379,True
257,12.14841595100006,40.49075999864726,6.371171000864706,selected,ready,direct,direct,-0.178125,0.55,56.5,-0.35156250000000006,378,True
258,12.195216603999143,40.64348000065365,6.073470998671837,selected,ready,direct,direct,-0.18125,0.6,61.25,-0.34062499999999984,377,True
259,12.242481897999824,40.922161000708,6.2599119992228225,selected,ready,direct,direct,-0.15625,0.6,62.0,-0.3624999999999998,379,True
260,12.289628360998904,40.730256001552334,6.3316339983430225,selected,ready,direct,direct,-0.175,0.6,61.75,-0.33437499999999987,377,True
261,12.336951506000332,26.77419599967834,6.339374000162934,selected,ready,direct,direct,-0.18125,0.6,61.5,-0.33124999999999993,376,True
262,12.384040118000485,40.505741000743,6.498483000541455,selected,ready,direct,direct,-0.184375,0.6,61.5,-0.3249999999999999,376,True
263,12.431220079999548,40.54727800030378,6.548073999510962,selected,ready,direct,direct,-0.175,0.6,61.75,-0.33437499999999987,377,True
264,12.47834263599907,40.54220400030317,6.4981679988704855,selected,ready,direct,direct,-0.178125,0.6,62.0,-0.31874999999999987,376,True
265,12.525313342999652,40.21472800013726,6.487112999820965,selected,ready,direct,direct,-0.178125,0.6,62.0,-0.31874999999999987,376,True
266,12.57275065199974,26.565439999103546,6.6062210007657995,selected,ready,direct,direct,-0.171875,0.6,62.0,-0.3312499999999999,376,True
267,12.619601878999674,40.369779999309685,6.3969290004024515,selected,ready,direct,direct,-0.175,0.6,61.5,-0.34374999999999994,378,True
268,12.667015226999865,41.003955999258324,6.325782000203617,selected,ready,direct,direct,-0.18125,0.6,61.5,-0.33124999999999993,376,True
269,12.713667863999945,40.19243299990194,6.376520999765489,selected,ready,direct,direct,-0.184375,0.6,60.75,-0.35312499999999986,378,True
270,12.76069993999954,40.69299799994042,6.255098000110593,selected,ready,direct,direct,-0.190625,0.6,60.5,-0.34999999999999987,378,True
271,12.807990270999653,26.68506800000614,6.394743999408092,selected,ready,direct,direct,-0.190625,0.6,60.0,-0.3687499999999999,380,True
272,12.855080883000483,40.66540599887958,6.319282001641113,selected,ready,direct,direct,-0.19375,0.6,60.0,-0.3624999999999998,379,True
273,12.902254974998868,40.683479001017986,6.409521998648415,selected,ready,direct,direct,-0.196875,0.6,60.0,-0.35624999999999984,378,True
274,12.94923553300032,40.610555000967,6.287596999754896,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
275,12.996247183000378,40.644869000971084,6.285505000050762,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
276,13.044782214999941,28.016952999678324,6.289171000389615,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
277,13.090800474999924,39.57357200124534,6.360262999805855,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
278,13.137713238000288,40.549963001467404,6.279893999817432,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
279,13.184715850999055,40.63973899974371,6.279893999817432,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
280,13.232037699999637,40.960714999528136,6.276912999965134,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
281,13.279124033999324,26.59930899972096,6.337671000437695,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
282,13.326096369999505,40.61386899957142,6.27539400011301,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
283,13.373319979998996,40.83969900057127,6.302170999333612,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
284,13.420425221000187,40.723886000705534,6.297318999713752,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
285,13.467432797000583,40.61979500147572,6.304208000074141,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
286,13.51460649999899,26.619068001309643,6.291226998655475,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
287,13.56179268499909,40.618203000121866,6.30624499899568,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
288,13.608918777999861,40.66583199892193,6.378374000632903,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
289,13.655865946999256,40.60483200009912,6.2567829991166946,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
290,13.703067168999041,40.83801399974618,6.28056099958485,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
291,13.750309832999847,26.7693629994028,6.319041000097059,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
292,13.79765175600005,40.862865000235615,6.395039999915753,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
293,13.844403355000395,40.32396700131358,6.345114999930956,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
294,13.891427319998911,40.69049799909408,6.250616999750491,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
295,13.938569116000508,40.75075599939737,6.308060001174454,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
296,13.98615138599962,25.294405999375158,6.585240000276826,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
297,14.03325981299895,40.433242998915375,6.590369999685208,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
298,14.080652159998863,40.89875299905543,6.40646600004402,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
299,14.127123763999407,40.0908960000379,6.2968940001155715,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
300,14.174131432999275,40.6582020004862,6.266782998864073,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
301,14.221418578999874,26.71934499994677,6.333412000458338,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
302,14.268430729000102,40.6678870003816,6.259357000089949,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
303,14.315490414999658,40.679293999346555,6.297190000623232,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
304,14.36270359899936,40.880660999391694,6.2485979997291,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
305,14.409878709999248,40.75714400096331,6.335226998999133,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
306,14.45702948699909,26.455331000761362,6.3619289994676365,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
307,14.504090247999557,40.60870200009958,6.367318999764393,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
308,14.551126563999787,40.69008999977086,6.261135000386275,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
309,14.598367062999387,40.73890499967092,6.258912999328459,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
310,14.645251436999388,40.5517780000082,6.250283000554191,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
311,14.692554544999439,26.755733000754844,6.343151999317342,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
312,14.739480623000418,40.59333300028811,6.246061000638292,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
313,14.786675530000139,40.84629099997983,6.264895000640536,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
314,14.833750308000162,40.73084900119284,6.261726999582606,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
315,14.880883308000193,40.782625999781885,6.267153001317638,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
316,14.92832695099969,26.90104500106827,6.2923009991209256,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
317,14.975478414000463,40.73847899962857,6.328615001621074,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
318,15.02221327299958,40.35831799956213,6.2930050007707905,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
319,15.069280347999666,40.72673799964832,6.258282999624498,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
320,15.116490901998986,40.87416100082919,6.2515979989257175,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
321,15.163558107000426,26.448922999406932,6.345041001623031,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
322,15.2107584209989,40.80840300048294,6.308504998742137,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
323,15.257877587999246,40.681349999431404,6.353410999508924,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
324,15.304892053000003,40.67840500101738,6.251191000046674,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
325,15.351960035999582,40.73273799986055,6.250857999475556,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
326,15.399276957999973,26.751678000437096,6.293170999924769,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
327,15.446338237999953,40.6522759985819,6.3258940008381614,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
328,15.4936921970002,40.975862999403034,6.294505001278594,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
329,15.540456628999891,40.42315100014093,6.258319999687956,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
330,15.587867309999638,41.03184399900783,6.296468000073219,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
331,15.635105289000421,26.531459001489566,6.304911999905016,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
332,15.68210323600033,40.58633299973735,6.329652000204078,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
333,15.729236680999747,40.795588998662424,6.253154000660288,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
334,15.776363032999143,40.732163999564364,6.308022999292007,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
335,15.823509550999006,40.73081200112938,6.330725998850539,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
336,15.870635273000516,26.57410699976026,6.321985001704888,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
337,15.917591127999913,40.562388001490035,6.308948999503627,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
338,15.964566261000073,40.62605400031316,6.265080000957823,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
339,16.011788388999776,40.84125400004268,6.297820000327192,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
340,16.059014536000177,40.88908700032334,6.2523209999199025,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
341,16.106130239999402,26.494088999243104,6.368430000293301,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
342,16.153053113999704,40.53566699985822,6.303005000518169,selected,ready,direct,direct,-0.203125,0.6,59.75,-0.35312499999999986,378,True
343,16.200075429998833,40.6907759988826,6.246115999601898,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
344,16.24729098500029,40.85108700019191,6.279765000726911,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
345,16.29584586800047,42.17686199990567,6.295912000496173,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
346,16.341527782000412,25.12152000053902,6.307153000307153,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
347,16.38862011600031,40.69057200103998,6.319744999927934,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
348,16.435681912998916,40.73177499958547,6.247301998882904,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
349,16.482788969000467,40.78603400012071,6.238968000616296,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
350,16.530056633999266,40.82262500014622,6.361966999975266,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
351,16.577379111999107,26.783343999341014,6.313818999842624,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
352,16.6247537750005,40.947642000901396,6.341504000374698,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
353,16.6790624869991,42.927256999973906,11.116034000224317,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
354,16.72605548899992,35.84637499989185,11.01581399962015,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
355,16.77324604400019,35.99748499982525,11.061961000450538,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
356,16.820230490999165,9.500727999693481,11.098978999143583,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
357,16.866935017000287,37.30842500044673,9.264177000659402,selected,ready,direct,direct,-0.2,0.6,59.75,-0.35937499999999983,379,True
358,16.91173222299949,35.13014700001804,9.555856999213574,selected,ready,direct,direct,-0.196875,0.55,55.25,-0.3656250000000001,379,True
359,16.96050432499942,37.50890300034371,11.152348999530659,selected,ready,direct,direct,-0.19375,0.55,55.25,-0.36718750000000006,379,True
360,17.008805434999886,36.723045999679016,11.446492000686703,selected,ready,direct,direct,-0.19375,0.55,55.75,-0.3578125,379,True
361,17.055335037999612,9.782205001101829,10.602283999105566,selected,ready,direct,direct,-0.190625,0.55,56.25,-0.35000000000000003,378,True
362,17.095293270000184,33.64654200049699,6.224931999895489,selected,ready,direct,direct,-0.19375,0.55,55.75,-0.3578125,379,True
363,17.142503510000097,40.80451499976334,6.323245001112809,selected,ready,direct,direct,-0.215625,0.55,54.0,-0.37968750000000007,380,True
364,17.190100538999104,40.91829100070754,6.595850998564856,selected,ready,direct,direct,-0.253125,0.55,48.25,-0.46875,388,True
365,17.236829897999996,40.26232000069285,6.385206999766524,selected,ready,direct,direct,-0.309375,0.55,39.25,-0.6093750000000001,390,True
366,17.283803197000452,26.57862500018382,6.265783000344527,selected,ready,direct,direct,-0.384375,0.6,40.75,-0.7031249999999997,390,True
367,17.33058614699985,40.885495000111405,5.813826999656158,selected,unavailable,unavailable,unavailable,,,,,350,True
368,17.377377800999966,41.03652900084853,5.679810999936308,selected,unavailable,unavailable,unavailable,,,,,350,True
369,17.424700428000506,41.45618799884687,5.792921001557261,selected,unavailable,unavailable,unavailable,,,,,350,True
370,17.471308010999564,41.21295100048883,5.319706999216578,uncertain,unavailable,unavailable,unavailable,,,,,350,True
371,17.518673266000405,27.950712999881944,5.393464000007953,uncertain,unavailable,unavailable,unavailable,,,,,350,True
372,17.566874451998956,41.55831699972623,6.567832999280654,selected,ready,interpolated,direct,-0.3140625000000001,0.6,61.5,-0.0656250000000001,355,True
373,17.614892084999155,41.86058900086209,6.074711998735438,selected,unavailable,unavailable,unavailable,,,,,350,True
374,17.65974523499972,39.5021660006023,5.274651999570779,uncertain,unavailable,unavailable,unavailable,,,,,350,True
375,17.70658690699929,41.56874300133495,5.054858998846612,uncertain,unavailable,unavailable,unavailable,,,,,350,True
376,17.75532130600004,28.356929000437958,6.295264000073075,selected,unavailable,direct,unavailable,-0.15625,,,,350,True
377,17.802055034999285,40.4132240000763,6.241672999749426,selected,unavailable,direct,unavailable,-0.153125,,,,350,True
378,17.84948449299918,40.90875299880281,6.443076999858022,selected,unavailable,direct,unavailable,-0.125,,,,350,True
379,17.89673193499948,40.59011000026658,6.580925999514875,selected,ready,direct,direct,0.028125,0.6,91.0,0.3562499999999998,336,True
380,17.944398722998812,40.44702099963615,7.13843499943323,selected,ready,direct,direct,-0.1875,0.6,69.25,-0.028125000000000122,352,True
381,17.991393076999884,25.830063999819686,6.91323499995633,selected,ready,direct,direct,-0.15,0.55,76.75,0.014062500000000061,349,True
382,18.03731670900015,40.01182399952086,5.8293090005463455,uncertain,unavailable,unavailable,unavailable,,,,,350,True
383,18.08626104799987,41.15152699887403,7.719888000792707,selected,ready,direct,direct,-0.134375,0.55,63.0,-0.2515625,370,True
384,18.13288185300007,39.318539000305464,7.223247999718296,selected,ready,direct,direct,-0.13125,0.55,63.0,-0.25312500000000004,370,True
385,18.17995181799961,39.84860499986098,7.1389349996024976,selected,ready,interpolated,direct,-0.1328125,0.55,70.5,-0.11171874999999998,359,True
386,18.22711507599888,26.99258199936594,5.928898999627563,uncertain,unavailable,unavailable,unavailable,,,,,350,True
387,18.273371665000013,39.80364299968642,6.379947000823449,uncertain,unavailable,unavailable,unavailable,,,,,350,True
388,18.320355797999582,40.91984499973478,5.992381000396563,uncertain,unavailable,unavailable,unavailable,,,,,350,True
389,18.368173044998912,40.86777299926325,6.876123999973061,selected,ready,direct,direct,-0.10625,0.6,69.5,-0.18124999999999997,364,True
390,18.41527650900025,40.00800900030299,7.0143080010893755,selected,ready,direct,direct,-0.1,0.55,78.75,0.026562500000000017,349,True
391,18.46252698799981,25.901025999701233,7.006103000094299,selected,ready,direct,direct,-0.096875,0.55,78.75,0.025000000000000022,349,True
392,18.509311808998973,39.929732998643885,6.770699999833596,selected,ready,direct,direct,-0.090625,0.55,79.0,0.02656250000000003,349,True
393,18.556806507000147,40.380595999522484,7.030807000774075,selected,ready,direct,direct,-0.078125,0.55,76.25,-0.031249999999999986,352,True
394,18.603941450999628,39.965435998965404,7.08775000020978,selected,ready,direct,direct,-0.059375,0.6,79.25,0.09062499999999986,346,True
395,18.650729457000125,39.794012998754624,6.886791001306847,selected,ready,direct,direct,-0.046875,0.55,81.75,0.05625000000000002,348,True
396,18.698342319999938,26.051467000797857,7.288470000275993,selected,ready,direct,direct,-0.046875,0.55,81.75,0.05625000000000002,348,True
397,18.745429153999794,39.72377399986726,7.097842999428394,selected,ready,direct,direct,-0.059375,0.55,77.0,-0.026562499999999996,352,True
398,18.792397508999784,39.87882600085868,7.006974999967497,selected,ready,direct,direct,-0.084375,0.55,74.5,-0.0609375,355,True
399,18.8396876730003,39.957307000804576,7.251173999975435,selected,ready,direct,direct,-0.1125,0.55,72.25,-0.08906249999999999,357,True
400,18.887096835000193,39.9967880002805,7.330227999773342,selected,ready,direct,direct,-0.128125,0.55,70.5,-0.1140625,359,True
401,18.93408178199934,25.417348000701168,7.309524999072892,selected,ready,interpolated,direct,-0.146875,0.55,74.0,-0.03906249999999997,353,True
402,18.981052450999414,39.67308900064381,7.21539599908283,selected,ready,direct,direct,-0.15,0.6,73.0,0.03749999999999987,348,True
403,19.028370337000524,39.70134799965308,7.535391001511016,selected,ready,direct,direct,-0.140625,0.55,77.5,0.023437500000000056,349,True
404,19.075214082999082,39.55766500075697,7.203137998658349,selected,ready,direct,direct,-0.121875,0.55,68.5,-0.15468749999999998,362,True
405,19.122419432998868,39.880808000816614,7.243061998451594,selected,ready,direct,direct,-0.10625,0.55,70.75,-0.12031250000000002,360,True
406,19.16970987499917,20.965330999388243,7.392116000119131,selected,ready,direct,direct,-0.08125,0.55,72.0,-0.10937500000000001,359,True
407,19.21636397600014,39.60847900088993,6.963752999581629,selected,ready,direct,direct,-0.059375,0.55,73.75,-0.08750000000000001,357,True
408,19.263661824999872,40.13924799983215,7.0763620005891426,selected,ready,direct,direct,-0.040625,0.55,75.5,-0.06406250000000001,355,True
409,19.310188520999873,39.76129100010439,6.683220999548212,selected,ready,interpolated,direct,-0.0328125,0.6,76.75,-0.05624999999999998,354,True
410,19.35716081999999,40.48329800025385,6.4078920004249085,selected,ready,interpolated,direct,-0.0109375,0.6,78.5,-0.03437499999999998,353,True
411,19.40445487299985,26.51097799935087,6.527612000354566,selected,ready,interpolated,direct,0.009375,0.55,78.25,-0.03750000000000001,353,True
412,19.450657703000616,40.6569610004226,5.463741001221933,uncertain,unavailable,unavailable,unavailable,,,,,350,True
413,19.498693946999992,41.34494999925664,6.617610000830609,selected,ready,direct,direct,0.00625,0.55,79.0,-0.021875000000000012,352,True
414,19.547166832000585,41.755664999072906,6.635351001023082,selected,ready,direct,direct,0.0,0.55,78.25,-0.0328125,353,True
415,19.593016557999363,39.04406299989205,6.726515999616822,selected,ready,direct,direct,0.0,0.55,78.0,-0.03750000000000001,353,True
416,19.64007572599985,26.18387199981953,6.640240000706399,selected,ready,direct,direct,0.009375,0.55,78.25,-0.03750000000000001,353,True
417,19.687143301000106,40.41735400096513,6.566907999513205,selected,ready,direct,direct,0.021875,0.55,79.5,-0.020312500000000004,352,True
418,19.734047472000384,40.32531900156755,6.496834999779821,selected,ready,direct,direct,0.05,0.55,81.75,0.007812499999999986,350,True
419,19.781072584999492,40.388558998529334,6.372411000484135,selected,ready,direct,direct,0.0625,0.55,82.75,0.020312499999999997,349,True
420,19.828355748999456,40.89197600114858,6.307559999186196,selected,ready,direct,direct,0.06875,0.55,83.0,0.021874999999999985,349,True
421,19.875666542000545,26.722881999376114,6.377299001542269,selected,ready,direct,direct,0.065625,0.55,82.75,0.01874999999999999,349,True
422,19.92249952900056,40.347355001358665,6.402281000191579,selected,ready,direct,direct,0.05625,0.55,82.25,0.014062499999999992,349,True
423,19.969761619000565,40.66288700050791,6.516186000226298,selected,ready,direct,direct,0.059375,0.55,82.5,0.017187499999999994,349,True
424,20.016859601999386,40.7059239987575,6.311301000096137,selected,ready,direct,direct,0.06875,0.6,83.25,-0.015624999999999944,351,True
425,20.063793420000366,40.43081700001494,6.4200950000667945,selected,ready,direct,direct,0.065625,0.55,83.25,0.02812499999999999,349,True
426,20.111020751999604,26.52031100114982,6.447113999456633,selected,ready,direct,direct,0.0625,0.55,83.0,0.024999999999999988,349,True
427,20.158089344999098,40.632868998727645,6.353318000037689,selected,ready,direct,direct,0.0625,0.55,82.25,0.010937499999999989,350,True
428,20.205214400999466,40.621165000629844,6.420539999453467,selected,ready,direct,direct,0.0625,0.55,82.25,0.010937499999999989,350,True
429,20.252094127999953,40.53612999996403,6.260875999942073,selected,ready,direct,direct,0.0625,0.55,82.25,0.010937499999999989,350,True
430,20.299405531999582,40.838902999894344,6.3905030001478735,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
431,20.34667647400056,26.5334410014475,6.464946000050986,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
432,20.393665940000574,40.48120600054972,6.426817000829033,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
