frame,elapsed_s,capture_wait_ms,vision_and_pwm_ms,track_status,control_status,near_status,far_status,near_offset,far_y,far_x,preview_error,steering_pwm,pwm_sent
433,20.440716533999876,40.568776999862166,6.401058999472298,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
434,20.487890107000567,40.70849799973075,6.384169000739348,selected,ready,direct,direct,0.059375,0.55,82.25,0.012499999999999997,350,True
435,20.53493675699974,40.58596200047759,6.379836999258259,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
436,20.58244430599916,26.67155000017374,6.501129999378463,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
437,20.6293298290002,40.31989300165151,6.484630999693763,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
438,20.676265850999698,40.41711299942108,6.437373000153457,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
439,20.723328166999636,40.57355499935511,6.405891999747837,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
440,20.770469649000006,40.67860899886,6.38355900082388,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
441,20.81772881299912,26.35670299969206,6.468223999036127,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
442,20.866182550000303,41.936421001082635,6.436095000026398,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
443,20.91179557599935,39.13209799975448,6.396095999662066,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
444,20.958889244000602,40.620850999403046,6.3918740015651565,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
445,21.006076556999687,40.674756999578676,6.430928000554559,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
446,21.05323800199949,26.35247999933199,6.4738359997136286,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
447,21.100373630999457,40.573628999482025,6.480019999798969,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
448,21.14773714600051,40.87262499888311,6.408410001313314,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
449,21.19461339100053,40.394448000370176,6.402021001122193,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
450,21.24161176400048,40.48926100040262,6.427447000532993,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
451,21.288927890000195,26.522719001150108,6.482685999799287,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
452,21.335976206999476,40.54848099985975,6.417354999939562,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
453,21.38306922599986,40.57375900083571,6.416576999981771,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
454,21.43021818899979,40.58553600043524,6.482501999926171,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
455,21.477294652999262,40.5738890003704,6.422594999094144,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
456,21.524472799999785,26.455126999280765,6.482483000581851,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
457,21.57160094899882,40.586593000625726,6.459075999373454,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
458,21.61866278299931,40.57483299948217,6.404650999684236,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
459,21.66564669299987,40.486222998879384,6.416521000573994,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
460,21.71302028199898,40.853069000149844,6.439242999476846,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
461,21.7601286529989,26.350666001235368,6.473927998740692,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
462,21.8070316379999,40.41807700014033,6.402483999409014,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
463,21.854151397999885,40.453963998515974,6.4350770007877145,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
464,21.90128239799924,40.65010900012567,6.397670000296785,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
465,21.9483944349995,40.63072099961573,6.3994840002123965,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
466,21.995598396999412,26.511052001296775,6.467723998866859,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
467,22.042746081999212,40.59049899842648,6.476020000263816,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
468,22.098937503000343,43.5503200005769,12.559991000671289,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
469,22.145963967999705,34.42528900086472,12.462603999665589,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
470,22.19193926600019,34.59265600031358,11.243828999795369,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
471,22.23869121700045,9.393099999215337,11.354179001500597,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
472,22.284639384999537,36.423403000299004,9.39619299970218,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
473,22.329905380000127,35.78795100111165,9.370009000122081,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
474,22.379666556998927,37.669604000257095,11.983000998952775,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
475,22.428670748000513,36.34871999929601,12.515288000940927,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
476,22.473305550000077,5.170800999621861,9.883389000606257,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
477,22.513970492000226,34.08820200093032,6.493648999821744,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
478,22.561078048000127,40.605610998682096,6.4206130009552,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
479,22.608339860998967,40.46907599877159,6.7106639999110484,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
480,22.655262697999206,40.36150299907604,6.471372000305564,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
481,22.702300293000008,26.27320399915334,6.472262000897899,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
482,22.74928755399924,40.48614900057146,6.419761999495677,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
483,22.798032730999694,42.201026999464375,6.463484000050812,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
484,22.843766365998817,39.22841199891991,6.424483999580843,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
485,22.89077258999896,40.29318999891984,6.4188540000031935,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
486,22.93792301599933,26.376091000201995,6.493038999906275,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
487,22.985049941999023,40.5678330007504,6.475890999354306,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
488,23.03205375899961,40.50707500027784,6.411410000509932,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
489,23.079169945000103,40.63138700075797,6.4033740000013495,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
490,23.126289538000492,40.588906000266434,6.449466000049142,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
491,23.173469796000063,26.420034999318887,6.471409000369022,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
492,23.220539075000488,40.56842599857191,6.4182430014625425,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
493,23.267551892000483,40.535944999646745,6.393929001205834,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
494,23.31471929899999,40.69142400112469,6.394428999556112,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
495,23.36187763199996,40.653108999322285,6.425114001103793,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
496,23.40927692399964,26.62243899976602,6.472798000686453,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
497,23.456190687000344,40.3417809993698,6.4906870011327555,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
498,23.50323050299994,40.55531499943754,6.401336000635638,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
499,23.550487798000177,40.77631099971768,6.400837000910542,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
500,23.597383320000517,40.37394699844299,6.439854001655476,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
501,23.644704427999386,26.541182000073604,6.456556999182794,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
502,23.691615821000596,40.407225000308244,6.421280000722618,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
503,23.738840746000278,40.7266449983581,6.417170001441264,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
504,23.785790044999885,40.44907599927683,6.419225001081941,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
505,23.832855749999,40.57868500058248,6.405909998647985,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
506,23.880174931999136,26.584920999084716,6.455353999626823,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
507,23.927423892999286,40.52464899905317,6.4607980002620025,selected,ready,direct,direct,0.059375,0.55,82.25,0.012499999999999997,350,True
508,23.974459265000405,40.49485299947264,6.457909001255757,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
509,24.021520358999624,40.570684999693185,6.407557999409619,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
510,24.068510176999553,40.505222999854595,6.401947999620461,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
511,24.117264722999607,27.990119000605773,6.45539099969028,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
512,24.162806324000485,39.03150699989055,6.428095000956091,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
513,24.20994463900024,40.63047999989067,6.427632000850281,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
514,24.257024659000308,40.57574000034947,6.424003000574885,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
515,24.304098438000437,40.581610001027,6.410337000488653,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
516,24.351399694000065,25.960987999496865,6.457409001086489,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
517,24.398511583000072,40.584091999335214,6.446891000450705,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
518,24.445532288998947,40.51418600101897,6.423650998840458,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
519,24.49260643799971,40.58748099851073,6.4072250006574905,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
520,24.53993563899894,40.83649499989406,6.41207699845836,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
521,24.58692106699891,26.15368799888529,6.449038999562617,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
522,24.634091992998947,40.63636899991252,6.453336000049603,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
523,24.68104908799978,40.45433500141371,6.421575999411289,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
524,24.728221829000177,40.68390499924135,6.406189000699669,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
525,24.77534401400044,40.64427600133058,6.395892000000458,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
526,24.822649456000363,26.526515001023654,6.47878000017954,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
527,24.869674420999218,40.441687999191345,6.500630999653367,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
528,24.916686959999424,40.509092999855056,6.4221510001516435,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
529,24.963875921999716,40.468649998729234,6.446891000450705,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
530,25.01095562699993,40.577406998636434,6.421207001039875,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
531,25.058159033000265,26.424313000461552,6.471501999840257,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
532,25.105163664999054,40.53377800119051,6.387317998814979,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
533,25.15223072200024,40.548073999161716,6.436707000830211,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
534,25.199283629999627,40.583017998869764,6.387318000633968,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
535,25.246450147998985,40.6784240003617,6.406242999219103,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
536,25.293640906998917,26.45644200129027,6.456297998738592,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
537,25.34095731100024,40.69759000049089,6.536722999953781,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
538,25.387847574998887,40.40570700090029,6.402224998964812,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
539,25.4357351919989,41.40961499979312,6.3962259991967585,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
540,25.482127851999394,39.85345699948084,6.459316000473336,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
541,25.529264519000208,26.35733300121501,6.444927999837091,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
542,25.576369926999178,40.57994400136522,6.443242999012,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
543,25.623348688999613,40.495094001016696,6.401557999197394,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
544,25.670672574999116,40.83388499930152,6.4078359991981415,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
545,25.717833630000314,40.666016000614036,6.4125030003197026,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
546,25.76514508999935,26.553310000963393,6.455668999478803,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
547,25.812158814000213,40.447704999678535,6.483131001004949,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
548,25.859310444000585,40.62542499923438,6.445410001106211,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
549,25.90638166700046,40.51135299960151,6.479020001279423,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
550,25.953564759000074,40.633479999087285,6.466872000601143,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
551,26.000563428000532,26.058707999254693,6.46363100167946,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
552,26.047650040000008,40.57253700011643,6.430854000427644,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
553,26.09484990999954,40.66490500008513,6.4537250000284985,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
554,26.141623748999336,40.261505000671605,6.429298999137245,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
555,26.189020670999525,40.880810000089696,6.434020999222412,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
556,26.23638890700022,26.60495800046192,6.481372000052943,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
557,26.283360798999638,40.40553999948315,6.483963999926345,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
558,26.330357615999674,40.47063199868717,6.444631000704248,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
559,26.37755752299927,40.69786800027941,6.421391999538173,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
560,26.424604838999585,40.525057000195375,6.439724000301794,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
561,26.47182291199897,26.45816400035983,6.465131998993456,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
562,26.51887835799971,40.545741001551505,6.430576999264304,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
563,26.566018301999065,40.604961999633815,6.453038999097771,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
564,26.613026618999356,40.51376000097662,6.414076999135432,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
565,26.66020311899956,40.672294999239966,6.421873000363121,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
566,26.707475838999017,26.516182000705157,6.477797998741153,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
567,26.755436121000457,41.58248200110393,6.2968940001155715,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
568,26.801781763999315,39.80456899989804,6.458760999521473,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
569,26.848627453999143,40.3436699998565,6.419761999495677,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
570,26.895767064999745,40.63946099995519,6.4176140003837645,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
571,26.94279284500044,26.270333999491413,6.4692800006014295,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
572,26.98978318099944,40.450835000228835,6.458390998886898,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
573,27.036961550000342,40.50101999928302,6.412002001525252,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
574,27.08405266199952,40.59129599954758,6.418483999368618,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
575,27.131065145998946,40.52583400152798,6.405409998478717,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
576,27.178357587999926,26.52732900060073,6.4686320001783315,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
577,27.225489050999386,40.547314998548245,6.501538000520668,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
578,27.272546440999577,40.551518999563996,6.42296499972872,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
579,27.319470815000386,40.4308540000784,6.411243000911782,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
580,27.36738659799994,41.43770699920424,6.3976510009524645,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
581,27.413953774999754,25.695918000565143,6.5647409992379835,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
582,27.46101457199984,40.53105599996343,6.445687000450562,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
583,27.517348916999254,43.5221530005947,12.730210999507108,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
584,27.564278531999662,34.21797800001514,12.569268999868655,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
585,27.609713431000273,34.07264599991322,11.21995900030015,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
586,27.65689628200016,9.842703999311198,11.320327001158148,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
587,27.702650953999182,36.16522199990868,9.46056300017517,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
588,27.748131000000285,35.93811599967012,9.433229000933352,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
589,27.79676667899912,37.62329000164755,10.904371998549323,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
590,27.845390264999878,37.264278000293416,11.229644000195549,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
591,27.891746573999626,9.84031499865523,10.541248000663472,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
592,27.932169076999344,33.913612000105786,6.42424400029995,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
593,27.979135653000412,40.503094000087,6.3808360009716125,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
594,28.02626485700057,40.60535199823789,6.442557001719251,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
595,28.073400134999247,40.463631999955396,6.439261000195984,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
596,28.120565653000085,26.413665000291076,6.443112999477307,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
597,28.16768050599967,40.566481000496424,6.466131999331992,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
598,28.214809208999213,40.59946300003503,6.447593999837409,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
599,28.26181117499982,40.489835000698804,6.4311320002161665,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
600,28.308979692999856,40.68873899996106,6.397966000804445,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
601,28.356160839999575,26.438294000399765,6.4634459995431826,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
602,28.403226211999936,40.54163000000699,6.440965000365395,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
603,28.450312193999707,40.54616699977487,6.457391000367352,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
604,28.497542600000088,40.70301600040693,6.444742999519804,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
605,28.544539731999976,40.470631000061985,6.446391000281437,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
606,28.5917446200001,26.492052000321564,6.445946999519947,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
607,28.63896356300029,40.648108999448596,6.489150000561494,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
608,28.68670840499908,41.25320999992255,6.408743998690625,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
609,28.733041121999122,39.833290999013116,6.419780000214814,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
610,28.780126974999803,40.59946199959086,6.4047440009744605,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
611,28.827348491999146,26.50895999977365,6.448427999202977,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
612,28.874317865000194,40.45137299908674,6.436076000682078,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
613,28.92147553199902,40.63511000094877,6.441113999244408,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
614,28.96849033000035,40.54548199928831,6.387707000612863,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
615,29.015736216999358,40.709201000936446,6.456483999500051,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
616,29.06297527099923,26.500755999222747,6.457428000430809,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
617,29.110096770999007,40.3609660006623,6.500556999526452,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
618,29.156954091000443,40.36583700144547,6.410410000171396,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
619,29.2041183500005,40.69086799972865,6.390152000676608,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
620,29.251213609999468,40.62251699906483,6.388726000295719,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
621,29.29879682399951,26.830083999811905,6.452686999182333,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
622,29.34548855399953,40.19039500053623,6.418946999474429,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
623,29.392551554999955,40.57462899982056,6.407762000890216,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
624,29.43977296199955,40.74416299954464,6.394763000571402,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
625,29.48689714700049,40.64262799874996,6.400596001185477,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
626,29.53413270099918,22.543916000358877,6.499000999610871,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
627,29.581152257998838,40.466889999152045,6.469056999776512,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
628,29.628369590000148,40.71525599829329,6.419373001335771,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
629,29.675354556000457,40.49309299989545,6.407781000234536,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
630,29.72242996499881,40.55081499973312,6.442928999604192,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
631,29.769612907999544,26.384849999885773,6.4787979990796885,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
632,29.81671705699955,40.59329499978048,6.428688000596594,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
633,29.863746576998892,40.54194499985897,6.406835998859606,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
634,29.910900761999073,40.660591001142166,6.412335998902563,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
635,29.95802244799961,40.609962001326494,6.42968799911614,selected,ready,direct,direct,0.059375,0.55,82.0,0.007812499999999993,350,True
636,30.006337965000057,27.543922999029746,6.473113000538433,selected,ready,direct,direct,0.059375,0.55,81.75,0.003124999999999989,350,True
