frame,elapsed_s,capture_wait_ms,processing_ms,track_status,target_status,offset
1,0.034765999000228476,31.733878000522964,2.7141339996887837,no_track,unavailable,
2,0.08113378199959698,27.16796599997906,2.07588100056455,no_track,unavailable,
3,0.12811868799963122,44.8669899997185,2.071289000014076,no_track,unavailable,
4,0.1751927949999299,44.96481899968785,2.062956000372651,no_track,unavailable,
5,0.2224132669998653,45.14973900040786,2.025512999352941,no_track,unavailable,
6,0.2694136370000706,44.963821999772335,1.9913100004487205,no_track,unavailable,
7,0.31792280099944037,46.47050299990951,1.992772999983572,no_track,unavailable,
8,0.3638061040001048,43.74159100007091,2.09599200024968,no_track,unavailable,
9,0.4106577960001232,44.76125500059425,2.0432339997569215,no_track,unavailable,
10,0.45777532899955986,45.07659499995498,1.9921809998777462,no_track,unavailable,
11,0.504869843999586,45.072113999594876,1.975311000023794,no_track,unavailable,
12,0.552020282999365,45.080853999934334,2.0238460001564818,no_track,unavailable,
13,0.5991192060000685,45.0130609997359,2.0390299996506656,no_track,unavailable,
14,0.6462134240000523,45.06526100067276,1.9826259995170403,no_track,unavailable,
15,0.6933342909997009,45.090335000168125,1.9841439998344867,no_track,unavailable,
16,0.7405283950001831,45.11877799996,2.0293279994803015,no_track,unavailable,
17,0.787648352999895,45.0382629996966,2.0348269999885815,no_track,unavailable,
18,0.8347713859993746,45.01693000020168,2.0587150002029375,no_track,unavailable,
19,0.8818253469999036,45.02596699967398,1.9808300003205659,no_track,unavailable,
20,0.9298982680002155,46.051037999859545,1.9760329996643122,no_track,unavailable,
21,0.9760935599997538,44.12720599975728,2.0210500006214716,no_track,unavailable,
22,1.0232041299996126,45.03091200058407,2.0334379996711505,no_track,unavailable,
23,1.0702177409993965,44.997227999374445,1.9727000008060713,no_track,unavailable,
24,1.1174855459994433,30.23295699949813,2.016847000049893,no_track,unavailable,
25,1.1645267849999072,44.972801999392686,2.022012999987055,no_track,unavailable,
26,1.2116860389996873,45.069929000419506,2.043344999947294,no_track,unavailable,
27,1.2587226139994527,44.954045999475056,2.0373090001157834,no_track,unavailable,
28,1.3058649069998864,45.09037400021043,2.0067169998583267,no_track,unavailable,
29,1.353199248999772,45.29138499947294,1.9985510007245466,no_track,unavailable,
30,1.400074608000068,44.78853400087246,2.0424199992703507,no_track,unavailable,
31,1.447287545999643,45.11553999964235,2.0512900000539958,no_track,unavailable,
32,1.4942644759994437,44.917158000316704,2.014957999563194,no_track,unavailable,
33,1.5414712849997159,45.17712999950163,1.984848000574857,no_track,unavailable,
34,1.588503805000073,44.931139000254916,2.033253999798035,no_track,unavailable,
35,1.6403639680002016,48.451779000060924,3.3630709995122743,no_track,unavailable,
36,1.6860372450000796,42.431331000443606,3.1780780000190134,no_track,unavailable,
37,1.733972117999656,43.971011000394356,3.899716999512748,no_track,unavailable,
38,1.784500740999647,46.40133999964746,4.05261900050391,no_track,unavailable,
39,1.8291777969998293,40.550626999902306,4.053192000355921,no_track,unavailable,
40,1.876233668000168,42.93512499953067,4.048988999784342,no_track,unavailable,
41,1.923746798999673,43.41995800041332,4.020489999675192,no_track,unavailable,
42,1.9704689049995068,42.656468999666686,3.990084000179195,no_track,unavailable,
43,2.0177192679993823,43.152745999577746,4.02402700001403,no_track,unavailable,
44,2.0647059559996706,42.86864699952275,4.045007000058831,no_track,unavailable,
45,2.111761993000073,42.95895799987193,4.023119000521547,no_track,unavailable,
46,2.158074948999456,13.50285700027598,2.924422000432969,no_track,unavailable,
47,2.203559139999925,42.48232800000551,2.9424399999697926,no_track,unavailable,
48,2.2526115829996343,46.03561599924433,2.9609760003950214,no_track,unavailable,
49,2.3003597609995268,43.64800700022897,4.042673999720137,no_track,unavailable,
50,2.347381468999629,42.898943000182044,4.051988999890455,no_track,unavailable,
51,2.3946337409997795,43.188765999730094,3.992176000792824,no_track,unavailable,
52,2.4415670079997653,42.87001900047471,3.9925829996718676,no_track,unavailable,
53,2.4888117059999786,43.15904400027648,4.012508999949205,no_track,unavailable,
54,2.5357911000000968,42.90207299982285,4.007917000308225,no_track,unavailable,
55,2.5829835969998385,43.125229999532166,3.997158000856871,no_track,unavailable,
56,2.630129207000209,43.08545399999275,3.991307000433153,no_track,unavailable,
57,2.6771447299997817,42.93990499991196,4.0077499998005806,no_track,unavailable,
58,2.724312708999605,43.06278899912286,4.034692999994149,no_track,unavailable,
59,2.771368099999563,42.970717999196495,4.016824000245833,no_track,unavailable,
60,2.818389047999517,42.9718290006349,3.9791769995645154,no_track,unavailable,
61,2.866438048999953,43.98175200003607,3.996916999312816,no_track,unavailable,
62,2.9127012119997744,42.18645299988566,4.009472000689129,no_track,unavailable,
63,2.959989093999866,43.18467299981421,4.033156000332383,no_track,unavailable,
64,3.0069884129998172,42.88077700039139,4.050878000271041,no_track,unavailable,
65,3.0541763359997276,43.109009000545484,4.003120999186649,no_track,unavailable,
66,3.101365870999871,43.11210200012283,4.0031389999057865,no_track,unavailable,
67,3.1482646939994083,42.79837400008546,4.031100000247534,no_track,unavailable,
68,3.195565686000009,14.161498999783362,3.0592500006605405,no_track,unavailable,
69,3.240065438999409,41.50742500041815,2.934737000032328,no_track,unavailable,
70,3.2871701819994996,44.112137999945844,2.937792000011541,no_track,unavailable,
71,3.3367424759999267,45.499935999941954,4.0164720003303955,no_track,unavailable,
72,3.383868773999893,43.04432899971289,4.008601999885286,no_track,unavailable,
73,3.4309521479999603,42.98116399968421,4.033823000099801,no_track,unavailable,
74,3.479446206999455,44.41945999951713,4.00726800035045,no_track,unavailable,
75,3.5251921879998918,41.67662300005759,4.001786999651813,no_track,unavailable,
76,3.572315800999604,43.03714299931016,4.016157000478415,no_track,unavailable,
77,3.619612091999443,43.20208199987974,4.020378999484819,no_track,unavailable,
78,3.666556397000022,42.89166800026578,3.9767139996911283,no_track,unavailable,
79,3.7137183610002467,43.05360600028507,3.9919359996929416,no_track,unavailable,
80,3.7609463029994004,43.13323199949082,4.024324000056367,no_track,unavailable,
81,3.8079949739994845,42.969979000190506,4.010009999547037,no_track,unavailable,
82,3.8551689369996893,43.073401000583544,4.032490000099642,no_track,unavailable,
83,3.9021193150001636,42.910908000521886,3.970214999753807,no_track,unavailable,
84,3.9496498939997764,42.98299800029781,4.478195000046981,no_track,unavailable,
85,3.996361262999926,42.602753000210214,4.0373409992753295,no_track,unavailable,
86,4.04349756099964,43.025384999964444,4.041803999825788,no_track,unavailable,
87,4.092457656999613,44.86490499948559,4.025657000056526,no_track,unavailable,
88,4.137839578999774,41.2839159998839,4.030379000141693,no_track,unavailable,
89,4.185053317999518,43.12017700067372,4.026415999760502,no_track,unavailable,
90,4.2313516309995975,14.341807999699085,2.9588840006908868,no_track,unavailable,
91,4.276502804999836,42.19467799975973,2.900109000620432,no_track,unavailable,
92,4.3237815610000325,44.313669000075606,2.9111270005159895,no_track,unavailable,
93,4.37335696899936,45.51160400023946,4.001805999905628,no_track,unavailable,
94,4.42044241900021,43.014239000513044,3.9970660000108182,no_track,unavailable,
95,4.467478333000145,42.94946399932087,4.0180460000556195,no_track,unavailable,
96,4.514537820999976,42.99838799943245,3.991139999925508,no_track,unavailable,
97,4.561673286999394,42.948870999680366,3.9799919995857636,no_track,unavailable,
98,4.609141128999909,43.35559599985572,4.043359999741369,no_track,unavailable,
99,4.656024031000015,42.77685899978678,4.037286000311724,no_track,unavailable,
100,4.704382504999558,44.2696159998377,4.020324000521214,no_track,unavailable,
101,4.750471122999443,41.84465500020451,4.003824000392342,no_track,unavailable,
102,4.79739643099947,42.85383800015552,4.003824000392342,no_track,unavailable,
103,4.844656225999643,43.17999100021552,4.008305999377626,no_track,unavailable,
104,4.891641901000185,42.904058000203804,4.010730999652878,no_track,unavailable,
105,4.938737165999555,43.037811999965925,3.986620999967272,no_track,unavailable,
106,4.985879593999925,43.08349599978101,3.9874909998616204,no_track,unavailable,
107,5.033120426999631,43.13306699987152,4.0371570003117085,no_track,unavailable,
108,5.0804667369993695,43.2106569996904,4.06624799961719,no_track,unavailable,
109,5.127171311999518,42.586181999467954,4.047822000757151,no_track,unavailable,
110,5.174350129000231,43.11293899991142,3.9910280002004583,no_track,unavailable,
111,5.221320323999862,42.91665100026876,3.982270000051358,no_track,unavailable,
112,5.268746169999758,14.128095000160101,4.093302000001131,no_track,unavailable,
113,5.313171689000228,41.43600699990202,2.91990400000941,no_track,unavailable,
114,5.360286231999453,44.134474999736995,2.924460000031104,no_track,unavailable,
115,5.409748774999571,45.411053999487194,3.994935999799054,no_track,unavailable,
116,5.456914890999542,43.06431300028635,4.032304999782355,no_track,unavailable,
117,5.503950178000196,42.9693350006346,3.9969729996300885,no_track,unavailable,
118,5.552578679999897,44.47507199984102,4.083191999598057,no_track,unavailable,
119,5.598221133000152,41.587722999793186,3.986622000411444,no_track,unavailable,
120,5.645427061000191,43.13719899982971,3.9988620001167874,no_track,unavailable,
121,5.692466384999534,42.93287299969961,4.037787000015669,no_track,unavailable,
122,5.739562409999962,43.01192599996284,4.016897999463254,no_track,unavailable,
