frame,elapsed_s,sensor_timestamp,exposure_time,analogue_gain
45,2.078627241000504,11320414272000,29968,2.75
46,2.123523029998978,11320461386000,29968,2.75
47,2.170889351000369,11320508502000,29968,2.8125
48,2.2191637129999435,11320555617000,29968,2.8125
49,2.2652973330004897,11320602734000,29968,2.8125
50,2.3124297329995898,11320649848000,29968,2.8125
51,2.359049529999538,11320696964000,29968,2.8125
52,2.405956950999098,11320744080000,29968,2.8125
53,2.4531426089997694,11320791195000,29968,2.8125
54,2.5002878790000977,11320838311000,29968,2.8125
55,2.5482996159989852,11320885425000,29968,2.8125
56,2.5954688109995914,11320932541000,29968,2.8125
57,2.6428902610005025,11320979658000,29968,2.8125
58,2.6895500939990598,11321026772000,29968,2.8125
59,2.736000413000511,11321073888000,29968,2.8125
60,2.782914482999331,11321121003000,29968,2.8125
61,2.830134231999182,11321168119000,29968,2.8125
62,2.877209373998994,11321215233000,29968,2.8125
63,2.9243864210002357,11321262348000,29968,2.8125
64,2.9720763660006924,11321309465000,29968,2.8125
65,3.019393262999074,11321356582000,29968,2.8125
66,3.0670003579998593,11321403697000,29968,2.8125
67,3.1128009280000697,11321450812000,29968,2.8125
68,3.1599748819990054,11321497927000,29968,2.8125
69,3.2071834660000604,11321545042000,29968,2.8125
70,3.2541575899995223,11321592157000,29968,2.8125
71,3.3016521869994904,11321639273000,29968,2.8125
72,3.3486463480003295,11321686388000,29968,2.875
73,3.3961932780002826,11321733505000,29968,2.875
74,3.4435089889993833,11321780621000,29968,2.875
75,3.491238730999612,11321827734000,29968,2.875
76,3.5369498019990715,11321874850000,29968,2.875
77,3.584503861000485,11321921967000,29968,2.9375
78,3.631150601999252,11321969082000,29968,2.9375
79,3.678864176999923,11322016194000,29968,3.0
80,3.72540816000037,11322063312000,29968,3.0
81,3.772641465999186,11322110428000,29968,3.0
82,3.8206798689989228,11322157541000,29968,3.0625
83,3.8679301550000673,11322204661000,29968,3.125
84,3.914809335999962,11322251776000,29968,3.125
85,3.9613948009991873,11322298890000,29968,3.1875
86,4.008574162000514,11322346005000,29968,3.25
87,4.055324549999568,11322393121000,29968,3.25
88,4.102427634999913,11322440235000,29968,3.25
89,4.14981660400008,11322487352000,29968,3.3125
90,4.1965326400004415,11322534465000,29968,3.3125
91,4.243742185999508,11322581580000,29968,3.3125
92,4.290964620999148,11322628698000,29968,3.375
93,4.338700436999716,11322675814000,29968,3.375
94,4.385726578999311,11322722930000,29968,3.375
95,4.433629835999454,11322770045000,29968,3.4375
96,4.4791169479995006,11322817160000,29968,3.4375
97,4.527910912000152,11322864276000,29968,3.5
98,4.573420190999968,11322911392000,29968,3.5
99,4.620771289999539,11322958508000,29968,3.5
100,4.667605397999068,11323005622000,29968,3.5
101,4.7150482929991995,11323052738000,29968,3.5625
102,4.7630261409995,11323099853000,29968,3.5625
103,4.80977410199921,11323146970000,29968,3.5625
104,4.856785669999226,11323194086000,29968,3.5625
105,4.903402967000147,11323241200000,29968,3.5625
106,4.950353017999078,11323288314000,29968,3.5625
107,4.997666580999066,11323335432000,29968,3.625
108,5.0444934490005835,11323382546000,29968,3.625
109,5.09247540800061,11323429662000,29968,3.625
110,5.14052570000058,11323476778000,29968,3.6875
111,5.187082905000352,11323523895000,29968,3.6875
112,5.233038824000687,11323571007000,29968,3.6875
113,5.280260314999396,11323618121000,29968,3.6875
114,5.327024923999488,11323665239000,29968,3.6875
115,5.374338616999012,11323712354000,29968,3.6875
116,5.421446017000562,11323759470000,29968,3.6875
117,5.46858815700034,11323806584000,29968,3.6875
118,5.516411025999332,11323853701000,29968,3.6875
119,5.563521129999572,11323900814000,29968,3.6875
120,5.611096077000184,11323947930000,29968,3.6875
121,5.657045588999608,11323995047000,29968,3.6875
122,5.704384503000256,11324042163000,29968,3.6875
123,5.753117136000583,11324089278000,29968,3.6875
124,5.798502379000638,11324136395000,29968,3.6875
125,5.845524168998963,11324183510000,29968,3.6875
126,5.892666439000095,11324230624000,29968,3.6875
127,5.939774839000165,11324277740000,29968,3.6875
128,5.986781055000392,11324324856000,29968,3.6875
129,6.035755201999564,11324371972000,29968,3.6875
130,6.081802451999465,11324419085000,29968,3.6875
131,6.128621042000304,11324466203000,29968,3.6875
132,6.175346781999906,11324513317000,29968,3.6875
133,6.222316794999642,11324560433000,29968,3.6875
134,6.269690949999131,11324607549000,29968,3.6875
135,6.317047160000584,11324654665000,29968,3.625
136,6.365063101000487,11324701780000,29968,3.625
137,6.411147851000351,11324748895000,29968,3.5625
138,6.458811537999281,11324796010000,29968,3.5625
139,6.505884438000066,11324843125000,29968,3.5625
140,6.553710455998953,11324890242000,29968,3.5
141,6.599444415000107,11324937357000,29968,3.5
142,6.646732404999057,11324984472000,29968,3.5
143,6.693748768999285,11325031586000,29968,3.5
144,6.740763133000655,11325078703000,29968,3.5
145,6.788162621000083,11325125820000,29968,3.4375
146,6.835038932000316,11325172935000,29968,3.4375
147,6.882278421999217,11325220050000,29968,3.4375
148,6.929440636000436,11325267165000,29968,3.375
149,6.978062899999713,11325314280000,29968,3.3125
150,7.023532881999927,11325361395000,29968,3.3125
151,7.070511395000722,11325408513000,29968,3.3125
152,7.117953401000705,11325455627000,29968,3.25
153,7.164844008000728,11325502740000,29968,3.25
154,7.213562991999424,11325549859000,29968,3.25
155,7.260050847000457,11325596971000,29968,3.1875
156,7.307035563000682,11325644089000,29968,3.1875
157,7.353284921999148,11325691205000,29968,3.1875
158,7.400883832000545,11325738321000,29968,3.125
159,7.4476509599990095,11325785435000,29968,3.125
160,7.494745934000093,11325832549000,29968,3.125
161,7.543963058000372,11325879667000,29968,3.0625
162,7.591545097999187,11325926782000,29968,3.0625
163,7.636867045999679,11325973898000,29968,3.0625
164,7.683379510999657,11326021010000,29968,3.0
165,7.730409394000162,11326068129000,29968,3.0
166,7.777272815999822,11326115244000,29968,3.0
167,7.8245962870005314,11326162359000,29968,2.9375
168,7.872550672000216,11326209475000,29968,2.875
169,7.919434039000407,11326256592000,29968,2.875
170,7.965819469000053,11326303705000,29968,2.875
171,8.012862018000305,11326350822000,29968,2.875
172,8.061988903000383,11326397937000,29968,2.8125
173,8.108010986999943,11326445054000,29968,2.75
174,8.155040055000427,11326492166000,29968,2.75
175,8.203332769000554,11326539283000,29968,2.75
176,8.2482907779995,11326586398000,29968,2.75
177,8.295714801999566,11326633513000,29968,2.6875
178,8.342503744999703,11326680631000,29968,2.6875
179,8.390378501999294,11326727745000,29968,2.6875
180,8.437419829000646,11326774861000,29968,2.6875
181,8.484025421999831,11326821978000,29968,2.6875
182,8.531015565000416,11326869092000,29968,2.6875
183,8.578422292999676,11326916208000,29968,2.625
184,8.625331474000632,11326963323000,29968,2.625
185,8.672528539000268,11327010439000,29968,2.625
186,8.71946194100019,11327057554000,29968,2.625
187,8.767064407000362,11327104668000,29968,2.5625
188,8.813647111999671,11327151785000,29968,2.5625
189,8.861023285000556,11327198899000,29968,2.5625
190,8.908846525000627,11327246016000,29968,2.5625
191,8.955696520999481,11327293132000,29968,2.5625
192,9.003815460000624,11327340247000,29968,2.5
193,9.049573345000681,11327387361000,29968,2.5
194,9.096462007999435,11327434478000,29968,2.5
195,9.143565074000435,11327481593000,29968,2.5
196,9.191073005000362,11327528710000,29968,2.4375
197,9.237846132000413,11327575824000,29968,2.4375
198,9.285229768000136,11327622940000,29968,2.4375
199,9.33293769500051,11327670051000,29968,2.4375
200,9.379962336999597,11327717169000,29968,2.4375
201,9.428475120999792,11327764286000,29968,2.375
202,9.473513646998981,11327811399000,29968,2.375
203,9.522355869999956,11327858515000,29968,2.375
204,9.56883726200067,11327905631000,29968,2.375
205,9.616501986000003,11327952747000,29968,2.375
206,9.662165465000726,11327999859000,29968,2.375
207,9.70889440800056,11328046977000,29968,2.375
208,9.756639093999183,11328094092000,29968,2.3125
209,9.803223520999381,11328141208000,29968,2.3125
210,9.852341682999395,11328188323000,29968,2.3125
211,9.898432117999619,11328235440000,29968,2.3125
212,9.94531537399962,11328282555000,29968,2.3125
213,9.991823431999364,11328329669000,29968,2.3125
214,10.038955497999268,11328376786000,29968,2.3125
215,10.088571189000504,11328423900000,29968,2.3125
216,10.133001281999896,11328471016000,29968,2.3125
217,10.180290197000431,11328518132000,29968,2.3125
218,10.227726590999737,11328565247000,29968,2.3125
219,10.275477462000708,11328612362000,29968,2.25
220,10.322259589000168,11328659479000,29968,2.25
221,10.369929368000157,11328706594000,29968,2.25
222,10.41569073500068,11328753709000,29968,2.25
223,10.462892040999577,11328800824000,29968,2.25
224,10.510073827999804,11328847940000,29968,2.25
225,10.560717686999851,11328895055000,29968,2.25
226,10.604291387000558,11328942170000,29968,2.25
227,10.651430971000082,11328989287000,29968,2.25
228,10.698616333000246,11329036402000,29968,2.25
229,10.74558288300068,11329083517000,29968,2.25
230,10.793575194000368,11329130633000,29968,2.25
231,10.840465134000624,11329177749000,29968,2.25
232,10.888248208000732,11329224865000,29968,2.25
233,10.934013444999437,11329271979000,29968,2.25
234,10.981190620999769,11329319095000,29968,2.25
235,11.02833377999923,11329366210000,29968,2.25
236,11.075556881000011,11329413325000,29968,2.25
237,11.122476153999742,11329460442000,29968,2.25
238,11.169730366000294,11329507557000,29968,2.25
239,11.218533256000228,11329554673000,29968,2.25
240,11.264543711999067,11329601786000,29968,2.25
241,11.311716776999674,11329648903000,29968,2.25
242,11.358226111999102,11329696017000,29968,2.25
243,11.405294476000563,11329743135000,29968,2.25
244,11.452428986000086,11329790250000,29968,2.25
245,11.504422267000336,11329837364000,29968,2.25
246,11.54662800799997,11329884481000,29968,2.25
247,11.593534429999636,11329931596000,29968,2.25
248,11.640739013000712,11329978712000,29968,2.25
249,11.687807136000629,11330025827000,29968,2.25
250,11.735010774998955,11330072942000,29968,2.25
251,11.7819472329993,11330120059000,29968,2.25
252,11.829024762999325,11330167173000,29968,2.25
253,11.876190327999211,11330214289000,29968,2.25
254,11.923338930999307,11330261404000,29968,2.25
255,11.970726343999559,11330308520000,29968,2.25
256,12.017566025999258,11330355635000,29968,2.25
257,12.06478777600023,11330402751000,29968,2.25
258,12.111653939000462,11330449867000,29968,2.25
259,12.159096147999662,11330496985000,29968,2.25
260,12.206119401000251,11330544098000,29968,2.25
261,12.253401242000109,11330591211000,29968,2.25
262,12.30032668199965,11330638329000,29968,2.25
263,12.347448006999912,11330685443000,29968,2.25
264,12.39484893900044,11330732560000,29968,2.25
265,12.44174519399894,11330779676000,29968,2.25
266,12.48892170399995,11330826789000,29968,2.25
267,12.535996233998958,11330873906000,29968,2.25
268,12.583069300999341,11330921022000,29968,2.25
269,12.630258773000605,11330968137000,29968,2.25
270,12.677475634000075,11331015251000,29968,2.25
271,12.724304797999139,11331062365000,29968,2.25
272,12.771596305999992,11331109483000,29968,2.25
273,12.818595429000197,11331156599000,29968,2.25
274,12.865704792000543,11331203714000,29968,2.25
275,12.91314259399951,11331250830000,29968,2.25
276,12.959936720999394,11331297945000,29968,2.25
277,13.007189599999037,11331345061000,29968,2.25
278,13.054315461999067,11331392176000,29968,2.25
279,13.101175181000144,11331439291000,29968,2.25
280,13.148672055000134,11331486405000,29968,2.25
281,13.19555386600041,11331533524000,29968,2.25
282,13.242536526999174,11331580636000,29968,2.25
283,13.289997828000196,11331627754000,29968,2.3125
284,13.336948100999507,11331674867000,29968,2.3125
285,13.38465958300003,11331721985000,29968,2.3125
286,13.431147919000068,11331769101000,29968,2.3125
287,13.478390371999922,11331816216000,29968,2.3125
288,13.525407810000615,11331863332000,29968,2.3125
289,13.57245965599941,11331910447000,29968,2.3125
290,13.61981814399951,11331957562000,29968,2.3125
291,13.666541178999978,11332004678000,29968,2.3125
292,13.713937815000463,11332051791000,29968,2.3125
293,13.761125249999168,11332098906000,29968,2.375
294,13.807987579999462,11332146024000,29968,2.375
295,13.855310273000214,11332193140000,29968,2.375
296,13.902302045000397,11332240255000,29968,2.375
297,13.949372073999257,11332287371000,29968,2.375
298,13.996597269000631,11332334486000,29968,2.375
299,14.0436582429993,11332381602000,29968,2.375
300,14.090566590999515,11332428717000,29968,2.375
301,14.137941523000336,11332475833000,29968,2.375
302,14.184875073999137,11332522949000,29968,2.375
303,14.232190802998957,11332570063000,29968,2.375
304,14.279149538999263,11332617179000,29968,2.375
305,14.326401268999689,11332664295000,29968,2.375
306,14.373763424000572,11332711410000,29968,2.4375
307,14.4205811060001,11332758524000,29968,2.4375
308,14.46765243200025,11332805641000,29968,2.4375
309,14.514634963999924,11332852757000,29968,2.4375
310,14.561963914999069,11332899873000,29968,2.4375
311,14.609095739999248,11332946986000,29968,2.4375
312,14.656005532000563,11332994103000,29968,2.4375
313,14.703187041999627,11333041218000,29968,2.4375
314,14.750538603999303,11333088335000,29968,2.4375
315,14.797479376999036,11333135450000,29968,2.4375
316,14.84502412099937,11333182563000,29968,2.5
317,14.891722416999983,11333229681000,29968,2.5
318,14.93876087299941,11333276795000,29968,2.5
319,14.98599551100051,11333323911000,29968,2.5
320,15.03309833700041,11333371026000,29968,2.5
