run,image,near_x,near_status,far_x,far_y,far_status,near_offset,preview_error,steering_pwm,control_status,track_status
134704,000221_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000243_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000265_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000287_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000309_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000331_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000353_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000375_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000397_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000419_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000441_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000463_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000485_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000507_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000529_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000551_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000573_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000595_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
134704,000617_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,no_track
150026,000001_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000023_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000045_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000067_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000089_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000111_raw.jpg,63.91666666666667,interpolated,71.5,0.55,direct,-0.20104166666666662,-0.05885416666666665,355,ready,selected
150026,000133_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000155_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000177_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000199_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000221_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000243_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000265_raw.jpg,72.33333333333333,interpolated,79.0,0.55,direct,-0.0958333333333334,0.029166666666666716,349,ready,selected
150026,000287_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000309_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000331_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000353_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000375_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000397_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000419_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000441_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000463_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000485_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000507_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
