frame,elapsed_s,sensor_timestamp,frame_age_s,fresh,capture_ms,vision_ms,control_status,near_offset,preview_error,requested_throttle,requested_steering,pwm_enabled,stop_reason
1,0.051106291999531095,6271773111000,0.041511441,True,29.251910999846586,17.479375000220898,ready,0.01875,-0.018750000000000013,370,368,True,
2,0.09692721499959589,6271820226000,0.040417062,True,25.242839999918942,16.38048000040726,ready,0.01875,-0.014062500000000002,370,367,True,
3,0.13713864900000772,6271867340000,0.033611289,True,25.061436999749276,11.06055699983699,ready,0.01875,-0.014062500000000002,370,367,True,
4,0.18472694699994463,6271914456000,0.034106384,True,31.96390799985238,11.557116999938444,ready,0.01875,-0.018750000000000013,370,368,True,
5,0.23577677799949015,6271961572000,0.037845645,True,34.07418200004031,12.71084299969516,ready,0.01875,-0.014062500000000002,400,367,True,
6,0.2805873029992654,6272008685000,0.035556134,True,27.85445100016659,12.705731999631098,ready,0.01875,-0.018750000000000013,400,368,True,
7,0.32710205799958203,6272055800000,0.034948111,True,30.252068000663712,12.004232999970554,ready,0.01875,-0.018750000000000013,400,368,True,
8,0.3743850319997364,6272102916000,0.035096438,True,30.971862000114925,12.031807000312256,ready,0.01875,-0.014062500000000002,400,367,True,
9,0.42123253699992347,6272150032000,0.034847683,True,30.62816900001053,11.96023500051524,ready,0.01875,-0.014062500000000002,400,367,True,
10,0.4683240169997589,6272197147000,0.034765608,True,30.84458800003631,11.92792100027873,ready,0.01875,-0.014062500000000002,400,367,True,
11,0.515444402999492,6272244262000,0.034830715,True,30.855309999424207,12.004289999822504,ready,0.021875,-0.015625000000000007,400,367,True,
12,0.5626709709995339,6272291377000,0.03493532,True,30.904807999831974,12.055381000209309,ready,0.01875,-0.014062500000000002,400,367,True,
13,0.6097326740000426,6272338491000,0.03488893,True,30.776479999985895,12.024435999592242,ready,0.015625,-0.0171875,400,368,True,
14,0.6569551119991957,6272385606000,0.034998776,True,30.893310000465135,12.06808299957629,ready,0.01875,-0.018750000000000013,400,368,True,
15,0.7047664789997725,6272432721000,0.035699643,True,30.93308600000455,12.623808999705943,ready,0.0125,-0.01562500000000001,400,367,True,
16,0.7513089929998387,6272479835000,0.035125119,True,30.219125000257918,12.066564999258844,ready,0.0125,-0.01562500000000001,400,367,True,
17,0.7984635819993855,6272526952000,0.035164727,True,30.66779700020561,12.230338999870582,ready,0.009375,-0.014062500000000007,400,367,True,
18,0.8465126099999907,6272574066000,0.036085292,True,31.45653499996115,12.323429000389297,ready,0.00625,-0.01718750000000001,400,368,True,
19,0.8931386409994957,6272621181000,0.035612823,True,29.713787000218872,12.660604999837233,ready,-0.003125,-0.0125,400,367,True,
20,0.9391443369995613,6272668296000,0.034496112,True,29.960650999782956,11.783314000240352,ready,0.021875,-0.020312500000000004,400,368,True,
21,0.9869102799993925,6272715411000,0.035146166,True,31.379777999973157,12.126100999921618,ready,0.015625,-0.0171875,400,368,True,
22,1.0339524289993278,6272762526000,0.035077796,True,30.58126300038566,12.20482099961373,ready,0.015625,-0.0171875,400,368,True,
23,1.0805046649993528,6272809641000,0.034524384,True,30.75864700076636,11.543154999344551,ready,0.00625,0.015624999999999991,400,363,True,
24,1.13052550699922,6272856756000,0.037423986,True,33.552826999766694,12.216653999530536,ready,0.034375,-0.04062499999999994,400,371,True,
25,1.1754362719993878,6272903869000,0.035228509,True,28.350086000500596,12.31557699975383,ready,0.028125,-0.028124999999999966,400,369,True,
26,1.2228157819999979,6272950984000,0.03548439,True,30.456248000518826,12.66358599968953,ready,0.025,0.0015624999999999944,400,365,True,
27,1.2710273229995437,6272998101000,0.036561876,True,31.723230999887164,12.217134999445989,ready,0.01875,-0.004687500000000008,400,366,True,
28,1.3172158659999695,6273045214000,0.035642715,True,29.231375000563276,12.690177999502339,ready,0.01875,-0.004687500000000008,400,366,True,
29,1.3630798629992569,6273092331000,0.034393212,True,30.16883100008272,11.429287000282784,ready,0.01875,-0.014062500000000002,400,367,True,
30,1.411564174999512,6273139445000,0.035753728,True,31.462478999856103,12.749158000588068,ready,0.0125,-0.0062500000000000056,400,366,True,
31,1.4580260249995263,6273186561000,0.035110244,True,30.35102900048514,11.848905000078958,ready,0.0125,-0.0015625000000000049,400,365,True,
32,1.5045344849995672,6273233676000,0.03450913,True,30.68077900024946,11.569986999347748,ready,0.025,-0.012500000000000011,400,367,True,
33,1.5537967000000208,6273280791000,0.03662518,True,31.937039999320405,13.037464000262844,ready,0.0203125,-0.014843750000000013,400,367,True,
34,1.6013793519996398,6273327904000,0.037070258,True,29.668695999134798,13.59737400071026,ready,0.046875,-0.04687499999999993,400,372,True,
35,1.6470995379995657,6273375019000,0.035729091,True,29.270337000525615,12.186117999590351,ready,0.03125,-0.024999999999999953,400,369,True,
36,1.693742383999961,6273422136000,0.035237677,True,30.26208699975541,12.105249000342155,ready,0.025,-0.021874999999999964,400,368,True,
37,1.7414467909993618,6273469251000,0.035847751,True,30.631891999291838,12.818211000194424,ready,0.01875,-3.469446951953614e-18,400,365,True,
38,1.7877521279997381,6273516365000,0.035018051,True,29.93876399978035,12.08784300069965,ready,0.021875,-0.0015625000000000014,400,365,True,
39,1.8352118029997655,6273563480000,0.035364597,True,31.004084999949555,12.181229999441712,ready,0.015625,0.001562499999999998,400,365,True,
40,1.882033255999886,6273610595000,0.035100456,True,30.438378999861015,12.13910099977511,ready,0.0125,0.007812499999999998,400,364,True,
41,1.9289532419998068,6273657709000,0.034913979,True,30.71901900057128,11.963124999965657,ready,0.03125,-0.0015625000000000014,400,365,True,
42,1.9756122919998234,6273704825000,0.034443196,True,30.938421000428207,11.467786000139313,ready,0.025,0.015625,400,363,True,
