frame,elapsed_s,capture_wait_ms,processing_ms,track_status,target_status,offset,steering_pwm,throttle_pwm
27,1.3052965040005802,39.53900400119892,13.987635999001213,selected,direct,-0.04375,352,400
28,1.3511526429992955,31.600989999788,14.17340999978478,selected,direct,-0.05625,352,400
29,1.3972194640009548,32.91716999956407,13.071262999801547,selected,direct,-0.08125,353,400
30,1.4435225399993215,33.34660800101119,12.885005999123678,selected,direct,-0.103125,354,400
31,1.4903272190003918,34.14502099985839,12.588382000103593,selected,interpolated,-0.1046875,354,400
32,1.5373223580008926,34.48990399920149,12.431773000571411,selected,interpolated,-0.128125,355,400
33,1.5846037320006872,34.55975400174793,12.647250998270465,selected,direct,-0.128125,355,400
34,1.6329394969998248,34.56136500062712,13.701141000638017,selected,direct,-0.159375,356,400
35,1.6791657970006781,33.166055000037886,12.987449001229834,selected,direct,-0.1875,358,400
36,1.7268104609993316,34.25487100139435,13.317035998625215,selected,direct,-0.203125,358,400
37,1.7778131249997386,33.57312299885962,17.3566169996775,selected,direct,-0.23125,359,400
38,1.8214280800002598,29.894277000494185,13.648029998876154,selected,direct,-0.2625,360,400
39,1.8680705389997456,33.36083000067447,13.209778000600636,selected,interpolated,-0.26875,361,400
40,1.9149661240007845,33.904931999131804,12.918709000587114,selected,interpolated,-0.3,362,400
41,1.96170563799933,33.70086099857872,12.96865299991623,selected,direct,-0.309375,362,400
42,2.008108785999866,33.72686100010469,12.608752000232926,selected,direct,-0.34375,364,400
43,2.055849763999504,35.167817999536055,12.504845999501413,selected,direct,-0.3625,364,400
44,2.1035038360005274,34.68295600032434,12.897468999653938,selected,direct,-0.390625,366,400
45,2.147308712999802,5.949788999714656,10.691450001104386,selected,direct,-0.428125,367,400
46,2.194768306999322,36.212540999258636,11.183757000253536,selected,interpolated,-0.425,367,400
47,2.245477254000434,37.95586400156026,12.688750999586773,selected,direct,-0.43125,367,400
48,2.2916662770003313,32.91933699983929,13.197242000387632,selected,direct,-0.465625,369,370
49,2.3391444070002763,34.10629899917694,13.296944000103395,selected,direct,-0.490625,370,370
50,2.385762773999886,33.68647299976146,12.858747000791482,selected,direct,-0.5125,370,370
51,2.4329174100003,34.17981699931261,12.90539500041632,selected,direct,-0.534375,370,370
52,2.4786229040000762,33.5943079990102,12.044926999806194,selected,unavailable,,350,370
53,2.5257731700003205,34.99528400061536,12.084019999747397,selected,unavailable,,350,370
54,2.574872013999993,35.37301899996237,13.660475000506267,selected,direct,-0.55625,370,370
55,2.6222127950004506,33.364626000548014,13.904286000979482,selected,direct,-0.56875,370,370
56,2.6693989300001704,33.17522199904488,13.93847100007406,selected,direct,-0.584375,370,370
57,2.720572109999921,37.012472999776946,14.088707999690087,selected,direct,-0.596875,370,370
58,2.763835719000781,29.13467899998068,14.055542000278365,selected,unavailable,,350,370
59,2.810875412000314,32.99976200105448,13.970431999041466,selected,unavailable,,350,370
60,2.8575870740005485,33.01861399995687,13.625104998936877,selected,unavailable,,350,370
61,2.9024341010008357,33.32203500031028,11.457251999672735,uncertain,unavailable,,350,370
62,2.950461185000677,36.260282000512234,11.698062999130343,uncertain,unavailable,,350,370
63,2.9987328210008855,34.888397000031546,13.313870000274619,selected,unavailable,,350,370
64,3.045833643000151,33.608973999434966,13.423979000435793,selected,unavailable,,350,370
65,3.092524231000425,33.641863001321326,12.974429999303538,selected,unavailable,,350,370
66,3.13887543599958,34.13955799987889,12.136445000578533,selected,unavailable,,350,370
67,3.186869705999925,8.178584999768646,12.851728999521583,selected,unavailable,,350,370
68,3.2344234840002173,33.99083799922664,13.494367000021157,selected,unavailable,,350,370
69,3.278374821000398,32.63773099934042,11.24508899920329,selected,unavailable,,350,370
70,3.3249598189995595,35.80329000033089,10.724023999500787,selected,unavailable,,350,370
71,3.375492565000968,37.44546599955356,13.027466000494314,selected,unavailable,,350,370
72,3.4219088980007655,33.7844710011268,12.564196998937405,selected,unavailable,,350,370
73,3.468762410000636,34.448792999683064,12.335589999565855,selected,unavailable,,350,370
74,3.516432704000181,34.76176900039718,12.839248000091175,selected,unavailable,,350,370
75,3.561795740000889,34.15824199873896,11.135314000057406,uncertain,unavailable,,350,370
76,3.6105125169997336,35.87602799962042,12.770822999300435,selected,unavailable,,350,370
77,3.6590410549997614,35.89134299909347,12.562437999804388,selected,unavailable,,350,370
78,3.7046572729996115,32.96639200016216,12.5772160008637,selected,unavailable,,350,370
79,3.7516866700007085,34.249185999215115,12.712675999864587,selected,unavailable,,350,370
80,3.7982522229995084,34.34586900038994,12.148240999522386,selected,unavailable,,350,370
81,3.845455396000034,34.91652599950612,12.219591000757646,selected,unavailable,,350,370
82,3.8944542600002023,35.514108998540905,13.416831001450191,selected,unavailable,,350,370
83,3.94178268900032,33.523735000926536,13.729029000387527,selected,unavailable,,350,370
84,3.9869918759995926,32.820135998917976,12.314478000917006,selected,unavailable,,350,370
85,4.033822981000412,34.50497800076846,12.257923999641207,selected,unavailable,,350,370
86,4.079834505999315,34.91476599992893,11.030630001187092,uncertain,unavailable,,350,370
87,4.128692558000694,36.19733799860114,12.59388200014655,selected,unavailable,,350,370
88,4.175866396999481,34.694695999860414,12.41047800067463,selected,unavailable,,350,370
89,4.222826203000295,8.450859000731725,12.399087998346658,selected,unavailable,,350,370
90,4.2692285560005985,34.4102010003553,11.769247999836807,selected,unavailable,,350,370
91,4.3145944440002495,34.42077500039886,10.884169998462312,selected,unavailable,,350,370
92,4.361276068999359,35.97923100096523,10.641191998729482,selected,unavailable,,350,370
93,4.412821982999958,37.948753000819124,13.535772999603068,selected,unavailable,,350,370
94,4.459903769000448,33.523771999171004,13.457256000037887,selected,unavailable,,350,370
95,4.5054316540008585,34.3922569991264,11.060443999667768,uncertain,unavailable,,350,370
96,4.552221907000785,34.52945900062332,12.192387999675702,selected,unavailable,,350,370
97,4.599674557000981,35.058154000580544,12.326533998930245,selected,unavailable,,350,370
98,4.6463574600002175,34.641272000953904,11.969835999479983,selected,unavailable,,350,370
99,4.693540150999979,34.972563000337686,12.143758998718113,selected,unavailable,,350,370
100,4.738295105000361,34.4562379996205,10.233549999611569,uncertain,unavailable,,350,370
101,4.786601073999918,36.78095800023584,11.462086000392446,selected,unavailable,,350,370
102,4.835243610999896,36.66773799886869,11.912171001313254,uncertain,unavailable,,350,370
103,4.883401045000937,34.882619000200066,13.20244599992293,selected,unavailable,,350,370
104,4.929325072000211,33.35042300022906,12.499790000219946,selected,unavailable,,350,370
105,4.976912959000401,34.657770998819615,12.860914001066703,selected,unavailable,,350,370
106,5.022192181999344,34.32346200133907,10.886742998991394,uncertain,unavailable,,350,370
107,5.07124656400083,36.29646599983971,12.689175999184954,selected,unavailable,,350,370
108,5.1174295309992885,34.18305699960911,11.93281899941212,selected,unavailable,,350,370
109,5.1646226110005955,34.89717399861547,12.224721000166028,selected,unavailable,,350,370
110,5.2127824159997544,34.95861800001876,13.129427999956533,selected,unavailable,,350,370
111,5.259481910999966,7.898681998995016,12.636789000680437,selected,unavailable,,350,370
112,5.306238590999783,34.39055300077598,12.298071998884552,selected,unavailable,,350,370
113,5.349653511000724,33.6888989986619,9.657837999839103,uncertain,unavailable,,350,370
114,5.3984259349999775,37.94766000100935,10.766041999886511,selected,unavailable,,350,370
115,5.448677481999766,37.202154999249615,12.989708000532119,selected,unavailable,,350,370
116,5.496112742999685,33.90282100008335,13.456775001031929,selected,unavailable,,350,370
117,5.543186602999413,34.377702000711,12.622140999155818,selected,unavailable,,350,370
118,5.589194146999944,33.27633200024138,12.660786998822005,selected,unavailable,,350,370
119,5.6361558600001445,34.50762600004964,12.385699999867938,selected,unavailable,,350,370
120,5.683508547999736,34.608216999913566,12.675269001192646,selected,unavailable,,350,370
121,5.730414854999253,34.54442099973676,12.291090000871918,selected,unavailable,,350,370
122,5.777272347999315,34.60693899978651,12.178684999526013,selected,unavailable,,350,370
123,5.824730460000865,34.85600800013344,12.532419999843114,selected,unavailable,,350,370
124,5.871474491999834,34.41633099828323,12.259776000064448,selected,unavailable,,350,370
125,5.918290300000081,34.802379999746336,11.944224999751896,selected,unavailable,,350,370
126,5.965940612999475,35.183891999622574,12.398550999932922,selected,unavailable,,350,370
127,6.01471296300042,36.483277999650454,12.218961999678868,selected,unavailable,,350,370
128,6.060510233000969,33.172147999721346,12.555346000226564,selected,unavailable,,350,370
129,6.107174931999907,34.23427899906528,12.361718001557165,selected,unavailable,,350,370
130,6.15439754900035,34.92202599954908,12.225110000144923,selected,unavailable,,350,370
131,6.200026562000858,34.601476001626,10.959038998407777,uncertain,unavailable,,350,370
132,6.248353789000248,36.02935900016746,12.2302950003359,selected,unavailable,,350,370
133,6.296482965000905,9.305306999522145,12.598974999491475,selected,unavailable,,350,370
134,6.3429561859993555,33.830432999820914,12.573993000842165,selected,unavailable,,350,370
135,6.38712961300007,33.58399299941084,10.524731000259635,selected,unavailable,,350,370
136,6.434642371999871,36.45609300110664,10.99670499934291,selected,unavailable,,350,370
137,6.486061973999313,37.55938899848843,13.801861001411453,selected,unavailable,,350,370
138,6.533111741000539,33.26935099903494,13.705511000807746,selected,unavailable,,350,370
139,6.57796680499996,32.75663599924883,12.02474300043832,selected,unavailable,,350,370
140,6.626078942999811,35.35401899898716,12.689472001511604,selected,unavailable,,350,370
141,6.672822603999521,34.16642699994554,12.507605999417137,selected,unavailable,,350,370
142,6.720163922000211,34.726363001027494,12.524548999863327,selected,unavailable,,350,370
143,6.766926676000367,34.21859400077665,12.476328000047943,selected,unavailable,,350,370
144,6.813982887999373,34.55155099982221,12.438125000699074,selected,unavailable,,350,370
145,6.861314649999258,34.585938999953214,12.678269000389264,selected,unavailable,,350,370
146,6.90719954800079,34.19811200001277,11.622804999205982,selected,unavailable,,350,370
147,6.954176039000231,35.546181999961846,11.366345999704208,selected,unavailable,,350,370
148,7.003317271000924,36.1502460000338,12.924505999762914,selected,unavailable,,350,370
149,7.049784251999881,34.197761000541504,12.200518000099692,selected,unavailable,,350,370
150,7.096516024999801,34.35666599943943,12.30447899979481,selected,unavailable,,350,370
151,7.1440559689999645,34.865952999098226,12.605585001438158,selected,unavailable,,350,370
152,7.1913116030009405,34.32331400108524,12.863914000263321,selected,unavailable,,350,370
153,7.238254539000991,34.899933998531196,11.974355000347714,selected,unavailable,,350,370
154,7.285674560000189,34.55092200056242,12.799580999853788,selected,unavailable,,350,370
155,7.332978860000367,8.376933999898029,12.70997199935664,selected,unavailable,,350,370
156,7.379191862999505,34.0165599991451,12.128518999816151,selected,unavailable,,350,370
157,7.423980613000822,34.25990799951251,10.469435999766574,selected,unavailable,,350,370
158,7.471077194000827,36.405500999535434,10.630414000843302,selected,unavailable,,350,370
159,7.520531792000838,37.25333900001715,12.139704000219353,selected,unavailable,,350,370
160,7.567665095000848,34.785546000421164,12.279646998649696,selected,unavailable,,350,370
161,7.615894454000227,35.39631400053622,12.763286000335938,uncertain,unavailable,,350,370
162,7.664109774999815,34.23057500003779,13.908007000281941,selected,unavailable,,350,370
163,7.7099383780005155,32.71374900032242,13.04016999893065,selected,unavailable,,350,370
164,7.756132123000498,33.96687500026019,12.158203999206307,selected,unavailable,,350,370
165,7.803967728999851,34.85704600097961,12.910154000564944,selected,unavailable,,350,370
166,7.850751814999967,34.52893999929074,12.180814001112594,selected,unavailable,,350,370
167,7.898133003000112,34.64653099945281,12.665973001276143,selected,unavailable,,350,370
168,7.9446173350006575,33.98055999969074,12.434274000042933,selected,unavailable,,350,370
169,7.992189409000275,34.786639000230934,12.71715800066886,selected,unavailable,,350,370
170,8.039555392999318,34.42383099900326,12.872469000285491,selected,unavailable,,350,370
171,8.08647645900055,34.249186001034104,12.604084999111365,selected,unavailable,,350,370
172,8.133210935000534,34.409978999974555,12.254091001523193,selected,unavailable,,350,370
173,8.180476142999396,34.59490200111759,12.601751999682165,selected,unavailable,,350,370
174,8.228006179999284,34.486348000427824,12.969726998562692,selected,unavailable,,350,370
175,8.274311683000633,34.12122400004591,12.114593999285717,selected,unavailable,,350,370
176,8.323513135999747,36.78934600065986,12.342756999714766,uncertain,unavailable,,350,370
177,8.37201693499992,4.446795999683673,14.348704000440193,selected,unavailable,,350,370
178,8.415142768000806,32.21527499954391,10.836763000042993,selected,unavailable,,350,370
179,8.461450565999257,35.561774000598234,10.685839999496238,selected,unavailable,,350,370
180,8.507626126000105,35.18598499977088,10.807929998918553,selected,unavailable,,350,370
181,8.558245629999874,37.544537999565364,13.003911999476259,selected,unavailable,,350,370
182,8.6050888080008,33.76600800038432,13.005263999730232,selected,unavailable,,350,370
183,8.651676249000957,34.07591100040008,12.441032000424457,selected,unavailable,,350,370
184,8.698838459000399,34.47471899926313,12.618233000466716,selected,unavailable,,350,370
185,8.746312294000745,34.53601399996842,12.869469999714056,selected,unavailable,,350,370
186,8.792601666000337,33.94676500101923,12.275701999897137,selected,unavailable,,350,370
187,8.843657015000645,36.727310998685425,14.257094000640791,selected,unavailable,,350,370
188,8.88919495600021,31.604896999851917,13.855229999535368,selected,unavailable,,350,370
189,8.934874337999645,33.149445000162814,12.454235999030061,selected,unavailable,,350,370
190,8.981998716000817,34.30314800061751,12.753175000398187,selected,unavailable,,350,370
191,9.02879185799975,34.050132999254856,12.676046999331447,selected,unavailable,,350,370
192,9.077544596000735,35.616347999166464,13.039188999755424,selected,unavailable,,350,370
193,9.122766765000051,32.719933000407764,12.43290299862565,selected,unavailable,,350,370
194,9.169649109000602,34.50266199979524,12.308941999435774,selected,unavailable,,350,370
195,9.217064443999334,34.90545199929329,12.441995999324718,selected,unavailable,,350,370
196,9.263904289000493,34.482756000215886,12.28673900004651,selected,unavailable,,350,370
197,9.315505091000887,38.79583199886838,12.736583001242252,selected,unavailable,,350,370
198,9.358639332000166,30.540488000042387,12.524513000244042,selected,unavailable,,350,370
199,9.405898577000698,8.403767000345397,12.385736999931396,selected,unavailable,,350,370
200,9.45125633600037,34.5183099998394,10.769504999188939,selected,unavailable,,350,370
201,9.497073771999567,35.30053900067287,10.456934998728684,selected,unavailable,,350,370
202,9.544607161000386,36.59035000055155,10.88026199977321,selected,unavailable,,350,370
203,9.594360197999777,37.01073200136307,12.672823999309912,selected,unavailable,,350,370
204,9.641748403999372,34.32714700102224,12.99048600048991,selected,unavailable,,350,370
205,9.689648083000066,34.52538400051708,13.30355499885627,selected,unavailable,,350,370
206,9.734929102000024,32.887320001464104,12.324977999014664,selected,unavailable,,350,370
207,9.782435084000099,35.04696799973317,12.390236999635817,selected,unavailable,,350,370
208,9.830321133000325,34.66286399998353,13.155095000911388,selected,unavailable,,350,370
209,9.876767539999491,34.19607499927224,12.180036999779986,uncertain,unavailable,,350,370
210,9.92557446399951,34.898230000180774,13.809453999783727,selected,unavailable,,350,370
211,9.971459009999307,33.787082000344526,12.020890999338008,selected,unavailable,,350,370
212,10.016604197999186,33.87902499889606,11.194664000868215,uncertain,unavailable,,350,370
213,10.063614114000302,35.74362399922393,11.19755299987446,uncertain,unavailable,,350,370
214,10.11259227499977,36.40446400095243,12.50566099952266,selected,unavailable,,350,370
215,10.159227493999424,34.142112999688834,12.4254030015436,selected,unavailable,,350,370
216,10.206310908000887,34.699047999311006,12.314424000578583,selected,unavailable,,350,370
217,10.255876282000827,36.42574199875526,13.070262000837829,selected,unavailable,,350,370
218,10.301752198000031,33.563807999598794,12.244609999470413,selected,unavailable,,350,370
219,10.3474316920001,33.43325499918137,12.177333001091029,selected,unavailable,,350,370
220,10.394734769999559,34.84413899968786,12.388662999001099,selected,unavailable,,350,370
221,10.44244645300023,8.728612998311291,12.800693000826868,selected,unavailable,,350,370
222,10.48625262600035,33.17703699940466,10.5587670004752,selected,unavailable,,350,370
223,10.533853865999845,36.61701599958178,10.924484000497614,selected,unavailable,,350,370
224,10.586204876999545,38.552927999262465,13.73773299928871,selected,unavailable,,350,370
225,10.632133127000998,32.19390500089503,13.659919999554404,selected,unavailable,,350,370
226,10.67822948399953,34.00009700089868,12.022613998851739,selected,unavailable,,350,370
227,10.726544618999469,36.176579000311904,12.0701129999361,selected,unavailable,,350,370
228,10.771855303999473,32.776450001620105,12.465254998460296,selected,unavailable,,350,370
229,10.818422320000536,34.40914600105316,12.088630999642191,selected,unavailable,,350,370
230,10.864524696000444,35.03070899932936,11.002834000464645,uncertain,unavailable,,350,370
231,10.91393848000007,36.63646000131848,12.709638998785522,selected,unavailable,,350,370
232,10.960145593999187,33.63160300068557,12.503328000093461,selected,unavailable,,350,370
233,11.007717296999544,34.577216998513904,12.924302000101306,selected,unavailable,,350,370
234,11.054056577000665,34.13346499837644,12.132667001424124,selected,unavailable,,350,370
235,11.101490651999484,35.00602500025707,12.359940999886021,selected,unavailable,,350,370
236,11.148521494000306,34.43416400114074,12.527604998467723,selected,unavailable,,350,370
237,11.199523862000206,37.9116050007724,13.021986000239849,selected,unavailable,,350,370
238,11.243223907000356,31.19607000007818,12.433440000677365,selected,unavailable,,350,370
239,11.289614889999939,34.24194499893929,12.078853000275558,selected,unavailable,,350,370
240,11.337053594999816,35.038486999837914,12.33175599918468,selected,unavailable,,350,370
241,11.384122064999247,34.669030999793904,12.330274999840185,selected,unavailable,,350,370
242,11.431141741000829,34.657012000025134,12.294053000005079,selected,unavailable,,350,370
243,11.478704944000128,8.550467999157263,12.570086000778247,selected,unavailable,,350,370
244,11.523843353999837,34.62136400048621,10.446103000504081,selected,unavailable,,350,370
245,11.56961916200089,35.41946200130042,10.29792000008456,selected,unavailable,,350,370
246,11.62331774300037,39.53385599925241,14.104523001151392,selected,unavailable,,350,370
247,11.672307885999544,35.635143000035896,13.279389000672381,selected,unavailable,,350,370
248,11.715169315999447,30.24121499947796,12.542845999632846,selected,unavailable,,350,370
249,11.761366986000212,33.85035899918876,12.277091000214568,selected,unavailable,,350,370
250,11.808613158000298,34.67262300000584,12.505882999903406,selected,unavailable,,350,370
251,11.856211637999877,34.60660499877122,12.923023999974248,selected,unavailable,,350,370
252,11.902878412000064,34.06503999940469,12.534883000625996,selected,unavailable,,350,370
253,11.94975483000053,34.437403999618255,12.36996000079671,selected,unavailable,,350,370
254,11.997281940999528,34.68728900043061,12.772433999998611,selected,unavailable,,350,370
255,12.044285375999607,34.44133000084548,12.492365000071004,selected,unavailable,,350,370
256,12.091046777999509,34.43512699959683,12.25307300046552,selected,unavailable,,350,370
257,12.144114315000479,39.57144800006063,13.426571000309195,selected,unavailable,,350,370
258,12.187059836000117,29.19686299901514,13.674547999471542,selected,unavailable,,350,370
259,12.232942049000485,33.40740400017239,12.399699000525288,selected,unavailable,,350,370
260,12.279257068999868,34.19296399988525,12.053558000843623,selected,unavailable,,350,370
261,12.3269497149995,35.04630099996575,12.576327000715537,selected,unavailable,,350,370
262,12.373745949000295,34.67643799922371,12.051593999785837,selected,unavailable,,350,370
263,12.420532258000094,34.54086599958828,12.178147999293287,selected,unavailable,,350,370
264,12.468558009000844,35.05456099992443,12.902099000712042,selected,unavailable,,350,370
265,12.515088488000401,8.34478599972499,12.009873000351945,selected,unavailable,,350,370
266,12.55956535400037,33.865359000628814,10.54197200028284,selected,unavailable,,350,370
267,12.608701216000554,38.57902100025967,10.495324000658002,selected,unavailable,,350,370
268,12.659010911000223,36.350001999380765,13.895026999307447,selected,unavailable,,350,370
269,12.705631111000912,32.74335900096048,13.800454000374884,selected,unavailable,,350,370
270,12.754063521999342,34.94893300012336,13.25075999920955,selected,unavailable,,350,370
271,12.797668994999185,31.614063000233728,11.92159699894546,selected,unavailable,,350,370
272,12.844540801999756,34.77315800046199,12.028687000565697,selected,unavailable,,350,370
273,12.891990952000924,35.04726499886601,12.331775000347989,selected,unavailable,,350,370
274,12.93909127400002,34.7856389998924,12.244573001225945,selected,unavailable,,350,370
275,12.986435999000605,34.674474998610094,12.600641000972246,selected,unavailable,,350,370
276,13.033587875999729,34.51134799979627,12.569419001010829,selected,unavailable,,350,370
277,13.082791828999689,36.77914299987606,12.355274999208632,selected,unavailable,,350,370
278,13.127730095000516,32.39101300096081,12.476530999265378,selected,unavailable,,350,370
279,13.17509639399941,34.56953199929558,12.728323999908753,selected,unavailable,,350,370
280,13.221125215999564,34.07702200092899,11.882744998729322,selected,unavailable,,350,370
281,13.268817787000444,35.24383500007389,12.379347999740276,selected,unavailable,,350,370
282,13.315757889000452,34.61175399934291,12.239980000231299,selected,unavailable,,350,370
283,13.364807530999315,36.741403000633,12.238739000167698,selected,unavailable,,350,370
284,13.410513561000698,32.88070900089224,12.733822999507538,selected,unavailable,,350,370
285,13.456946116999461,34.303258998988895,12.060872000802192,selected,unavailable,,350,370
286,13.504801204000614,35.11946699836699,12.664047000725986,selected,unavailable,,350,370
287,13.554558296000323,11.459919000117225,11.987428999418626,selected,unavailable,,350,370
288,13.595521016999555,30.738743998881546,10.15312600065954,selected,unavailable,,350,370
289,13.643114516000423,36.866882999675,10.666727999705472,selected,unavailable,,350,370
290,13.695423825000034,38.87725599997793,13.370238999414141,selected,unavailable,,350,370
291,13.741024356999333,32.515603001229465,13.01091200002702,selected,unavailable,,350,370
292,13.788190085999304,34.35829499903775,12.729822999972384,selected,unavailable,,350,370
293,13.834498476999215,33.52258700033417,12.717231000351603,selected,unavailable,,350,370
294,13.879989028999262,34.33957300148904,11.08035099969129,uncertain,unavailable,,350,370
295,13.928536270999757,36.06313599993882,12.413978000040515,selected,unavailable,,350,370
296,13.977565319999485,36.58442400046624,12.37775599838642,selected,unavailable,,350,370
297,14.022787952000726,32.6955820000876,12.45879199996125,selected,unavailable,,350,370
