image,height_ratio,yellow_candidates,white_candidates,status,center_x
5271_cam_image_array_.jpg,0.7,"[38.5, 141.0]","[132.0, 150.5]",ambiguous,
5271_cam_image_array_.jpg,0.8,"[32.0, 158.0]","[147.0, 158.0]",ambiguous,
5271_cam_image_array_.jpg,0.9,[],[153.5],no_pair,
5331_cam_image_array_.jpg,0.6,"[41.5, 138.0]","[114.0, 148.0]",ambiguous,
5331_cam_image_array_.jpg,0.7,[36.0],"[132.0, 153.0]",ambiguous,
5331_cam_image_array_.jpg,0.8,[],[148.0],no_pair,
5331_cam_image_array_.jpg,0.9,[],[157.0],no_pair,
5392_cam_image_array_.jpg,0.6,[28.0],[101.0],unique_pair,64.5
5392_cam_image_array_.jpg,0.7,[23.0],[119.5],unique_pair,71.25
5392_cam_image_array_.jpg,0.8,[],[136.5],no_pair,
5392_cam_image_array_.jpg,0.9,[7.0],[150.0],no_pair,
5452_cam_image_array_.jpg,0.6,"[27.0, 135.0]",[99.0],unique_pair,63.0
5452_cam_image_array_.jpg,0.7,[154.0],"[116.5, 148.5]",no_pair,
5452_cam_image_array_.jpg,0.8,[14.0],[131.0],unique_pair,72.5
5452_cam_image_array_.jpg,0.9,[7.5],[145.0],no_pair,
5513_cam_image_array_.jpg,0.6,"[36.5, 153.5]","[109.0, 151.0]",ambiguous,
5513_cam_image_array_.jpg,0.7,"[29.5, 158.5]",[126.0],unique_pair,77.75
5513_cam_image_array_.jpg,0.8,[],[139.5],no_pair,
5513_cam_image_array_.jpg,0.9,[],[152.5],no_pair,
5574_cam_image_array_.jpg,0.6,"[29.5, 150.0]","[104.5, 154.5]",ambiguous,
5574_cam_image_array_.jpg,0.7,[25.0],[121.5],unique_pair,73.25
5574_cam_image_array_.jpg,0.8,[],[134.5],no_pair,
5574_cam_image_array_.jpg,0.9,[9.0],[145.0],unique_pair,77.0
5634_cam_image_array_.jpg,0.6,"[31.5, 133.5]",[101.5],unique_pair,66.5
5634_cam_image_array_.jpg,0.7,"[16.5, 151.0]",[114.5],unique_pair,65.5
5634_cam_image_array_.jpg,0.8,"[12.0, 143.0, 157.5]","[127.5, 151.5]",unique_pair,69.75
5634_cam_image_array_.jpg,0.9,[],"[139.0, 158.0]",no_pair,
5695_cam_image_array_.jpg,0.6,[48.5],[116.0],unique_pair,82.25
5695_cam_image_array_.jpg,0.7,"[41.0, 158.0]","[130.5, 150.0]",ambiguous,
5695_cam_image_array_.jpg,0.8,[23.5],"[142.0, 156.5]",ambiguous,
5695_cam_image_array_.jpg,0.9,[17.5],[152.5],unique_pair,85.0
5755_cam_image_array_.jpg,0.6,[49.0],[1.5],no_pair,
5755_cam_image_array_.jpg,0.7,[39.5],"[132.5, 150.5]",ambiguous,
5755_cam_image_array_.jpg,0.8,[30.5],"[146.0, 158.5]",ambiguous,
5755_cam_image_array_.jpg,0.9,[],[155.5],no_pair,
5816_cam_image_array_.jpg,0.6,[34.5],[106.0],unique_pair,70.25
5816_cam_image_array_.jpg,0.7,[],[123.5],no_pair,
5816_cam_image_array_.jpg,0.8,[19.5],[138.5],unique_pair,79.0
5816_cam_image_array_.jpg,0.9,[16.5],[151.0],unique_pair,83.75
5877_cam_image_array_.jpg,0.6,[22.0],[92.0],unique_pair,57.0
5877_cam_image_array_.jpg,0.7,[14.0],"[107.0, 148.5]",ambiguous,
5877_cam_image_array_.jpg,0.8,[7.0],[120.0],unique_pair,63.5
5877_cam_image_array_.jpg,0.9,[],[132.5],no_pair,
5937_cam_image_array_.jpg,0.6,[32.0],[105.0],unique_pair,68.5
5937_cam_image_array_.jpg,0.7,[],"[122.0, 150.5]",no_pair,
5937_cam_image_array_.jpg,0.8,[19.0],"[136.5, 157.5]",unique_pair,77.75
5937_cam_image_array_.jpg,0.9,[17.0],[149.5],unique_pair,83.25
5998_cam_image_array_.jpg,0.6,[30.5],[101.0],unique_pair,65.75
5998_cam_image_array_.jpg,0.7,[19.0],[117.0],unique_pair,68.0
5998_cam_image_array_.jpg,0.8,[14.5],[132.0],unique_pair,73.25
5998_cam_image_array_.jpg,0.9,[],[144.5],no_pair,
6058_cam_image_array_.jpg,0.6,[27.5],[97.5],unique_pair,62.5
6058_cam_image_array_.jpg,0.7,[],[111.5],no_pair,
6058_cam_image_array_.jpg,0.8,[10.0],"[125.5, 150.5]",unique_pair,67.75
6058_cam_image_array_.jpg,0.9,[7.5],[138.0],unique_pair,72.75
6119_cam_image_array_.jpg,0.6,[55.0],[122.5],unique_pair,88.75
6119_cam_image_array_.jpg,0.7,[41.0],"[134.5, 151.5]",ambiguous,
6119_cam_image_array_.jpg,0.8,[32.5],"[145.5, 158.0]",ambiguous,
6119_cam_image_array_.jpg,0.9,[],[154.0],no_pair,
6179_cam_image_array_.jpg,0.6,[49.5],[],no_pair,
6179_cam_image_array_.jpg,0.7,[152.0],"[134.5, 151.5]",no_pair,
6179_cam_image_array_.jpg,0.8,"[32.0, 158.5]",[147.5],unique_pair,89.75
6179_cam_image_array_.jpg,0.9,[25.0],[156.0],unique_pair,90.5
6240_cam_image_array_.jpg,0.6,"[37.5, 136.5, 142.0]","[111.5, 147.5]",ambiguous,
6240_cam_image_array_.jpg,0.7,"[33.5, 153.0]",[130.5],unique_pair,82.0
6240_cam_image_array_.jpg,0.8,[24.5],[147.0],unique_pair,85.75
6240_cam_image_array_.jpg,0.9,[23.0],[157.0],unique_pair,90.0
6301_cam_image_array_.jpg,0.6,"[33.0, 156.5]","[105.5, 152.5]",ambiguous,
6301_cam_image_array_.jpg,0.7,[27.0],[122.0],unique_pair,74.5
6301_cam_image_array_.jpg,0.8,[],[135.5],no_pair,
6301_cam_image_array_.jpg,0.9,[10.0],[147.0],no_pair,
6361_cam_image_array_.jpg,0.6,"[26.5, 128.0]",[99.5],unique_pair,63.0
6361_cam_image_array_.jpg,0.7,[152.0],"[116.5, 146.0]",no_pair,
6361_cam_image_array_.jpg,0.8,"[11.0, 157.5]","[129.0, 153.0]",unique_pair,70.0
6361_cam_image_array_.jpg,0.9,[5.5],[140.5],unique_pair,73.0
6422_cam_image_array_.jpg,0.6,[30.5],[98.0],unique_pair,64.25
6422_cam_image_array_.jpg,0.7,[20.0],[111.5],unique_pair,65.75
6422_cam_image_array_.jpg,0.8,[12.0],[124.5],unique_pair,68.25
6422_cam_image_array_.jpg,0.9,[],[137.0],no_pair,
6482_cam_image_array_.jpg,0.6,[23.5],[92.5],unique_pair,58.0
6482_cam_image_array_.jpg,0.7,"[15.5, 152.0]",[109.5],unique_pair,62.5
6482_cam_image_array_.jpg,0.8,"[8.5, 157.5]","[124.5, 155.0]",unique_pair,66.5
6482_cam_image_array_.jpg,0.9,[],[138.5],no_pair,
6543_cam_image_array_.jpg,0.6,[63.5],[0.5],no_pair,
6543_cam_image_array_.jpg,0.7,[49.5],[147.0],unique_pair,98.25
6543_cam_image_array_.jpg,0.8,[],[151.5],no_pair,
6543_cam_image_array_.jpg,0.9,[29.5],[158.0],unique_pair,93.75
6604_cam_image_array_.jpg,0.6,[48.0],[],no_pair,
6604_cam_image_array_.jpg,0.7,[],"[133.0, 151.0]",no_pair,
6604_cam_image_array_.jpg,0.8,[30.0],"[146.0, 158.0]",ambiguous,
6604_cam_image_array_.jpg,0.9,"[4.0, 21.0]",[155.0],unique_pair,88.0
6664_cam_image_array_.jpg,0.6,[27.0],"[103.5, 150.5]",ambiguous,
6664_cam_image_array_.jpg,0.7,[],"[124.0, 158.5]",no_pair,
6664_cam_image_array_.jpg,0.8,[17.0],[142.0],unique_pair,79.5
6664_cam_image_array_.jpg,0.9,[12.5],[154.0],no_pair,
6725_cam_image_array_.jpg,0.6,[19.5],"[87.5, 147.5]",ambiguous,
6725_cam_image_array_.jpg,0.7,[12.0],[104.5],unique_pair,58.25
6725_cam_image_array_.jpg,0.8,[],[120.0],no_pair,
6725_cam_image_array_.jpg,0.9,[],[134.5],no_pair,
6785_cam_image_array_.jpg,0.6,[24.0],"[95.5, 117.0]",ambiguous,
6785_cam_image_array_.jpg,0.7,[],"[112.0, 140.5]",no_pair,
6785_cam_image_array_.jpg,0.8,[9.0],"[127.0, 151.0]",unique_pair,68.0
6785_cam_image_array_.jpg,0.9,[5.0],"[141.0, 158.5]",unique_pair,73.0
6846_cam_image_array_.jpg,0.6,[30.5],[102.0],unique_pair,66.25
6846_cam_image_array_.jpg,0.7,[26.0],[120.0],unique_pair,73.0
6846_cam_image_array_.jpg,0.8,[],[135.5],no_pair,
6846_cam_image_array_.jpg,0.9,[8.0],[148.0],no_pair,
6907_cam_image_array_.jpg,0.6,"[27.5, 150.0]","[102.0, 122.5]",ambiguous,
6907_cam_image_array_.jpg,0.7,"[23.0, 147.5]","[118.0, 142.5]",ambiguous,
6907_cam_image_array_.jpg,0.8,[15.5],[133.5],unique_pair,74.5
6907_cam_image_array_.jpg,0.9,[9.0],[147.5],no_pair,
6967_cam_image_array_.jpg,0.6,[48.0],[],no_pair,
6967_cam_image_array_.jpg,0.7,[],"[130.0, 150.0]",no_pair,
6967_cam_image_array_.jpg,0.8,[26.5],"[141.5, 156.0]",ambiguous,
6967_cam_image_array_.jpg,0.9,[21.5],[152.0],unique_pair,86.75
7028_cam_image_array_.jpg,0.6,[52.5],[],no_pair,
7028_cam_image_array_.jpg,0.7,[153.0],"[135.5, 152.0]",no_pair,
7028_cam_image_array_.jpg,0.8,"[34.5, 158.5]",[148.5],unique_pair,91.5
7028_cam_image_array_.jpg,0.9,[27.0],[156.0],unique_pair,91.5
7088_cam_image_array_.jpg,0.6,[52.5],[0.5],no_pair,
7088_cam_image_array_.jpg,0.7,"[48.5, 153.0]",[136.0],unique_pair,92.25
7088_cam_image_array_.jpg,0.8,[],[149.5],no_pair,
7088_cam_image_array_.jpg,0.9,[27.5],[157.0],unique_pair,92.25
7149_cam_image_array_.jpg,0.6,[30.5],[102.0],unique_pair,66.25
7149_cam_image_array_.jpg,0.7,[23.5],[122.0],unique_pair,72.75
7149_cam_image_array_.jpg,0.8,[],[139.5],no_pair,
7149_cam_image_array_.jpg,0.9,[8.5],[153.0],no_pair,
7209_cam_image_array_.jpg,0.6,[8.5],[73.0],unique_pair,40.75
7209_cam_image_array_.jpg,0.7,[4.5],[87.5],unique_pair,46.0
7209_cam_image_array_.jpg,0.8,[],"[100.5, 154.0]",no_pair,
7209_cam_image_array_.jpg,0.9,[],[111.5],no_pair,
7270_cam_image_array_.jpg,0.6,"[39.5, 140.5]",[108.0],unique_pair,73.75
7270_cam_image_array_.jpg,0.7,"[30.0, 154.5]","[123.0, 147.5]",ambiguous,
7270_cam_image_array_.jpg,0.8,[24.5],"[137.5, 155.5]",ambiguous,
7270_cam_image_array_.jpg,0.9,[],[151.5],no_pair,
7331_cam_image_array_.jpg,0.6,"[35.5, 155.0]","[108.0, 158.5]",ambiguous,
7331_cam_image_array_.jpg,0.7,[30.0],[128.5],unique_pair,79.25
7331_cam_image_array_.jpg,0.8,[],[144.5],no_pair,
7331_cam_image_array_.jpg,0.9,[18.5],[155.0],no_pair,
7391_cam_image_array_.jpg,0.6,"[42.5, 140.5]",[108.0],unique_pair,75.25
7391_cam_image_array_.jpg,0.7,"[29.0, 154.0]","[121.0, 146.0]",ambiguous,
7391_cam_image_array_.jpg,0.8,[],"[133.5, 153.0]",no_pair,
7391_cam_image_array_.jpg,0.9,[10.0],[145.0],unique_pair,77.5
7452_cam_image_array_.jpg,0.6,[48.5],[113.0],unique_pair,80.75
7452_cam_image_array_.jpg,0.7,"[33.5, 156.5]","[127.0, 148.5]",ambiguous,
7452_cam_image_array_.jpg,0.8,[24.5],"[138.0, 155.0]",ambiguous,
7452_cam_image_array_.jpg,0.9,[],[147.5],no_pair,
7512_cam_image_array_.jpg,0.6,[43.5],[0.5],no_pair,
7512_cam_image_array_.jpg,0.7,[],"[125.5, 149.0]",no_pair,
7512_cam_image_array_.jpg,0.8,[24.5],"[142.0, 156.5]",ambiguous,
7512_cam_image_array_.jpg,0.9,[18.0],[153.0],unique_pair,85.5
7573_cam_image_array_.jpg,0.6,[],[111.5],no_pair,
7573_cam_image_array_.jpg,0.7,[37.0],[130.5],unique_pair,83.75
7573_cam_image_array_.jpg,0.8,[],[147.5],no_pair,
7573_cam_image_array_.jpg,0.9,[22.0],[156.5],unique_pair,89.25
7634_cam_image_array_.jpg,0.6,[33.5],[106.0],unique_pair,69.75
7634_cam_image_array_.jpg,0.7,[],"[123.5, 148.0]",no_pair,
7634_cam_image_array_.jpg,0.8,[20.0],"[139.0, 156.0]",ambiguous,
7634_cam_image_array_.jpg,0.9,[14.0],[152.0],no_pair,
7694_cam_image_array_.jpg,0.6,[27.5],"[98.0, 147.5]",ambiguous,
7694_cam_image_array_.jpg,0.7,[21.0],[114.5],unique_pair,67.75
7694_cam_image_array_.jpg,0.8,[],[125.5],no_pair,
7694_cam_image_array_.jpg,0.9,[4.0],[140.5],no_pair,
7755_cam_image_array_.jpg,0.6,[36.5],[108.5],unique_pair,72.5
7755_cam_image_array_.jpg,0.7,[],[118.5],no_pair,
7755_cam_image_array_.jpg,0.8,[13.0],"[128.5, 151.0]",unique_pair,70.75
7755_cam_image_array_.jpg,0.9,"[5.5, 157.5]","[138.0, 156.5]",unique_pair,71.75
7815_cam_image_array_.jpg,0.6,"[58.0, 157.5]",[],no_pair,
7815_cam_image_array_.jpg,0.7,"[43.5, 152.0]","[134.5, 151.5]",ambiguous,
7815_cam_image_array_.jpg,0.8,[157.5],[145.5],no_pair,
7815_cam_image_array_.jpg,0.9,[21.5],[154.5],unique_pair,88.0
7876_cam_image_array_.jpg,0.6,[33.0],"[103.0, 148.0]",ambiguous,
7876_cam_image_array_.jpg,0.7,"[27.0, 153.5]",[122.5],unique_pair,74.75
7876_cam_image_array_.jpg,0.8,[23.0],[138.5],unique_pair,80.75
7876_cam_image_array_.jpg,0.9,[],[152.5],no_pair,
7937_cam_image_array_.jpg,0.6,"[29.0, 149.0]",[100.0],unique_pair,64.5
7937_cam_image_array_.jpg,0.7,[],[115.5],no_pair,
7937_cam_image_array_.jpg,0.8,[13.5],[129.0],unique_pair,71.25
7937_cam_image_array_.jpg,0.9,[],[140.5],no_pair,
7997_cam_image_array_.jpg,0.6,"[28.5, 141.0]",[100.5],unique_pair,64.5
7997_cam_image_array_.jpg,0.7,[156.0],"[116.5, 150.0]",no_pair,
7997_cam_image_array_.jpg,0.8,"[12.5, 158.5]","[130.0, 157.0]",unique_pair,71.25
7997_cam_image_array_.jpg,0.9,[9.0],[143.0],unique_pair,76.0
8058_cam_image_array_.jpg,0.6,"[27.0, 152.0]","[97.5, 153.5]",ambiguous,
8058_cam_image_array_.jpg,0.7,[20.0],[114.0],unique_pair,67.0
8058_cam_image_array_.jpg,0.8,[],[127.0],no_pair,
8058_cam_image_array_.jpg,0.9,[5.5],[137.0],unique_pair,71.25
8118_cam_image_array_.jpg,0.6,"[35.5, 130.0]",[101.5],unique_pair,68.5
8118_cam_image_array_.jpg,0.7,"[21.0, 149.5]",[112.0],unique_pair,66.5
8118_cam_image_array_.jpg,0.8,[155.5],"[122.0, 147.0]",no_pair,
8118_cam_image_array_.jpg,0.9,"[2.0, 155.0]","[132.0, 155.0]",unique_pair,67.0
8179_cam_image_array_.jpg,0.6,[52.0],[],no_pair,
8179_cam_image_array_.jpg,0.7,"[36.0, 156.0]","[129.0, 149.0]",ambiguous,
8179_cam_image_array_.jpg,0.8,[],"[139.0, 155.5]",no_pair,
8179_cam_image_array_.jpg,0.9,[11.5],[148.5],no_pair,
8239_cam_image_array_.jpg,0.6,[52.0],"[3.0, 122.0]",unique_pair,87.0
8239_cam_image_array_.jpg,0.7,[48.0],"[41.5, 146.0]",unique_pair,97.0
8239_cam_image_array_.jpg,0.8,[],[147.0],no_pair,
8239_cam_image_array_.jpg,0.9,[],[157.5],no_pair,
8300_cam_image_array_.jpg,0.6,[30.0],"[99.5, 147.5]",ambiguous,
8300_cam_image_array_.jpg,0.7,[23.0],[117.0],unique_pair,70.0
8300_cam_image_array_.jpg,0.8,[17.5],[133.0],unique_pair,75.25
8300_cam_image_array_.jpg,0.9,[],[146.0],no_pair,
8361_cam_image_array_.jpg,0.6,[31.5],"[105.5, 151.0]",ambiguous,
8361_cam_image_array_.jpg,0.7,[],"[124.0, 158.0]",no_pair,
8361_cam_image_array_.jpg,0.8,[19.5],[139.5],unique_pair,79.5
8361_cam_image_array_.jpg,0.9,[14.0],[152.5],no_pair,
8421_cam_image_array_.jpg,0.6,[32.5],"[104.5, 118.5]",ambiguous,
8421_cam_image_array_.jpg,0.7,"[26.0, 152.5]",[121.5],unique_pair,73.75
8421_cam_image_array_.jpg,0.8,[],[137.0],no_pair,
8421_cam_image_array_.jpg,0.9,[],[150.0],no_pair,
8482_cam_image_array_.jpg,0.6,[37.0],[110.5],unique_pair,73.75
8482_cam_image_array_.jpg,0.7,[30.5],"[121.0, 146.0]",ambiguous,
8482_cam_image_array_.jpg,0.8,[14.0],"[132.0, 152.0]",unique_pair,73.0
8482_cam_image_array_.jpg,0.9,"[6.0, 158.5]","[140.0, 157.5]",unique_pair,73.0
8542_cam_image_array_.jpg,0.6,[55.0],"[123.0, 145.5]",ambiguous,
8542_cam_image_array_.jpg,0.7,[153.0],"[136.5, 152.5]",no_pair,
8542_cam_image_array_.jpg,0.8,"[34.5, 158.5]",[148.0],unique_pair,91.25
8542_cam_image_array_.jpg,0.9,[27.5],[156.0],unique_pair,91.75
8603_cam_image_array_.jpg,0.6,[29.5],[99.5],unique_pair,64.5
8603_cam_image_array_.jpg,0.7,[19.0],[117.0],unique_pair,68.0
8603_cam_image_array_.jpg,0.8,[13.0],[132.5],unique_pair,72.75
8603_cam_image_array_.jpg,0.9,[],[147.0],no_pair,
8664_cam_image_array_.jpg,0.6,"[17.5, 33.0, 145.5]","[106.0, 147.5]",ambiguous,
8664_cam_image_array_.jpg,0.7,[154.0],"[122.0, 153.5]",no_pair,
8664_cam_image_array_.jpg,0.8,"[17.5, 158.5]",[135.5],unique_pair,76.5
8664_cam_image_array_.jpg,0.9,[11.0],[148.5],no_pair,
8724_cam_image_array_.jpg,0.6,"[32.5, 145.5]",[104.5],unique_pair,68.5
8724_cam_image_array_.jpg,0.7,[157.5],"[122.0, 151.5]",no_pair,
8724_cam_image_array_.jpg,0.8,[20.0],[137.0],unique_pair,78.5
8724_cam_image_array_.jpg,0.9,[12.5],[150.0],no_pair,
8785_cam_image_array_.jpg,0.6,[43.0],[115.0],unique_pair,79.0
8785_cam_image_array_.jpg,0.7,"[37.5, 157.0]","[125.5, 147.5]",ambiguous,
8785_cam_image_array_.jpg,0.8,[17.0],"[136.0, 154.0]",unique_pair,76.5
8785_cam_image_array_.jpg,0.9,[9.5],[145.0],unique_pair,77.25
8845_cam_image_array_.jpg,0.6,[48.5],[1.5],no_pair,
8845_cam_image_array_.jpg,0.7,[34.5],"[132.5, 150.0]",ambiguous,
8845_cam_image_array_.jpg,0.8,"[29.0, 158.5]","[144.0, 157.5]",ambiguous,
8845_cam_image_array_.jpg,0.9,[26.5],[154.0],unique_pair,90.25
8906_cam_image_array_.jpg,0.6,[29.5],"[99.5, 156.0]",ambiguous,
8906_cam_image_array_.jpg,0.7,[],[116.0],no_pair,
8906_cam_image_array_.jpg,0.8,[],[131.5],no_pair,
8906_cam_image_array_.jpg,0.9,[8.5],[144.0],unique_pair,76.25
8967_cam_image_array_.jpg,0.6,[22.0],"[94.0, 146.5]",ambiguous,
8967_cam_image_array_.jpg,0.7,[13.0],"[110.0, 153.5]",unique_pair,61.5
8967_cam_image_array_.jpg,0.8,[7.0],[124.0],unique_pair,65.5
8967_cam_image_array_.jpg,0.9,[],[137.0],no_pair,
9027_cam_image_array_.jpg,0.6,"[32.0, 153.0]",[],no_pair,
9027_cam_image_array_.jpg,0.7,"[29.0, 151.5]",[123.0],unique_pair,76.0
9027_cam_image_array_.jpg,0.8,[19.0],[138.0],unique_pair,78.5
9027_cam_image_array_.jpg,0.9,[13.0],[151.5],no_pair,
9088_cam_image_array_.jpg,0.6,"[39.5, 155.0]","[107.5, 125.5, 148.0]",ambiguous,
9088_cam_image_array_.jpg,0.7,"[23.5, 136.0]",[117.5],unique_pair,70.5
9088_cam_image_array_.jpg,0.8,[14.0],"[126.5, 150.0]",ambiguous,
9088_cam_image_array_.jpg,0.9,[156.5],"[135.0, 155.5]",no_pair,
9148_cam_image_array_.jpg,0.6,[44.5],[115.0],unique_pair,79.75
9148_cam_image_array_.jpg,0.7,"[38.5, 145.0, 155.0]",[127.5],unique_pair,83.0
9148_cam_image_array_.jpg,0.8,[155.0],[139.0],no_pair,
9148_cam_image_array_.jpg,0.9,[14.0],[149.5],unique_pair,81.75
9209_cam_image_array_.jpg,0.6,[],[95.5],no_pair,
9209_cam_image_array_.jpg,0.7,[18.5],[111.0],unique_pair,64.75
9209_cam_image_array_.jpg,0.8,[],[126.5],no_pair,
9209_cam_image_array_.jpg,0.9,[4.5],[140.0],unique_pair,72.25
9269_cam_image_array_.jpg,0.6,"[27.0, 134.0]",[96.5],unique_pair,61.75
9269_cam_image_array_.jpg,0.7,"[18.0, 151.5]","[114.0, 146.5]",ambiguous,
9269_cam_image_array_.jpg,0.8,[157.0],"[128.5, 154.0]",no_pair,
9269_cam_image_array_.jpg,0.9,[3.5],[141.0],no_pair,
9330_cam_image_array_.jpg,0.6,"[25.0, 157.0]",[96.0],unique_pair,60.5
9330_cam_image_array_.jpg,0.7,[],[113.0],no_pair,
9330_cam_image_array_.jpg,0.8,[9.0],[127.5],unique_pair,68.25
9330_cam_image_array_.jpg,0.9,[7.5],[140.5],unique_pair,74.0
9391_cam_image_array_.jpg,0.6,[41.5],[109.0],unique_pair,75.25
9391_cam_image_array_.jpg,0.7,"[24.5, 152.0]",[119.5],unique_pair,72.0
9391_cam_image_array_.jpg,0.8,"[16.0, 143.0, 156.5]","[128.5, 151.0]",ambiguous,
9391_cam_image_array_.jpg,0.9,[158.0],"[137.5, 156.5]",no_pair,
9451_cam_image_array_.jpg,0.6,[41.5],[],no_pair,
9451_cam_image_array_.jpg,0.7,"[34.5, 156.0]","[124.5, 147.0]",ambiguous,
9451_cam_image_array_.jpg,0.8,[19.0],"[136.5, 154.0]",ambiguous,
9451_cam_image_array_.jpg,0.9,[10.5],[147.0],no_pair,
9512_cam_image_array_.jpg,0.6,[29.0],[100.0],unique_pair,64.5
9512_cam_image_array_.jpg,0.7,[25.5],[117.0],unique_pair,71.25
9512_cam_image_array_.jpg,0.8,[12.5],[132.0],unique_pair,72.25
9512_cam_image_array_.jpg,0.9,[8.0],[145.0],no_pair,
9572_cam_image_array_.jpg,0.6,[34.0],"[108.5, 145.5]",ambiguous,
9572_cam_image_array_.jpg,0.7,[33.0],"[129.0, 153.0]",ambiguous,
9572_cam_image_array_.jpg,0.8,[25.0],[145.5],unique_pair,85.25
9572_cam_image_array_.jpg,0.9,[20.0],[156.0],unique_pair,88.0
9633_cam_image_array_.jpg,0.6,[33.5],"[109.0, 123.5]",ambiguous,
9633_cam_image_array_.jpg,0.7,[156.0],[130.0],no_pair,
9633_cam_image_array_.jpg,0.8,[28.0],[149.0],unique_pair,88.5
9633_cam_image_array_.jpg,0.9,[24.5],[158.5],unique_pair,91.5
9694_cam_image_array_.jpg,0.6,[],[115.0],no_pair,
9694_cam_image_array_.jpg,0.7,[33.5],"[126.5, 148.5]",ambiguous,
9694_cam_image_array_.jpg,0.8,[],"[138.0, 155.0]",no_pair,
9694_cam_image_array_.jpg,0.9,[12.5],[147.5],unique_pair,80.0
9754_cam_image_array_.jpg,0.6,"[42.5, 132.5]",[114.0],unique_pair,78.25
9754_cam_image_array_.jpg,0.7,[],"[130.5, 151.0]",no_pair,
9754_cam_image_array_.jpg,0.8,[29.0],[143.5],unique_pair,86.25
9754_cam_image_array_.jpg,0.9,[23.0],[153.5],unique_pair,88.25
9815_cam_image_array_.jpg,0.6,"[35.0, 148.0]",[107.5],unique_pair,71.25
9815_cam_image_array_.jpg,0.7,"[30.5, 154.0]","[123.0, 158.5]",ambiguous,
9815_cam_image_array_.jpg,0.8,[13.0],[136.5],unique_pair,74.75
9815_cam_image_array_.jpg,0.9,[9.5],[147.0],no_pair,
9875_cam_image_array_.jpg,0.6,[32.0],[99.5],unique_pair,65.75
9875_cam_image_array_.jpg,0.7,[24.0],[116.0],unique_pair,70.0
9875_cam_image_array_.jpg,0.8,[],[132.0],no_pair,
9875_cam_image_array_.jpg,0.9,[],[146.5],no_pair,
9936_cam_image_array_.jpg,0.6,"[30.5, 130.0]",[101.5],unique_pair,66.0
9936_cam_image_array_.jpg,0.7,[149.5],[112.0],no_pair,
9936_cam_image_array_.jpg,0.8,"[7.5, 156.5]","[122.0, 147.0]",unique_pair,64.75
9936_cam_image_array_.jpg,0.9,[2.5],"[131.0, 154.5]",unique_pair,66.75
9997_cam_image_array_.jpg,0.6,[44.5],[],no_pair,
9997_cam_image_array_.jpg,0.7,"[29.5, 155.5]","[125.5, 147.5]",ambiguous,
9997_cam_image_array_.jpg,0.8,[20.0],"[135.5, 154.0]",ambiguous,
9997_cam_image_array_.jpg,0.9,[],[145.5],no_pair,
10057_cam_image_array_.jpg,0.6,"[36.0, 157.5]","[111.0, 146.5]",ambiguous,
10057_cam_image_array_.jpg,0.7,"[33.0, 146.0]","[130.0, 154.0]",ambiguous,
10057_cam_image_array_.jpg,0.8,[27.0],[146.0],unique_pair,86.5
10057_cam_image_array_.jpg,0.9,[20.0],[156.0],unique_pair,88.0
10118_cam_image_array_.jpg,0.6,[31.0],[103.0],unique_pair,67.0
10118_cam_image_array_.jpg,0.7,[],"[119.0, 151.5]",no_pair,
10118_cam_image_array_.jpg,0.8,[17.5],[133.0],unique_pair,75.25
10118_cam_image_array_.jpg,0.9,[13.0],[145.5],unique_pair,79.25
10178_cam_image_array_.jpg,0.6,[],[100.5],no_pair,
10178_cam_image_array_.jpg,0.7,[23.5],[117.0],unique_pair,70.25
10178_cam_image_array_.jpg,0.8,[],[131.0],no_pair,
10178_cam_image_array_.jpg,0.9,[2.5],[143.0],no_pair,
10239_cam_image_array_.jpg,0.6,[36.0],"[102.5, 116.0]",ambiguous,
10239_cam_image_array_.jpg,0.7,[20.5],[113.5],unique_pair,67.0
10239_cam_image_array_.jpg,0.8,[13.0],"[124.0, 149.0]",ambiguous,
10239_cam_image_array_.jpg,0.9,[],"[134.0, 155.5]",no_pair,
10299_cam_image_array_.jpg,0.6,[42.0],[111.5],unique_pair,76.75
10299_cam_image_array_.jpg,0.7,"[27.0, 154.0]","[123.0, 146.0]",ambiguous,
10299_cam_image_array_.jpg,0.8,"[17.0, 144.5]","[131.5, 152.5]",ambiguous,
10299_cam_image_array_.jpg,0.9,[157.0],"[140.0, 157.5]",no_pair,
10360_cam_image_array_.jpg,0.6,"[40.0, 139.5]","[111.0, 146.0]",ambiguous,
10360_cam_image_array_.jpg,0.7,"[31.5, 151.5]","[128.0, 153.0]",ambiguous,
10360_cam_image_array_.jpg,0.8,[26.0],[142.5],unique_pair,84.25
10360_cam_image_array_.jpg,0.9,[],[153.5],no_pair,
10421_cam_image_array_.jpg,0.6,"[35.0, 146.0]",[104.5],unique_pair,69.75
10421_cam_image_array_.jpg,0.7,"[27.0, 149.5]","[123.0, 157.0]",ambiguous,
10421_cam_image_array_.jpg,0.8,[],[137.0],no_pair,
10421_cam_image_array_.jpg,0.9,[],[149.5],no_pair,
10481_cam_image_array_.jpg,0.6,[33.5],[103.0],unique_pair,68.25
10481_cam_image_array_.jpg,0.7,[28.5],[123.0],unique_pair,75.75
10481_cam_image_array_.jpg,0.8,[],[141.0],no_pair,
10481_cam_image_array_.jpg,0.9,[16.5],[154.0],no_pair,
10542_cam_image_array_.jpg,0.6,[132.0],[98.0],no_pair,
