frame,elapsed_s,capture_wait_ms,processing_ms,track_status,target_status,offset
1,0.03933489200016993,32.90032799986875,6.093272000271099,selected,interpolated,-0.040625
2,0.0853154189999259,23.23773300031462,5.06424800005334,selected,interpolated,-0.0421875
3,0.13223611900002652,41.91496900011771,4.959471999882226,selected,interpolated,-0.0390625
4,0.17938970500017604,42.16465099989364,4.943175999869709,selected,interpolated,-0.040625
5,0.22654638299991348,42.15042899977561,4.960341999776574,selected,interpolated,-0.0421875
6,0.27339363900000535,41.95750600001702,4.84182599984706,selected,interpolated,-0.0421875
7,0.3206062799999927,42.32429700005014,4.841937000037433,selected,interpolated,-0.0421875
8,0.36789456699989387,42.19731700004559,5.045600999892486,selected,interpolated,-0.0421875
9,0.41478295300021273,41.92924700009826,4.911527999865939,selected,interpolated,-0.0421875
10,0.4617610959999183,42.0916150001176,4.838269999709155,selected,interpolated,-0.0421875
11,0.5088812750000216,42.267354000159685,4.80656599984286,selected,interpolated,-0.040625
12,0.5561938400001054,42.31105700000626,4.955398000220157,selected,interpolated,-0.0421875
13,0.6031695760002549,42.02339299990854,4.905621000034444,selected,interpolated,-0.0421875
14,0.6516351999998733,43.60655800019231,4.813232999822503,selected,interpolated,-0.040625
15,0.6975959679998596,40.90009399988048,4.979212000307598,selected,interpolated,-0.040625
16,0.7445967409998957,41.95871000001716,4.995786000108637,selected,interpolated,-0.040625
17,0.791740493999896,42.18389200013917,4.913786999622971,selected,interpolated,-0.040625
18,0.8387485260000176,42.06009700010327,4.901768999843625,selected,interpolated,-0.0421875
19,0.8859057780000512,42.27753799978018,4.833881000195106,selected,interpolated,-0.0421875
20,0.9330040119998557,42.15368799987118,4.898955000044225,selected,interpolated,-0.040625
21,0.9800414880000972,42.13205900032335,4.860510000071372,selected,interpolated,-0.0421875
22,1.027200351999909,42.21746500024892,4.8956949999592325,selected,interpolated,-0.040625
23,1.0742484200000035,42.16952199976731,4.83289900012096,selected,interpolated,-0.0421875
24,1.1216992610002308,26.84940800008917,5.018008000206464,selected,interpolated,-0.0421875
25,1.1686697380000624,42.04963400025008,4.87288099975558,selected,interpolated,-0.0421875
26,1.2156457710002542,42.03470799984643,4.894102999969618,selected,interpolated,-0.0421875
27,1.2627918379998846,42.21481700005825,4.848455000228569,selected,interpolated,-0.0421875
28,1.3132625279999957,45.56486599994969,4.858955000145215,selected,interpolated,-0.040625
29,1.3571846569998343,39.01280299987775,4.862992000198574,selected,interpolated,-0.040625
30,1.404054060999897,41.95198800016442,4.871194999850559,selected,interpolated,-0.040625
31,1.451194943000246,42.25239099969258,4.843436000101065,selected,interpolated,-0.0421875
32,1.498263789000248,42.17802099992696,4.8457140001119114,selected,interpolated,-0.040625
33,1.5454207630000383,42.21374300004754,4.8966760000439535,selected,interpolated,-0.040625
34,1.592618997000045,42.19570700024633,4.9316759996145265,selected,interpolated,-0.040625
35,1.6446441849998337,44.17034700009026,7.8078800002003845,selected,interpolated,-0.0390625
36,1.6915827180000633,39.083155000298575,7.789674999912677,selected,interpolated,-0.0421875
37,1.7418014670001867,41.28608800010625,8.868161999998847,selected,interpolated,-0.040625
38,1.78770729200005,36.94118199973673,8.841772999858222,selected,interpolated,-0.040625
39,1.834746100999837,38.27612799977942,8.691126000030636,selected,interpolated,-0.0421875
40,1.881907093999871,38.2672390001062,8.824550999634084,selected,interpolated,-0.0421875
41,1.929388212000049,38.53168099976756,8.879328000148234,selected,interpolated,-0.040625
42,1.9771410490002381,38.68423299991264,8.997808000003715,selected,interpolated,-0.040625
43,2.0230059300001813,37.06512499957171,8.73096000032092,selected,interpolated,-0.0421875
44,2.0700504980000005,38.2398319998174,8.735126999908971,selected,interpolated,-0.0421875
45,2.117158824999933,38.404607999837026,8.63388700008727,selected,interpolated,-0.040625
46,2.1619346090001272,11.087612999745033,7.109666999895126,selected,interpolated,-0.040625
47,2.208974269999999,39.78068299966253,7.199091000074986,selected,interpolated,-0.040625
48,2.260154433000025,42.173372999968706,8.946122999986983,selected,interpolated,-0.0421875
49,2.305884517999857,36.801924999963376,8.858494999913091,selected,interpolated,-0.0421875
50,2.353032493000228,38.19527699988612,8.88549499995861,selected,interpolated,-0.0421875
51,2.3999250450001455,38.17140699993615,8.652812000036647,selected,interpolated,-0.0421875
52,2.447284628000034,38.553828000203794,8.737384999676578,selected,interpolated,-0.0421875
53,2.4945661570000084,38.30796100010048,8.903494000151113,selected,interpolated,-0.040625
54,2.541414783000164,38.06759400004012,8.711330000096495,selected,interpolated,-0.040625
55,2.5898649079999814,39.630054000099335,8.75014499979443,selected,interpolated,-0.0421875
56,2.635642382000242,36.9730890001847,8.7363119996553,selected,interpolated,-0.040625
57,2.6826211920001697,38.15553699996599,8.716293000361475,selected,interpolated,-0.040625
58,2.734205831000054,42.61116299994683,8.904921000066679,selected,interpolated,-0.0421875
59,2.7769676769999023,33.911777999946935,8.781736999935674,selected,interpolated,-0.0390625
60,2.8239554130000215,38.17727700015894,8.741681999708817,selected,interpolated,-0.040625
61,2.8711274249999406,38.282554000034,8.821179999813467,selected,interpolated,-0.0421875
62,2.918243122000149,38.34216399991419,8.706460000212246,selected,interpolated,-0.040625
