frame,elapsed_s,ready,source,pwm,near,far,reason,ms
134,6.271190691000811,True,paired,395,68.0,65.25,consistent,1.10708293505013
135,6.318186597000022,True,paired,396,68.25,65.0,consistent,1.0819999733939767
136,6.364767267999923,True,paired,395,68.0,65.25,consistent,1.051209052093327
137,6.411539603001074,True,paired,395,68.5,65.5,consistent,1.1190410004928708
138,6.4606153980003,True,paired,395,68.5,65.5,consistent,1.128916977904737
139,6.506633893999606,True,paired,395,68.0,65.5,consistent,1.2421669671311975
140,6.55362583600072,True,paired,395,68.0,65.5,consistent,1.1104579316452146
141,6.600190766999731,True,paired,395,68.0,65.25,consistent,1.2413340155035257
142,6.647307504001219,True,paired,395,68.0,65.5,consistent,1.2029160279780626
143,6.69433539000056,True,paired,393,67.0,65.75,consistent,1.2361661065369844
144,6.741536976000134,True,paired,394,68.875,66.0,consistent,1.1802500812336802
145,6.78966588000003,True,paired,392,69.375,66.75,consistent,1.2110419338569045
146,6.836344846000429,True,paired,393,69.75,66.75,consistent,1.3852081028744578
147,6.883095921999484,True,paired,393,68.25,66.25,consistent,1.2952079996466637
148,6.929842090999955,True,paired,394,69.75,66.25,consistent,1.2518750736489892
149,6.979256083999644,True,paired,393,69.75,66.75,consistent,1.2307920260354877
150,7.025002825001138,True,paired,393,70.0,66.75,consistent,1.2681669322773814
151,7.071884584000145,True,paired,392,70.125,67.25,consistent,1.2792909983545542
152,7.118426164000994,True,paired,391,69.75,67.5,consistent,1.2538330629467964
153,7.165340626001125,True,paired,391,70.65,67.5,consistent,1.2106249341741204
154,7.213295052000831,True,paired,392,71.0625,67.5,consistent,1.223791972734034
155,7.260485378999874,True,paired,388,70.8125,69.75,consistent,1.1969170300289989
156,7.306792019000568,True,paired,389,72.05,70.5,consistent,1.144082983955741
157,7.35433824699976,True,paired,383,71.7,71.25,consistent,1.1659589363262057
158,7.403064510999684,True,paired,390,73.5,71.25,consistent,1.3611250324174762
159,7.448977175999971,True,paired,389,73.0,71.0,consistent,1.2497920542955399
160,7.495861768000395,True,paired,389,72.25,70.5,consistent,1.1456250213086605
161,7.54244742100127,True,paired,390,72.5,70.5,consistent,1.0836250148713589
162,7.589786598000501,True,paired,389,72.0,68.75,consistent,1.1239158920943737
163,7.637468324999645,True,paired,386,72.5,70.0,consistent,1.0679580736905336
164,7.684472674000062,True,paired,386,72.75,70.0,consistent,1.099292072467506
165,7.732112142000915,True,paired,386,73.0,70.25,consistent,1.0309580247849226
166,7.778477003001171,True,paired,387,73.0,70.0,consistent,1.121249981224537
167,7.825793310001245,True,paired,387,73.0,69.75,consistent,1.116416067816317
168,7.87249360900023,True,paired,386,73.0,70.25,consistent,1.0828339727595448
169,7.919981801000176,True,paired,387,73.0,70.0,consistent,1.0953330202028155
170,7.966660842001147,True,paired,386,73.25,70.25,consistent,1.059875008650124
171,8.01407436900081,True,paired,386,73.0,70.25,consistent,1.0418749880045652
172,8.061290326000744,True,paired,387,73.75,70.25,consistent,1.0581249371170998
173,8.10802479099948,True,paired,387,73.25,70.0,consistent,1.1107920436188579
174,8.155186508000043,True,paired,387,73.75,70.0,consistent,1.2010829523205757
175,8.202468520001275,True,paired,386,73.16666666666667,70.25,consistent,1.1703750351443887
176,8.249532812000325,True,paired,387,74.0,70.25,consistent,1.1499999091029167
177,8.296817324000585,True,paired,386,74.125,70.5,consistent,1.1874170741066337
178,8.343455161000747,True,paired,388,73.25,69.75,consistent,1.1789589188992977
179,8.390694747000452,True,paired,388,74.75,70.25,consistent,1.2071249075233936
180,8.437666077999893,True,paired,388,74.4375,70.0,consistent,1.3252920471131802
181,8.485180085999673,True,paired,389,74.85,69.75,consistent,1.2394579825922847
182,8.532207157000812,True,paired,391,75.25,69.0,consistent,1.301916898228228
183,8.579584721999709,True,paired,390,75.5,69.5,consistent,1.2418749975040555
184,8.626394500999595,True,paired,390,75.0,72.25,consistent,1.1567500187084079
185,8.673937396000838,True,paired,389,74.5,72.0,consistent,1.2292920146137476
186,8.720585696999478,True,paired,391,74.25,71.5,consistent,1.1985000455752015
187,8.767787376000342,True,paired,389,73.75,71.5,consistent,1.4478330267593265
188,8.814760151999508,True,paired,394,73.75,70.75,consistent,1.2820829870179296
189,8.861868185000276,False,unavailable,365,,,no_valid_path,1.1749999830499291
190,8.909622946999662,False,unavailable,365,,,no_valid_path,1.1318341130390763
191,8.957152343000416,False,unavailable,365,,,no_valid_path,1.0812919354066253
192,9.004304170999603,False,unavailable,365,,,no_valid_path,1.2028750497847795
193,9.050553237000713,True,paired,396,71.25,66.0,consistent,1.101332949474454
194,9.098110558999906,True,paired,396,70.75,65.75,consistent,1.1691659456118941
195,9.144632972000181,True,paired,397,70.25,65.25,consistent,1.19629199616611
196,9.19180994800081,True,paired,398,69.8,65.0,consistent,1.1162919690832496
197,9.23869741099952,True,paired,397,69.2,65.0,consistent,1.2005420867353678
198,9.28601877300025,True,paired,400,68.83333333333334,64.0,consistent,1.1414580512791872
199,9.332871087999592,True,paired,399,68.55,64.25,consistent,1.1906659929081798
200,9.380403651000961,True,paired,400,68.60000000000001,63.75,consistent,1.25812494661659
201,9.427074524999625,True,paired,399,67.4,63.75,consistent,1.3896249001845717
202,9.474177649999547,True,paired,401,68.375,63.25,consistent,1.249500084668398
203,9.521485031000338,True,paired,401,67.75,63.25,consistent,1.1716249864548445
204,9.568492509999487,False,unavailable,365,,,no_valid_path,1.1473750928416848
205,9.615745651999532,False,unavailable,365,,,no_valid_path,1.1273750569671392
206,9.663069533000453,True,paired,401,67.0,62.75,consistent,1.184582943096757
207,9.710015808999742,False,unavailable,365,,,no_valid_path,1.110958051867783
208,9.756940344999748,False,unavailable,365,,,no_valid_path,1.1263329070061445
209,9.804264115000478,False,unavailable,365,,,no_valid_path,1.1804579989984632
210,9.853059136999946,False,unavailable,365,,,no_valid_path,1.075000036507845
211,9.899302351001097,False,unavailable,365,,,no_valid_path,1.0137079516425729
212,9.946224925000934,False,unavailable,365,,,no_valid_path,1.0487500112503767
213,9.992565951999495,False,unavailable,365,,,no_valid_path,0.967124942690134
214,10.03987253699961,False,unavailable,365,,,no_valid_path,1.0060420027002692
215,10.089370973000769,False,unavailable,365,,,no_valid_path,1.0667500318959355
216,10.133816626001135,False,unavailable,365,,,no_valid_path,1.0779169388115406
217,10.180961955000384,False,unavailable,365,,,no_valid_path,1.2698339996859431
218,10.228720123999665,True,paired,407,64.25,59.75,consistent,1.1189159704372287
219,10.27687336100098,True,paired,406,64.75,60.25,consistent,1.0310000507161021
220,10.323041687999648,True,paired,406,64.5,60.25,consistent,1.0842920746654272
221,10.37009462900096,True,paired,407,64.5,60.0,consistent,1.0450840927660465
222,10.416388564999579,True,paired,406,64.75,60.25,consistent,1.0763750178739429
223,10.463556597000206,True,paired,406,64.75,60.25,consistent,1.249832916073501
224,10.511147250999784,True,paired,405,65.0,60.75,consistent,1.1203750036656857
225,10.56136984099976,True,paired,404,65.0,61.0,consistent,1.3218749081715941
226,10.60570403299971,True,paired,404,64.75,61.0,consistent,1.0989999864250422
227,10.652891805000763,True,paired,404,64.5,61.0,consistent,1.1385000543668866
228,10.699701843001094,True,paired,404,64.75,61.0,consistent,1.1303749633952975
229,10.747066760999587,True,paired,402,63.0,61.25,consistent,1.1903340928256512
230,10.794146776001071,True,paired,403,65.0,61.5,consistent,1.267916988581419
231,10.84070752200023,True,paired,402,65.41666666666667,62.0,consistent,1.3455000007525086
232,10.887813592000384,True,paired,401,65.33333333333333,62.25,consistent,1.3512909645214677
233,10.934773331000542,True,paired,399,65.16666666666667,63.0,consistent,1.34170800447464
234,10.98198971400052,True,paired,400,66.875,63.25,consistent,1.3022079365327954
235,11.029548868000347,True,paired,400,66.125,63.0,consistent,1.3775840634480119
236,11.076270723000562,True,paired,399,65.625,63.0,consistent,1.3387909857556224
237,11.123405348000233,True,paired,400,67.1875,63.25,consistent,1.3521249638870358
238,11.170536658000856,True,paired,400,67.25,63.25,consistent,1.3934170128777623
239,11.219369252999968,True,paired,399,66.9375,63.5,consistent,1.322624972090125
240,11.26538284200069,True,paired,400,67.35,63.25,consistent,1.2483340688049793
241,11.31256163299986,True,paired,402,68.0,63.0,consistent,1.3180420501157641
242,11.359623389000262,True,paired,400,68.0,63.5,consistent,1.2780420947819948
243,11.406281374000173,True,paired,398,67.75,66.0,consistent,1.3942919904366136
244,11.453385703000095,True,paired,395,67.5,66.25,consistent,1.3344580074772239
245,11.500630086000456,True,paired,396,67.25,66.0,consistent,1.241208054125309
246,11.548083816000144,True,paired,397,67.25,65.75,consistent,1.2481251033023
247,11.594713876000242,True,paired,399,67.0,65.25,consistent,1.3654589420184493
248,11.642056683000192,True,paired,396,67.0,65.75,consistent,1.1737090535461903
249,11.688921885999662,False,unavailable,365,,,no_valid_path,1.247707987204194
250,11.735862978001023,False,unavailable,365,,,no_valid_path,1.1805000249296427
251,11.782868124000743,True,paired,397,67.25,64.25,consistent,1.1952080531045794
252,11.830008971001007,True,paired,396,67.25,64.75,consistent,1.1095419758930802
253,11.878927490999558,True,paired,397,67.0,64.25,consistent,1.154666068032384
254,11.924990616000287,True,paired,396,67.0,64.5,consistent,1.137457904405892
255,11.973188592999577,True,paired,397,66.75,64.25,consistent,1.162917003966868
256,12.018442380000124,True,paired,396,66.25,64.25,consistent,1.3677090173587203
257,12.06537865700011,True,paired,397,67.25,64.25,consistent,1.246540923602879
258,12.11295810699994,True,paired,398,66.5625,63.75,consistent,1.3297500554472208
259,12.159801108000465,True,paired,397,66.0,64.0,consistent,1.269000000320375
260,12.206787106000775,True,paired,397,67.375,64.25,consistent,1.3089580461382866
261,12.254039728999487,True,paired,398,66.375,63.75,consistent,1.3309590285643935
262,12.303737882999485,True,paired,399,67.1,63.75,consistent,1.2246249243617058
263,12.348759712000174,True,paired,399,67.0,63.5,consistent,1.338833011686802
264,12.395889392000754,True,paired,400,67.2,63.25,consistent,1.3673340436071157
265,12.442657968000276,True,paired,400,66.75,63.25,consistent,1.2616669991984963
266,12.490493470000729,True,paired,402,68.0,63.0,consistent,1.283458899706602
267,12.53718478799965,True,paired,398,67.5,64.25,consistent,1.2330840108916163
268,12.584229729000072,True,paired,400,67.25,65.25,consistent,1.2499999720603228
269,12.63108535900028,True,paired,397,66.5,64.0,consistent,1.2400000123307109
270,12.67809789400053,True,paired,398,66.25,63.75,consistent,1.3556670164689422
271,12.725359424000999,True,paired,399,66.25,63.5,consistent,1.3114579487591982
272,12.773342590000539,True,paired,399,66.25,63.5,consistent,1.3697500107809901
273,12.820059166000647,True,paired,399,66.25,63.25,consistent,1.2021670117974281
274,12.8665946910005,True,paired,399,66.25,63.25,consistent,1.1777500621974468
275,12.913806980999652,True,paired,400,66.25,63.0,consistent,1.308875042013824
276,12.961084974000187,True,paired,400,66.25,63.0,consistent,1.3884580694139004
277,13.010013308999987,True,paired,399,66.25,63.25,consistent,1.4097089879214764
278,13.055245356001251,True,paired,399,66.5,63.25,consistent,1.2284999247640371
279,13.102159762000156,True,paired,399,66.5,63.25,consistent,1.2947909999638796
280,13.149798082000416,True,paired,399,66.5,63.5,consistent,1.317832968197763
281,13.19690017100038,True,paired,397,66.5,64.0,consistent,1.4222500612959266
282,13.243986408000637,True,paired,396,65.5,64.0,consistent,1.5182920033112168
283,13.291430805000346,True,paired,397,67.91666666666667,64.5,consistent,1.4520420227199793
284,13.338182900000902,True,paired,397,68.0,64.75,consistent,1.281667035073042
285,13.38507178799955,True,paired,397,68.25,64.75,consistent,1.3633749913424253
286,13.431845457000236,True,paired,397,67.625,64.5,consistent,1.3982090167701244
287,13.479223243999513,True,paired,398,68.75,64.5,consistent,1.4142500003799796
288,13.52609842899983,True,paired,398,68.25,64.5,consistent,1.559666940011084
289,13.57407804000104,True,paired,399,70.0,64.5,consistent,1.6738330014050007
290,13.62104418600029,True,paired,399,70.0,64.75,consistent,1.3980419607833028
291,13.668598378000752,True,paired,398,70.0,67.5,consistent,1.3934170128777623
292,13.71544080500098,True,paired,398,69.75,67.25,consistent,1.3807499781250954
293,13.76249139399988,True,paired,397,69.5,67.25,consistent,1.5228750417008996
294,13.808931087000019,True,paired,396,69.5,67.5,consistent,1.5504169277846813
295,13.85602963800011,True,paired,398,69.25,67.0,consistent,1.5298749785870314
296,13.903470610001023,True,paired,398,69.25,67.0,consistent,1.4472079928964376
297,13.950456552000105,True,paired,395,68.75,65.5,consistent,1.2883329764008522
298,13.998334924001028,True,paired,394,68.5,65.75,consistent,1.4772920403629541
299,14.044458733000283,True,paired,395,68.5,65.5,consistent,1.388167031109333
300,14.091782318000696,True,paired,395,68.5,65.5,consistent,1.4267079532146454
301,14.138936313000158,True,paired,396,68.5,65.0,consistent,1.283916993997991
302,14.185905551999895,True,paired,397,68.0,64.75,consistent,1.4259590534493327
303,14.232826366000154,True,paired,397,67.75,64.5,consistent,1.3013749849051237
304,14.279902158999903,True,paired,397,67.5,64.5,consistent,1.214709016494453
305,14.327052542999809,True,paired,397,66.75,64.25,consistent,1.3253339566290379
306,14.373836970000411,True,paired,397,67.625,64.5,consistent,1.3526659458875656
307,14.421385143999942,True,paired,398,68.0,64.25,consistent,1.4388749841600657
308,14.468338234999464,True,paired,398,68.0,64.25,consistent,1.3093330198898911
309,14.517193904001033,True,paired,397,67.33333333333333,64.25,consistent,1.3515420723706484
310,14.56319649299985,True,paired,399,68.125,64.0,consistent,1.330499886535108
311,14.611616614000013,True,paired,398,68.0,64.25,consistent,1.3654580106958747
312,14.657403707000412,True,paired,399,67.75,64.0,consistent,1.527415937744081
313,14.704525406999892,True,paired,399,68.16666666666667,64.0,consistent,1.6018339665606618
314,14.751809474000765,True,paired,399,67.83333333333333,63.75,consistent,1.4621659647673368
315,14.800416572999893,True,paired,400,68.4375,63.75,consistent,1.3900420162826777
316,14.846529401000225,True,paired,400,68.125,63.75,consistent,1.376542029902339
317,14.89241145500091,True,paired,399,67.875,64.0,consistent,1.5388330211862922
318,14.939726095999504,True,paired,400,67.85,63.5,consistent,1.4443750260397792
319,14.986821537000651,True,paired,401,69.75,63.75,consistent,1.4563750009983778
320,15.033866608000608,True,paired,402,69.0,63.25,consistent,1.380792004056275
