run,image,old_ready,new_ready,old_pwm,new_pwm,old_near,new_near,new_far,pair_status,points
134442,000177_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 80.25), (0.85, 81.0), (0.9, 84.0)]"
134442,000199_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 80.75), (0.9, 83.5)]"
134442,000221_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.5), (0.8, 79.75), (0.85, 81.0), (0.9, 83.75)]"
134442,000243_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134442,000265_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.0), (0.9, 84.0)]"
134442,000287_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.5), (0.8, 79.75), (0.85, 81.0), (0.9, 83.75)]"
134442,000309_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134442,000331_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.25), (0.9, 84.0)]"
134442,000353_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.0), (0.9, 84.0)]"
134442,000375_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 84.25)]"
134442,000397_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.5), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134442,000419_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 79.5), (0.85, 81.25), (0.9, 83.75)]"
134442,000441_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.25), (0.9, 83.5)]"
134442,000463_raw.jpg,ready,ready,360,360,76.25,76.25,74.0,consistent,"[(0.6, 74.0), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 83.75)]"
134442,000485_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.5), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134442,000507_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.0), (0.9, 83.75)]"
134442,000529_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.0), (0.9, 84.0)]"
134442,000551_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134442,000573_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.5), (0.8, 79.75), (0.85, 81.0), (0.9, 84.0)]"
134442,000595_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 79.75), (0.85, 81.0), (0.9, 84.0)]"
134442,000617_raw.jpg,ready,ready,361,361,76.25,76.25,73.75,consistent,"[(0.6, 73.75), (0.65, 76.25), (0.75, 78.25), (0.8, 80.0), (0.85, 81.0), (0.9, 84.0)]"
134704,000001_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000023_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000045_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000067_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000089_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000111_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000133_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000155_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000177_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000199_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000221_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000243_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000265_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000287_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000309_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000331_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000353_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000375_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000397_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000419_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000441_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000463_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000485_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000507_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000529_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000551_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000573_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000595_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
134704,000617_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000001_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000023_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000045_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000067_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000089_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000111_raw.jpg,ready,unavailable,355,350,63.91666666666667,,,insufficient_pairs,[]
150026,000133_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000155_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000177_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000199_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000221_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000243_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000265_raw.jpg,ready,unavailable,349,350,72.33333333333333,,,insufficient_pairs,[]
150026,000287_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000309_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000331_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000353_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000375_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000397_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000419_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000441_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000463_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000485_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000507_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000529_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000551_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000573_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000595_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
150026,000617_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000001_raw.jpg,ready,ready,348,348,88.25,88.25,86.75,consistent,"[(0.6, 86.75), (0.65, 88.25), (0.75, 85.75), (0.8, 87.5), (0.85, 87.75), (0.9, 89.25)]"
152620,000022_raw.jpg,ready,ready,351,351,82.0,82.0,80.0,consistent,"[(0.55, 80.0), (0.6, 81.75), (0.7, 82.25), (0.75, 83.25), (0.8, 84.25)]"
152620,000044_raw.jpg,ready,ready,377,377,48.5,48.5,51.25,consistent,"[(0.55, 51.25), (0.6, 51.75), (0.65, 48.5), (0.7, 48.5), (0.75, 50.25)]"
152620,000066_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000088_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000110_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000132_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000154_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000176_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000198_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000220_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000242_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000264_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
152620,000286_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000001_raw.jpg,ready,ready,349,349,85.0,85.0,83.5,consistent,"[(0.55, 83.5), (0.6, 82.75), (0.65, 85.0), (0.8, 87.25), (0.85, 88.25), (0.9, 88.5)]"
153324,000022_raw.jpg,ready,ready,356,356,77.0,77.0,74.75,consistent,"[(0.55, 74.75), (0.6, 76.75), (0.7, 77.25), (0.75, 79.0), (0.8, 80.25)]"
153324,000044_raw.jpg,ready,ready,385,385,48.75,48.75,46.25,consistent,"[(0.55, 46.25), (0.6, 47.25), (0.65, 48.75), (0.7, 50.75), (0.8, 52.75), (0.85, 54.75)]"
153324,000066_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000088_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000110_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000132_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000154_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153324,000176_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
153630,000001_raw.jpg,ready,ready,359,359,82.25,82.25,74.75,consistent,"[(0.55, 74.75), (0.6, 79.0), (0.65, 82.25), (0.8, 87.25), (0.85, 89.0), (0.9, 89.0)]"
153630,000022_raw.jpg,ready,ready,359,359,82.5,82.5,74.75,consistent,"[(0.55, 74.75), (0.6, 79.25), (0.65, 82.5), (0.8, 87.5), (0.85, 89.25), (0.9, 89.0)]"
153630,000044_raw.jpg,ready,ready,359,359,82.25,82.25,75.0,consistent,"[(0.55, 75.0), (0.6, 79.0), (0.65, 82.25), (0.8, 87.5), (0.85, 89.0), (0.9, 89.0)]"
153630,000066_raw.jpg,ready,ready,359,359,82.5,82.5,75.0,consistent,"[(0.55, 75.0), (0.6, 79.0), (0.65, 82.5), (0.8, 87.5), (0.85, 89.25), (0.9, 89.0)]"
153630,000088_raw.jpg,ready,ready,358,358,82.25,82.25,75.25,consistent,"[(0.55, 75.25), (0.6, 79.0), (0.65, 82.25), (0.8, 87.5), (0.85, 89.25), (0.9, 88.75)]"
153630,000110_raw.jpg,ready,ready,359,359,82.5,82.5,74.75,consistent,"[(0.55, 74.75), (0.6, 79.0), (0.65, 82.5), (0.8, 87.5), (0.85, 89.0), (0.9, 89.0)]"
153630,000132_raw.jpg,ready,ready,359,359,82.5,82.5,74.75,consistent,"[(0.55, 74.75), (0.6, 79.0), (0.65, 82.5), (0.8, 87.5), (0.85, 89.0), (0.9, 89.0)]"
154634_461086,000001_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000005_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000010_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000015_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000020_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000025_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000030_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000035_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000040_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000045_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000050_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000055_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000060_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000065_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000070_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.75)]"
154634_461086,000075_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000080_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.5), (0.75, 80.75)]"
154634_461086,000085_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000090_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000095_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.75)]"
154634_461086,000100_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000105_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000110_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000115_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000120_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000125_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000130_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.5), (0.75, 80.25)]"
154634_461086,000135_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000140_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000145_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000150_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.5), (0.75, 80.5)]"
154634_461086,000155_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.75)]"
154634_461086,000160_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000165_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000170_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000175_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000180_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 76.75), (0.7, 79.25), (0.75, 80.75)]"
154634_461086,000185_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.5), (0.75, 80.25)]"
154634_461086,000190_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000195_raw.jpg,ready,ready,354,354,77.0,77.0,76.5,consistent,"[(0.55, 76.5), (0.6, 78.5), (0.65, 77.0), (0.7, 79.25), (0.75, 80.5)]"
154634_461086,000200_raw.jpg,ready,ready,354,354,76.75,76.75,76.5,consistent,"[(0.55, 76.5), (0.6, 79.0), (0.65, 76.75), (0.7, 79.5), (0.75, 80.75)]"
154634_461086,000205_raw.jpg,ready,ready,354,354,78.25,78.25,77.0,consistent,"[(0.55, 77.0), (0.6, 79.0), (0.65, 78.25), (0.7, 79.75), (0.75, 80.75)]"
154634_461086,000210_raw.jpg,ready,ready,352,352,81.375,81.375,79.0,consistent,"[(0.55, 79.0), (0.6, 81.0), (0.7, 81.75), (0.75, 82.75), (0.8, 85.0)]"
154634_461086,000215_raw.jpg,ready,ready,351,351,81.25,81.25,80.0,consistent,"[(0.55, 80.0), (0.6, 82.25), (0.65, 81.25), (0.7, 82.5), (0.8, 82.5), (0.85, 83.25), (0.9, 83.75)]"
154634_461086,000220_raw.jpg,ready,ready,361,361,76.0,76.0,71.5,consistent,"[(0.55, 71.5), (0.6, 74.75), (0.65, 76.0), (0.75, 76.75), (0.8, 78.0), (0.85, 79.25)]"
154634_461086,000225_raw.jpg,unavailable,unavailable,350,350,,70.5,,consistent,"[(0.65, 70.5), (0.7, 74.25), (0.75, 77.0), (0.8, 79.5), (0.85, 81.25)]"
154634_461086,000230_raw.jpg,unavailable,unavailable,350,350,65.0,,,consistent,"[(0.7, 62.0), (0.8, 69.25), (0.85, 72.5)]"
154634_461086,000235_raw.jpg,unavailable,unavailable,350,350,,,,consistent,"[(0.75, 58.5), (0.8, 63.0), (0.9, 70.75)]"
154634_461086,000240_raw.jpg,unavailable,unavailable,350,350,,,,insufficient_pairs,[]
154634_461086,000245_raw.jpg,ready,ready,390,390,52.75,52.75,45.25,consistent,"[(0.6, 45.25), (0.65, 52.75), (0.7, 58.25), (0.75, 62.5), (0.85, 69.5), (0.9, 73.25)]"
154634_461086,000250_raw.jpg,ready,ready,390,390,57.25,57.25,51.25,consistent,"[(0.6, 51.25), (0.65, 57.25), (0.7, 62.25), (0.75, 66.5), (0.85, 72.0), (0.9, 75.0)]"
154634_461086,000255_raw.jpg,ready,ready,381,381,63.25,63.25,54.0,consistent,"[(0.55, 54.0), (0.6, 59.0), (0.65, 63.25), (0.7, 67.75), (0.8, 72.5), (0.85, 75.25), (0.9, 78.0)]"
154634_461086,000260_raw.jpg,ready,ready,377,377,66.25,66.25,61.75,consistent,"[(0.6, 61.75), (0.65, 66.25), (0.75, 70.25), (0.8, 73.0), (0.85, 75.0), (0.9, 77.5)]"
154634_461086,000265_raw.jpg,ready,ready,376,376,66.25,66.25,62.0,consistent,"[(0.6, 62.0), (0.65, 66.25), (0.75, 70.5), (0.8, 73.25), (0.85, 75.25)]"
154634_461086,000270_raw.jpg,ready,ready,377,377,64.5,64.5,60.75,consistent,"[(0.6, 60.75), (0.65, 64.5), (0.75, 69.0), (0.8, 72.0), (0.85, 74.5)]"
154634_461086,000275_raw.jpg,ready,ready,378,378,64.0,64.0,60.0,consistent,"[(0.6, 60.0), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000280_raw.jpg,ready,ready,379,379,64.0,64.0,59.75,consistent,"[(0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000285_raw.jpg,ready,ready,379,379,64.0,64.0,59.75,consistent,"[(0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.5), (0.85, 74.25)]"
154634_461086,000290_raw.jpg,ready,ready,379,379,64.0,64.0,59.75,consistent,"[(0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.5), (0.85, 74.0)]"
154634_461086,000295_raw.jpg,ready,ready,379,379,64.0,64.0,55.25,consistent,"[(0.55, 55.25), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000300_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.25)]"
154634_461086,000305_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000310_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000315_raw.jpg,ready,ready,379,379,64.0,64.0,59.75,consistent,"[(0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000320_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000325_raw.jpg,ready,ready,379,379,64.0,64.0,55.25,consistent,"[(0.55, 55.25), (0.6, 59.5), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000330_raw.jpg,ready,ready,378,378,64.0,64.0,55.75,consistent,"[(0.55, 55.75), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.25)]"
154634_461086,000335_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000340_raw.jpg,ready,ready,379,379,64.0,64.0,55.25,consistent,"[(0.55, 55.25), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 72.0), (0.85, 74.0)]"
154634_461086,000345_raw.jpg,ready,ready,379,379,64.0,64.0,55.5,consistent,"[(0.55, 55.5), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000350_raw.jpg,ready,ready,378,378,64.0,64.0,55.75,consistent,"[(0.55, 55.75), (0.6, 59.75), (0.65, 64.0), (0.75, 68.5), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000355_raw.jpg,ready,ready,379,379,64.0,64.0,59.75,consistent,"[(0.6, 59.75), (0.65, 64.0), (0.75, 68.25), (0.8, 71.75), (0.85, 74.0)]"
154634_461086,000360_raw.jpg,ready,ready,378,378,64.5,64.5,56.25,consistent,"[(0.55, 56.25), (0.6, 60.5), (0.65, 64.5), (0.75, 69.5), (0.8, 73.0), (0.85, 75.25)]"
154634_461086,000365_raw.jpg,ready,ready,390,390,55.25,55.25,49.0,consistent,"[(0.6, 49.0), (0.65, 55.25), (0.7, 59.75), (0.75, 64.0), (0.85, 69.5), (0.9, 73.0)]"
