frame,elapsed_s,sensor_timestamp,frame_age_s,fresh,capture_ms,vision_ms,control_status,near_offset,preview_error,requested_throttle,requested_steering,pwm_enabled,stop_reason
1,0.026508293000006233,2708135688000,0.039397482,True,6.738549000147032,15.395123999951466,ready,-0.021875,-0.045312500000000006,370,372,True,
2,0.0709696740000254,2708182803000,0.036819565,True,27.390298999762308,12.753163000070344,ready,-0.021875,-0.05000000000000001,370,372,True,
3,0.1168346819999897,2708229918000,0.035557944,True,29.4313249996776,12.10682100008853,ready,-0.021875,-0.05000000000000001,370,372,True,
4,0.1630064260002655,2708277035000,0.034694131,True,30.597510999996302,11.332258000038564,ready,-0.021875,-0.05000000000000001,370,372,True,
5,0.21191975900001125,2708324150000,0.036475946,True,34.22712399969896,10.427587000322092,ready,-0.021875,-0.05000000000000001,400,372,True,
6,0.2559614980000333,2708371264000,0.033358333,True,29.197198000019853,10.54095600011351,ready,-0.021875,-0.05000000000000001,400,372,True,
7,0.30414973000006285,2708418381000,0.034472343,True,33.61892899965824,10.309107000011863,ready,-0.021875,-0.045312500000000006,400,372,True,
8,0.3503381040000022,2708465497000,0.033529125,True,31.479442000090785,10.430660999645625,ready,-0.01875,-0.05156250000000001,400,373,True,
9,0.39874961200030157,2708512612000,0.034785559,True,32.64411000009204,11.450238999714202,ready,-0.01875,-0.05156250000000001,400,373,True,
10,0.44614150500001415,2708559727000,0.035073655,True,31.420963000073243,11.66090200013059,ready,-0.01875,-0.05156250000000001,400,373,True,
11,0.4932419579999987,2708606844000,0.035061683,True,30.9986909996951,11.794270000336837,ready,-0.021875,-0.05000000000000001,400,372,True,
12,0.540190487000018,2708653960000,0.03489236,True,31.201927999973122,11.439054000220494,ready,-0.01875,-0.05156250000000001,400,373,True,
13,0.5870875180003168,2708701075000,0.03471076,True,32.36068999967756,10.266366999985621,ready,-0.021875,-0.05000000000000001,400,372,True,
14,0.6330674499999986,2708748191000,0.033585563,True,30.932951000067987,10.785618999761937,ready,-0.021875,-0.05000000000000001,400,372,True,
15,0.679726983999899,2708795307000,0.0331343,True,32.09060000017416,10.31505199989624,ready,-0.021875,-0.05000000000000001,400,372,True,
16,0.7273633730001166,2708842421000,0.033675004,True,32.51929799989739,10.882432000016706,ready,-0.025,-0.043750000000000004,400,372,True,
17,0.7741818859999512,2708889537000,0.033359092,True,31.95554700005232,10.609084999941842,ready,-0.028125,-0.0421875,400,371,True,
18,0.8212142659999699,2708936652000,0.033274379,True,32.33963399998174,10.437734999868553,ready,-0.028125,-0.0421875,400,371,True,
19,0.8691750030002368,2708983769000,0.034079228,True,33.680150999771286,9.98661199992057,ready,-0.0125,-0.04062500000000001,400,371,True,
20,0.9159254979999787,2709030882000,0.033754482,True,32.30943099970318,10.182701000303496,ready,-0.0125,-0.045312500000000006,400,372,True,
21,0.962287035999907,2709078000000,0.033002316,True,31.974677000107476,10.133738999684283,ready,-0.0140625,-0.04921875000000001,400,372,True,
22,1.011117834000288,2709125115000,0.034676577,True,33.258582999678765,11.277963000338787,ready,-0.0171875,-0.047656250000000004,400,372,True,
23,1.0577476829998886,2709172231000,0.034192889,True,31.444406999980856,10.888191000049119,ready,-0.0203125,-0.02499999999999999,400,369,True,
24,1.1047289160001128,2709219347000,0.034053029,True,31.939807000071596,10.741563000010501,ready,0.009375,-0.08437499999999994,400,378,True,
25,1.153067036000266,2709266463000,0.035269816,True,32.12230400004046,11.912102000223967,ready,-0.003125,-0.06874999999999996,400,375,True,
26,1.1990430240002752,2709313579000,0.034187266,True,31.549848999929964,10.177071999805776,ready,-0.003125,-0.059374999999999956,400,374,True,
27,1.2458395190001283,2709360693000,0.033863428,True,31.691272999978537,10.838876999969216,ready,-0.009375,-0.0234375,400,369,True,
28,1.2921854639998855,2709407806000,0.033096762,True,31.883139999990817,10.213293999640882,ready,-0.0125,-0.021875000000000002,400,368,True,
29,1.339828984000178,2709454924000,0.033616782,True,32.618296000237024,10.76869300004546,ready,-0.003125,-0.026562500000000006,400,369,True,
30,1.3857272879999982,2709502040000,0.032403641,True,32.02050900017639,9.626913999909448,ready,-0.003125,-0.017187500000000005,400,368,True,
31,1.4336700250000831,2709549153000,0.033222231,True,33.30086100004337,10.379958000157785,ready,-0.00625,-0.015625000000000003,400,367,True,
32,1.4808843850000812,2709596270000,0.033290387,True,32.544167999731144,10.376902000189148,ready,-0.009375,-0.014062500000000002,400,367,True,
