frame,elapsed_s,sensor_timestamp,exposure_time,analogue_gain
159,7.448977175999971,9957433420000,29968,3.125
160,7.495861768000395,9957480532000,29968,3.125
161,7.54244742100127,9957527647000,29968,3.125
162,7.589786598000501,9957574765000,29968,3.0625
163,7.637468324999645,9957621882000,29968,3.0625
164,7.684472674000062,9957668997000,29968,3.0625
165,7.732112142000915,9957716112000,29968,3.0
166,7.778477003001171,9957763226000,29968,3.0
167,7.825793310001245,9957810342000,29968,3.0
168,7.87249360900023,9957857456000,29968,3.0
169,7.919981801000176,9957904573000,29968,2.9375
170,7.966660842001147,9957951689000,29968,2.9375
171,8.01407436900081,9957998805000,29968,2.9375
172,8.061290326000744,9958045921000,29968,2.875
173,8.10802479099948,9958093036000,29968,2.875
174,8.155186508000043,9958140151000,29968,2.875
175,8.202468520001275,9958187266000,29968,2.875
176,8.249532812000325,9958234382000,29968,2.875
177,8.296817324000585,9958281497000,29968,2.8125
178,8.343455161000747,9958328614000,29968,2.8125
179,8.390694747000452,9958375726000,29968,2.8125
180,8.437666077999893,9958422843000,29968,2.8125
181,8.485180085999673,9958469959000,29968,2.75
182,8.532207157000812,9958517074000,29968,2.75
183,8.579584721999709,9958564189000,29968,2.75
184,8.626394500999595,9958611306000,29968,2.75
185,8.673937396000838,9958658419000,29968,2.75
186,8.720585696999478,9958705537000,29968,2.75
187,8.767787376000342,9958752652000,29968,2.6875
188,8.814760151999508,9958799768000,29968,2.6875
189,8.861868185000276,9958846884000,29968,2.6875
190,8.909622946999662,9958893999000,29968,2.6875
191,8.957152343000416,9958941116000,29968,2.625
192,9.004304170999603,9958988230000,29968,2.625
193,9.050553237000713,9959035345000,29968,2.5625
194,9.098110558999906,9959082461000,29968,2.5625
195,9.144632972000181,9959129575000,29968,2.5625
196,9.19180994800081,9959176692000,29968,2.5
197,9.23869741099952,9959223807000,29968,2.5
198,9.28601877300025,9959270920000,29968,2.5
199,9.332871087999592,9959318036000,29968,2.5
200,9.380403651000961,9959365153000,29968,2.4375
201,9.427074524999625,9959412269000,29968,2.4375
202,9.474177649999547,9959459384000,29968,2.4375
203,9.521485031000338,9959506499000,29968,2.4375
204,9.568492509999487,9959553615000,29968,2.4375
205,9.615745651999532,9959600729000,29968,2.4375
206,9.663069533000453,9959647846000,29968,2.4375
207,9.710015808999742,9959694961000,29968,2.4375
208,9.756940344999748,9959742077000,29968,2.4375
209,9.804264115000478,9959789193000,29968,2.4375
210,9.853059136999946,9959836308000,29968,2.4375
211,9.899302351001097,9959883421000,29968,2.375
212,9.946224925000934,9959930539000,29968,2.375
213,9.992565951999495,9959977654000,29968,2.375
214,10.03987253699961,9960024771000,29968,2.3125
215,10.089370973000769,9960071886000,29968,2.3125
216,10.133816626001135,9960119000000,29968,2.3125
217,10.180961955000384,9960166116000,29968,2.3125
218,10.228720123999665,9960213231000,29968,2.25
219,10.27687336100098,9960260348000,29968,2.25
220,10.323041687999648,9960307462000,29968,2.25
221,10.37009462900096,9960354577000,29968,2.25
222,10.416388564999579,9960401693000,29968,2.25
223,10.463556597000206,9960448807000,29968,2.25
224,10.511147250999784,9960495925000,29968,2.1875
225,10.56136984099976,9960543040000,29968,2.1875
226,10.60570403299971,9960590155000,29968,2.1875
227,10.652891805000763,9960637271000,29968,2.1875
228,10.699701843001094,9960684385000,29968,2.1875
229,10.747066760999587,9960731501000,29968,2.1875
230,10.794146776001071,9960778617000,29968,2.125
231,10.84070752200023,9960825734000,29968,2.125
232,10.887813592000384,9960872848000,29968,2.125
233,10.934773331000542,9960919964000,29968,2.125
234,10.98198971400052,9960967079000,29968,2.125
235,11.029548868000347,9961014195000,29968,2.125
236,11.076270723000562,9961061310000,29968,2.125
237,11.123405348000233,9961108425000,29968,2.125
238,11.170536658000856,9961155541000,29968,2.125
239,11.219369252999968,9961202657000,29968,2.125
240,11.26538284200069,9961249772000,29968,2.125
241,11.31256163299986,9961296889000,29968,2.125
242,11.359623389000262,9961344003000,29968,2.125
243,11.406281374000173,9961391118000,29968,2.125
244,11.453385703000095,9961438233000,29968,2.125
245,11.500630086000456,9961485348000,29968,2.125
246,11.548083816000144,9961532461000,29968,2.125
247,11.594713876000242,9961579580000,29968,2.125
248,11.642056683000192,9961626696000,29968,2.0625
249,11.688921885999662,9961673811000,29968,2.0625
250,11.735862978001023,9961720927000,29968,2.0625
251,11.782868124000743,9961768041000,29968,2.0625
252,11.830008971001007,9961815158000,29968,2.0625
253,11.878927490999558,9961862272000,29968,2.0625
254,11.924990616000287,9961909387000,29968,2.0625
255,11.973188592999577,9961956505000,29968,2.0625
256,12.018442380000124,9962003619000,29968,2.0625
257,12.06537865700011,9962050736000,29968,2.0625
258,12.11295810699994,9962097851000,29968,2.0
259,12.159801108000465,9962144966000,29968,2.0
260,12.206787106000775,9962192081000,29968,2.0
261,12.254039728999487,9962239197000,29968,2.0
262,12.303737882999485,9962286313000,29968,2.0
263,12.348759712000174,9962333429000,29968,2.0
264,12.395889392000754,9962380545000,29968,2.0
265,12.442657968000276,9962427659000,29968,2.0
266,12.490493470000729,9962474771000,29968,2.0
267,12.53718478799965,9962521890000,29901,2.0
268,12.584229729000072,9962569003000,29901,2.0
269,12.63108535900028,9962616119000,29901,2.0
270,12.67809789400053,9962663235000,29632,2.0
271,12.725359424000999,9962710350000,29632,2.0
272,12.773342590000539,9962757466000,29632,2.0
273,12.820059166000647,9962804583000,29295,2.0
274,12.8665946910005,9962851697000,29295,2.0
275,12.913806980999652,9962898813000,29295,2.0
276,12.961084974000187,9962945926000,29025,2.0
277,13.010013308999987,9962993043000,29025,2.0
278,13.055245356001251,9963040157000,29025,2.0
279,13.102159762000156,9963087276000,29025,2.0
280,13.149798082000416,9963134391000,29025,2.0
281,13.19690017100038,9963181506000,29025,2.0
282,13.243986408000637,9963228622000,29025,2.0
283,13.291430805000346,9963275737000,29025,2.0
284,13.338182900000902,9963322853000,29025,2.0
285,13.38507178799955,9963369967000,29025,2.0
286,13.431845457000236,9963417081000,29025,2.0
287,13.479223243999513,9963464195000,29025,2.0
288,13.52609842899983,9963511313000,29025,2.0
289,13.57407804000104,9963558430000,29025,2.0
290,13.62104418600029,9963605545000,29025,2.0
291,13.668598378000752,9963652665000,29025,2.0
292,13.71544080500098,9963699775000,29025,2.0
293,13.76249139399988,9963746891000,29025,2.0
294,13.808931087000019,9963794004000,29025,2.0
295,13.85602963800011,9963841122000,29295,2.0
296,13.903470610001023,9963888237000,29295,2.0
297,13.950456552000105,9963935354000,29295,2.0
298,13.998334924001028,9963982468000,29295,2.0
299,14.044458733000283,9964029581000,29295,2.0
300,14.091782318000696,9964076699000,29295,2.0
301,14.138936313000158,9964123816000,29295,2.0
302,14.185905551999895,9964170931000,29295,2.0
303,14.232826366000154,9964218045000,29295,2.0
304,14.279902158999903,9964265161000,29295,2.0
305,14.327052542999809,9964312275000,29295,2.0
306,14.373836970000411,9964359391000,29295,2.0
307,14.421385143999942,9964406506000,29295,2.0
308,14.468338234999464,9964453624000,29295,2.0
309,14.517193904001033,9964500738000,29598,2.0
310,14.56319649299985,9964547853000,29598,2.0
311,14.611616614000013,9964594971000,29598,2.0
312,14.657403707000412,9964642087000,29598,2.0
313,14.704525406999892,9964689201000,29598,2.0
314,14.751809474000765,9964736317000,29867,2.0
315,14.800416572999893,9964783433000,29867,2.0
316,14.846529401000225,9964830543000,29867,2.0
317,14.89241145500091,9964877662000,29867,2.0
318,14.939726095999504,9964924777000,29867,2.0
319,14.986821537000651,9964971893000,29968,2.0
320,15.033866608000608,9965019008000,29968,2.0
